,date,site,transect,segment,plant,total_flowers,notes
970,6/25/20,Virginia Basin,T3,1,Draba aurea,7,
971,6/25/20,Virginia Basin,T3,1,Fragaria virginiana,12,
972,6/25/20,Virginia Basin,T3,1,Viola praemorsa,1,
973,6/25/20,Virginia Basin,T2,5,Fragaria virginiana,3,
974,6/25/20,Virginia Basin,T2,5,Draba aurea,18,
975,6/25/20,Virginia Basin,T2,5,Pseudocymopterus montanus,1,
976,6/25/20,Virginia Basin,T2,4,Fragaria virginiana,2,
977,6/25/20,Virginia Basin,T2,2,Fragaria virginiana,10,
978,6/25/20,Virginia Basin,T2,2,Castilleja miniata,1,
979,6/25/20,Virginia Basin,T2,1,Pseudocymopterus montanus,1,
980,6/25/20,Virginia Basin,T2,1,Draba aurea,24,
981,6/25/20,Virginia Basin,T2,1,Fragaria virginiana,4,
982,6/25/20,Virginia Basin,T2,1,Boechera stricta,2,
983,6/25/20,Virginia Basin,T2,1,Androsace septentrionalis,2,
984,6/25/20,Virginia Basin,T1,1,Castilleja miniata,1,
985,6/25/20,Virginia Basin,T1,1,Androsace septentrionalis,1,
986,6/25/20,Virginia Basin,T1,1,Boechera stricta,1,
987,6/25/20,Virginia Basin,T1,1,Fragaria virginiana,1,
988,6/25/20,Virginia Basin,T1,2,Draba aurea,29,
989,6/25/20,Virginia Basin,T1,2,Boechera stricta,2,
990,6/25/20,Virginia Basin,T1,2,Fragaria virginiana,2,
991,6/25/20,Virginia Basin,T1,2,Androsace septentrionalis,2,
992,6/25/20,Virginia Basin,T1,3,Draba aurea,28,
993,6/25/20,Virginia Basin,T1,3,Ribes montigenum,123,
994,6/25/20,Virginia Basin,T1,3,Valeriana edulis,11,
995,6/25/20,Virginia Basin,T1,4,Draba aurea,4,
996,6/25/20,Virginia Basin,T1,4,Pseudocymopterus montanus,1,
997,6/25/20,Virginia Basin,T1,4,Fragaria virginiana,2,
998,6/25/20,Virginia Basin,T1,5,Draba aurea,20,
999,6/25/20,Virginia Basin,T1,5,Pseudocymopterus montanus,1,
1000,6/25/20,Virginia Basin,T1,5,Fragaria virginiana,1,
1001,6/29/20,Ohio Pass High,T1,1,Delphinium nuttallianum,21,
1002,6/29/20,Ohio Pass High,T1,1,Ranunculus alismifolius,2,
1003,6/29/20,Ohio Pass High,T1,2,Delphinium nuttallianum,46,
1004,6/29/20,Ohio Pass High,T1,2,Ranunculus alismifolius,1,
1005,6/29/20,Ohio Pass High,T1,2,Ranunculus inamoenus,1,
1006,6/29/20,Ohio Pass High,T1,2,Noccaea montana,2,
1007,6/29/20,Ohio Pass High,T1,3,Delphinium nuttallianum,38,
1008,6/29/20,Ohio Pass High,T1,3,Noccaea montana,3,
1009,6/29/20,Ohio Pass High,T1,4,Delphinium nuttallianum,8,
1010,6/29/20,Ohio Pass High,T1,5,Delphinium nuttallianum,5,
1011,6/29/20,Ohio Pass High,T1,5,Ranunculus inamoenus,2,
1012,6/29/20,Ohio Pass High,T1,5,Castilleja sulphurea,1,
1013,6/29/20,Ohio Pass High,T2,5,Delphinium nuttallianum,8,
1014,6/29/20,Ohio Pass High,T2,4,Delphinium nuttallianum,51,
1015,6/29/20,Ohio Pass High,T2,4,Ligusticum porteri,1,
1016,6/29/20,Ohio Pass High,T2,3,Delphinium nuttallianum,47,
1017,6/29/20,Ohio Pass High,T2,2,Delphinium nuttallianum,32,
1018,6/29/20,Ohio Pass High,T2,2,Mertensia fusiformis,1,
1019,6/29/20,Ohio Pass High,T2,2,Noccaea montana,2,
1020,6/29/20,Ohio Pass High,T2,1,Delphinium nuttallianum,15,
1021,6/29/20,Ohio Pass High,T3,1,Delphinium nuttallianum,45,
1022,6/29/20,Ohio Pass High,T3,1,Galium bifolium,2,
1023,6/29/20,Ohio Pass High,T3,1,Collomia linearis,1,
1024,6/29/20,Ohio Pass High,T3,2,Delphinium nuttallianum,11,
1025,6/29/20,Ohio Pass High,T3,2,Galium bifolium,1,
1026,6/29/20,Ohio Pass High,T3,3,Delphinium nuttallianum,6,
1027,6/29/20,Ohio Pass High,T3,3,Boechera stricta,2,
1028,6/29/20,Ohio Pass High,T3,4,Delphinium nuttallianum,2,
1029,6/29/20,Ohio Pass High,T3,5,Delphinium nuttallianum,34,
1030,6/29/20,Ohio Pass High,T3,5,Osmorhiza occidentalis,3,
1031,6/30/20,Emerald Lake Shore,T1,1,Fragaria virginiana,14,
1032,6/30/20,Emerald Lake Shore,T1,1,Pseudocymopterus montanus,1,
1033,6/30/20,Emerald Lake Shore,T1,2,Pseudocymopterus montanus,1,
1034,6/30/20,Emerald Lake Shore,T1,2,Fragaria virginiana,12,
1035,6/30/20,Emerald Lake Shore,T1,3,Castilleja miniata,2,
1036,6/30/20,Emerald Lake Shore,T1,3,Fragaria virginiana,6,
1037,6/30/20,Emerald Lake Shore,T1,3,Pseudocymopterus montanus,5,
1038,6/30/20,Emerald Lake Shore,T1,3,Erysimum capitatum,8,
1039,6/30/20,Emerald Lake Shore,T1,4,Valeriana edulis,14,
1040,6/30/20,Emerald Lake Shore,T1,4,Erysimum capitatum,11,
1041,6/30/20,Emerald Lake Shore,T1,4,Pseudocymopterus montanus,2,
1042,6/30/20,Emerald Lake Shore,T1,4,Fragaria virginiana,13,
1043,6/30/20,Emerald Lake Shore,T1,5,Pseudocymopterus montanus,2,
1044,6/30/20,Emerald Lake Shore,T1,5,Fragaria virginiana,11,
1045,6/30/20,Emerald Lake Shore,T1,5,Castilleja miniata,3,
1046,6/30/20,Emerald Lake Shore,T2,5,Pseudocymopterus montanus,2,
1047,6/30/20,Emerald Lake Shore,T2,5,Fragaria virginiana,8,
1048,6/30/20,Emerald Lake Shore,T2,4,Linum lewisii,2,
1049,6/30/20,Emerald Lake Shore,T2,4,Fragaria virginiana,20,
1050,6/30/20,Emerald Lake Shore,T2,4,Pseudocymopterus montanus,2,
1051,6/30/20,Emerald Lake Shore,T2,3,Taraxacum officinale,3,
1052,6/30/20,Emerald Lake Shore,T2,3,Pseudocymopterus montanus,8,
1053,6/30/20,Emerald Lake Shore,T2,3,Fragaria virginiana,10,
1054,6/30/20,Emerald Lake Shore,T2,3,Castilleja miniata,4,
1055,6/30/20,Emerald Lake Shore,T2,2,Pseudocymopterus montanus,2,
1056,6/30/20,Emerald Lake Shore,T2,2,Taraxacum officinale,2,
1057,6/30/20,Emerald Lake Shore,T2,2,Fragaria virginiana,10,
1058,6/30/20,Emerald Lake Shore,T2,2,Aquilegia caerulea,1,
1059,6/30/20,Emerald Lake Shore,T2,1,Pseudocymopterus montanus,3,
1060,6/30/20,Emerald Lake Shore,T2,1,Castilleja miniata,4,
1061,6/30/20,Emerald Lake Shore,T2,1,Fragaria virginiana,7,
1062,6/30/20,Emerald Lake Shore,T3,1,Taraxacum officinale,4,
1063,6/30/20,Emerald Lake Shore,T3,1,Fragaria virginiana,7,
1064,6/30/20,Emerald Lake Shore,T3,2,Pseudocymopterus montanus,3,
1065,6/30/20,Emerald Lake Shore,T3,2,Castilleja miniata,4,
1066,6/30/20,Emerald Lake Shore,T3,2,Fragaria virginiana,9,
1067,6/30/20,Emerald Lake Shore,T3,2,Taraxacum officinale,4,
1068,6/30/20,Emerald Lake Shore,T3,3,Pseudocymopterus montanus,7,
1069,6/30/20,Emerald Lake Shore,T3,3,Taraxacum officinale,1,
1070,6/30/20,Emerald Lake Shore,T3,3,Fragaria virginiana,16,
1071,6/30/20,Emerald Lake Shore,T3,4,Taraxacum officinale,5,
1072,6/30/20,Emerald Lake Shore,T3,4,Valeriana edulis,3,
1073,6/30/20,Emerald Lake Shore,T3,4,Linum lewisii,1,
1074,6/30/20,Emerald Lake Shore,T3,4,Fragaria virginiana,13,
1075,6/30/20,Emerald Lake Shore,T3,4,Pseudocymopterus montanus,2,
1076,6/30/20,Emerald Lake Shore,T3,5,Taraxacum officinale,5,
1077,6/30/20,Emerald Lake Shore,T3,5,Potentilla pulcherrima,1,
1078,6/30/20,Emerald Lake Shore,T3,5,Linum lewisii,1,
1079,6/30/20,Emerald Lake Shore,T3,5,Pseudocymopterus montanus,5,
1080,6/30/20,Emerald Lake Shore,T3,5,Fragaria virginiana,9,
1081,6/30/20,Emerald Lake Hill,T1,1,Osmorhiza occidentalis,2,
1082,6/30/20,Emerald Lake Hill,T1,1,Thalictrum fendleri,17,
1083,6/30/20,Emerald Lake Hill,T1,2,Ligusticum porteri,2,
1084,6/30/20,Emerald Lake Hill,T1,2,Senecio crassulus,4,
1085,6/30/20,Emerald Lake Hill,T1,3,Osmorhiza occidentalis,1,
1086,6/30/20,Emerald Lake Hill,T1,3,Ligusticum porteri,1,
1087,6/30/20,Emerald Lake Hill,T1,3,Senecio crassulus,1,
1088,6/30/20,Emerald Lake Hill,T1,4,Ligusticum porteri,1,
1089,6/30/20,Emerald Lake Hill,T1,5,Senecio crassulus,4,
1090,6/30/20,Emerald Lake Hill,T2,5,Thalictrum fendleri,5,
1091,6/30/20,Emerald Lake Hill,T2,4,Ligusticum porteri,1,
1092,6/30/20,Emerald Lake Hill,T2,4,Thalictrum fendleri,7,
1093,6/30/20,Emerald Lake Hill,T2,4,Osmorhiza occidentalis,2,
1094,6/30/20,Emerald Lake Hill,T2,3,Ligusticum porteri,4,
1095,6/30/20,Emerald Lake Hill,T2,2,Thalictrum fendleri,10,
1096,6/30/20,Emerald Lake Hill,T2,1,Ligusticum porteri,6,
1097,6/30/20,Emerald Lake Hill,T2,1,Castilleja sulphurea,24,
1098,6/30/20,Emerald Lake Hill,T2,1,Thalictrum fendleri,6,
1099,6/30/20,Emerald Lake Hill,T3,1,Thalictrum fendleri,14,
1100,6/30/20,Emerald Lake Hill,T3,2,Boechera stricta,1,
1101,6/30/20,Emerald Lake Hill,T3,2,Thalictrum fendleri,15,
1102,6/30/20,Emerald Lake Hill,T3,3,Helianthella quinquenervis,1,
1103,6/30/20,Emerald Lake Hill,T3,3,Thalictrum fendleri,3,
1104,6/30/20,Emerald Lake Hill,T3,4,Ligusticum porteri,1,
1105,6/30/20,Emerald Lake Hill,T3,4,Boechera stricta,12,
1106,6/30/20,Emerald Lake Hill,T3,4,Thalictrum fendleri,3,
1107,6/30/20,Emerald Lake Hill,T3,5,Helianthella quinquenervis,1,
1108,6/30/20,Emerald Lake Hill,T3,5,Thalictrum fendleri,14,
1109,7/2/20,Pfeiler,T1,1,Senecio crassulus,5,
1110,7/2/20,Pfeiler,T1,1,Delphinium nuttallianum,5,
1111,7/2/20,Pfeiler,T1,2,Senecio crassulus,3,
1112,7/2/20,Pfeiler,T1,2,Delphinium nuttallianum,1,
1113,7/2/20,Pfeiler,T1,2,Lathyrus leucanthus,1,
1114,7/2/20,Pfeiler,T1,2,Collomia linearis,1,
1115,7/2/20,Pfeiler,T1,3,Senecio crassulus,2,
1116,7/2/20,Pfeiler,T1,3,Potentilla pulcherrima,6,
1117,7/2/20,Pfeiler,T1,5,Senecio crassulus,2,
1118,7/2/20,Pfeiler,T1,5,Collomia linearis,1,
1119,7/2/20,Pfeiler,T2,5,Senecio crassulus,6,
1120,7/2/20,Pfeiler,T2,4,Castilleja sulphurea,5,"""Tongues"" (1 stalk)"
1121,7/2/20,Pfeiler,T2,3,Ipomopsis aggregata,5,
1122,7/2/20,Pfeiler,T2,3,Senecio crassulus,8,
1123,7/2/20,Pfeiler,T2,3,Ligusticum porteri,11,
1124,7/2/20,Pfeiler,T2,3,Potentilla pulcherrima,4,
1125,7/2/20,Pfeiler,T2,2,Senecio crassulus,1,
1126,7/2/20,Pfeiler,T2,2,Potentilla pulcherrima,2,
1127,7/2/20,Pfeiler,T2,2,Linum lewisii,1,
1128,7/2/20,Pfeiler,T2,2,Ligusticum porteri,1,
1129,7/2/20,Pfeiler,T2,1,Ligusticum porteri,3,
1130,7/2/20,Pfeiler,T2,1,Senecio crassulus,6,
1131,7/2/20,Pfeiler,T2,1,Potentilla pulcherrima,6,
1132,7/2/20,Pfeiler,T2,1,Delphinium nuttallianum,2,
1133,7/2/20,Pfeiler,T3,1,Ligusticum porteri,5,
1134,7/2/20,Pfeiler,T3,1,Potentilla pulcherrima,7,
1135,7/2/20,Pfeiler,T3,1,Senecio crassulus,7,
1136,7/2/20,Pfeiler,T3,2,Ligusticum porteri,7,
1137,7/2/20,Pfeiler,T3,2,Potentilla pulcherrima,10,
1138,7/2/20,Pfeiler,T3,2,Senecio crassulus,1,
1139,7/2/20,Pfeiler,T3,3,Senecio crassulus,4,
1140,7/2/20,Pfeiler,T3,3,Ligusticum porteri,4,
1141,7/2/20,Pfeiler,T3,3,Linum lewisii,3,
1142,7/2/20,Pfeiler,T3,4,Ipomopsis aggregata,1,
1143,7/2/20,Pfeiler,T3,4,Senecio crassulus,3,
1144,7/2/20,Pfeiler,T3,4,Potentilla pulcherrima,6,
1145,7/2/20,Pfeiler,T3,5,Senecio crassulus,12,
1146,7/2/20,Pfeiler,T3,5,Linum lewisii,9,
1147,7/2/20,Virginia Basin,T3,5,Draba aurea,35,
1148,7/2/20,Virginia Basin,T3,5,Pseudocymopterus montanus,1,
1149,7/2/20,Virginia Basin,T3,5,Fragaria virginiana,3,
1150,7/2/20,Virginia Basin,T3,4,Fragaria virginiana,1,
1151,7/2/20,Virginia Basin,T3,4,Draba aurea,6,
1152,7/2/20,Virginia Basin,T3,4,Androsace septentrionalis,1,
1153,7/2/20,Virginia Basin,T3,3,Draba aurea,5,
1154,7/2/20,Virginia Basin,T3,3,Fragaria virginiana,3,
1155,7/2/20,Virginia Basin,T3,3,Ribes montigenum,40,
1156,7/2/20,Virginia Basin,T3,2,Draba aurea,52,
1157,7/2/20,Virginia Basin,T3,2,Fragaria virginiana,7,
1158,7/2/20,Virginia Basin,T3,2,Senecio crassulus,1,
1159,7/2/20,Virginia Basin,T3,1,Fragaria virginiana,5,
1160,7/2/20,Virginia Basin,T3,1,Boechera stricta,1,
1161,7/2/20,Virginia Basin,T3,1,Pseudocymopterus montanus,1,
1162,7/2/20,Virginia Basin,T3,1,Draba aurea,19,
1163,7/2/20,Virginia Basin,T2,1,Pseudocymopterus montanus,1,
1164,7/2/20,Virginia Basin,T2,1,Boechera stricta,1,
1165,7/2/20,Virginia Basin,T2,1,Draba aurea,19,
1166,7/2/20,Virginia Basin,T2,1,Fragaria virginiana,2,
1167,7/2/20,Virginia Basin,T2,1,Lathyrus leucanthus,2,
1168,7/2/20,Virginia Basin,T2,1,Androsace septentrionalis,2,
1169,7/2/20,Virginia Basin,T2,2,Pseudocymopterus montanus,1,
1170,7/2/20,Virginia Basin,T2,2,Draba aurea,3,
1171,7/2/20,Virginia Basin,T2,2,Castilleja miniata,6,
1172,7/2/20,Virginia Basin,T2,2,Fragaria virginiana,8,
1173,7/2/20,Virginia Basin,T2,3,Fragaria virginiana,1,
1174,7/2/20,Virginia Basin,T2,4,Fragaria virginiana,4,
1175,7/2/20,Virginia Basin,T2,4,Lathyrus leucanthus,2,
1176,7/2/20,Virginia Basin,T2,5,Draba aurea,36,
1177,7/2/20,Virginia Basin,T2,5,Pseudocymopterus montanus,1,
1178,7/2/20,Virginia Basin,T2,5,Castilleja sulphurea,3,
1179,7/2/20,Virginia Basin,T2,5,Lathyrus leucanthus,3,
1180,7/2/20,Virginia Basin,T2,5,Fragaria virginiana,4,
1181,7/2/20,Virginia Basin,T1,5,Pseudocymopterus montanus,1,
1182,7/2/20,Virginia Basin,T1,5,Draba aurea,26,
1183,7/2/20,Virginia Basin,T1,5,Fragaria virginiana,3,
1184,7/2/20,Virginia Basin,T1,5,Castilleja sulphurea,1,
1185,7/2/20,Virginia Basin,T1,4,Pseudocymopterus montanus,4,
1186,7/2/20,Virginia Basin,T1,4,Fragaria virginiana,1,
1187,7/2/20,Virginia Basin,T1,4,Draba aurea,16,
1188,7/2/20,Virginia Basin,T1,4,Lathyrus leucanthus,2,
1189,7/2/20,Virginia Basin,T1,3,Draba aurea,93,
1190,7/2/20,Virginia Basin,T1,3,Fragaria virginiana,6,
1191,7/2/20,Virginia Basin,T1,3,Ribes montigenum,68,
1192,7/2/20,Virginia Basin,T1,3,Castilleja sulphurea,3,
1193,7/2/20,Virginia Basin,T1,3,Valeriana edulis,18,
1194,7/2/20,Virginia Basin,T1,2,Draba aurea,16,
1195,7/2/20,Virginia Basin,T1,2,Fragaria virginiana,2,
1196,7/2/20,Virginia Basin,T1,1,Castilleja miniata,10,
1197,7/2/20,Virginia Basin,T1,1,Linum lewisii,2,
1198,7/2/20,Virginia Basin,T1,1,Castilleja sulphurea,10,
1199,7/2/20,Virginia Basin,T1,1,Androsace septentrionalis,2,
1200,7/2/20,Virginia Basin,T1,1,Fragaria virginiana,1,
1201,7/6/20,Ohio Pass High,T1,1,Delphinium nuttallianum,17,
1202,7/6/20,Ohio Pass High,T1,1,Ligusticum porteri,2,
1203,7/6/20,Ohio Pass High,T1,1,Collomia linearis,2,
1204,7/6/20,Ohio Pass High,T1,1,Galium boreale,2,
1205,7/6/20,Ohio Pass High,T1,2,Delphinium nuttallianum,2,
1206,7/6/20,Ohio Pass High,T1,2,Castilleja sulphurea,2,
1207,7/6/20,Ohio Pass High,T1,2,Collomia linearis,3,
1208,7/6/20,Ohio Pass High,T1,2,Galium boreale,6,
1209,7/6/20,Ohio Pass High,T1,3,Delphinium nuttallianum,8,
1210,7/6/20,Ohio Pass High,T1,3,Potentilla pulcherrima,1,
1211,7/6/20,Ohio Pass High,T1,4,Ranunculus inamoenus,1,
1212,7/6/20,Ohio Pass High,T1,4,Lathyrus leucanthus,4,
1213,7/6/20,Ohio Pass High,T1,4,Ligusticum porteri,4,
1214,7/6/20,Ohio Pass High,T1,5,Ligusticum porteri,1,
1215,7/6/20,Ohio Pass High,T1,5,Castilleja sulphurea,7,
1216,7/6/20,Ohio Pass High,T2,5,Delphinium nuttallianum,1,
1217,7/6/20,Ohio Pass High,T2,5,Collomia linearis,2,
1218,7/6/20,Ohio Pass High,T2,4,Delphinium nuttallianum,7,
1219,7/6/20,Ohio Pass High,T2,4,Ligusticum porteri,7,
1220,7/6/20,Ohio Pass High,T2,4,Castilleja sulphurea,2,
1221,7/6/20,Ohio Pass High,T2,3,Senecio crassulus,4,
1222,7/6/20,Ohio Pass High,T2,3,Castilleja sulphurea,3,
1223,7/6/20,Ohio Pass High,T2,3,Collomia linearis,7,
1224,7/6/20,Ohio Pass High,T2,3,Delphinium nuttallianum,5,
1225,7/6/20,Ohio Pass High,T2,3,Collomia linearis,2,
1226,7/6/20,Ohio Pass High,T2,2,Delphinium nuttallianum,2,
1227,7/6/20,Ohio Pass High,T2,2,Potentilla pulcherrima,1,
1228,7/6/20,Ohio Pass High,T2,2,Lathyrus leucanthus,2,
1229,7/6/20,Ohio Pass High,T2,2,Ligusticum porteri,1,
1230,7/6/20,Ohio Pass High,T2,2,Galium boreale,1,
1231,7/6/20,Ohio Pass High,T2,2,Noccaea montana,1,
1232,7/6/20,Ohio Pass High,T2,2,Collomia linearis,2,
1233,7/6/20,Ohio Pass High,T2,1,Delphinium nuttallianum,4,
1234,7/6/20,Ohio Pass High,T2,1,Collomia linearis,3,
1235,7/6/20,Ohio Pass High,T2,1,Ligusticum porteri,1,
1236,7/6/20,Ohio Pass High,T3,1,Collomia linearis,10,
1237,7/6/20,Ohio Pass High,T3,1,Delphinium nuttallianum,16,
1238,7/6/20,Ohio Pass High,T3,1,Castilleja sulphurea,5,
1239,7/6/20,Ohio Pass High,T3,2,Senecio crassulus,5,
1240,7/6/20,Ohio Pass High,T3,2,Collomia linearis,5,
1241,7/6/20,Ohio Pass High,T3,2,Delphinium nuttallianum,1,
1242,7/6/20,Ohio Pass High,T3,2,Galium boreale,3,
1243,7/6/20,Ohio Pass High,T3,2,Noccaea montana,1,
1244,7/6/20,Ohio Pass High,T3,3,Delphinium nuttallianum,2,
1245,7/6/20,Ohio Pass High,T3,3,Senecio crassulus,1,
1246,7/6/20,Ohio Pass High,T3,3,Boechera stricta,4,
1247,7/6/20,Ohio Pass High,T3,3,Lathyrus leucanthus,3,
1248,7/6/20,Ohio Pass High,T3,4,Lathyrus leucanthus,4,
1249,7/6/20,Ohio Pass High,T3,4,Delphinium nuttallianum,1,
1250,7/6/20,Ohio Pass High,T3,5,Delphinium nuttallianum,8,
1251,7/6/20,Ohio Pass High,T3,5,Ligusticum porteri,1,
1252,7/8/20,Emerald Lake Shore,T1,1,Potentilla pulcherrima,1,
1253,7/8/20,Emerald Lake Shore,T1,1,Castilleja miniata,5,
1254,7/8/20,Emerald Lake Shore,T1,1,Fragaria virginiana,1,
1255,7/8/20,Emerald Lake Shore,T1,2,Potentilla pulcherrima,2,
1256,7/8/20,Emerald Lake Shore,T1,2,Pseudocymopterus montanus,1,
1257,7/8/20,Emerald Lake Shore,T1,2,Fragaria virginiana,6,
1258,7/8/20,Emerald Lake Shore,T1,2,Castilleja miniata,2,
1259,7/8/20,Emerald Lake Shore,T1,3,Castilleja miniata,12,
1260,7/8/20,Emerald Lake Shore,T1,3,Potentilla pulcherrima,2,
1261,7/8/20,Emerald Lake Shore,T1,3,Pseudocymopterus montanus,1,
1262,7/8/20,Emerald Lake Shore,T1,3,Erysimum capitatum,1,
1263,7/8/20,Emerald Lake Shore,T1,3,Fragaria virginiana,1,
1264,7/8/20,Emerald Lake Shore,T1,4,Potentilla pulcherrima,2,
1265,7/8/20,Emerald Lake Shore,T1,4,Pseudocymopterus montanus,3,
1266,7/8/20,Emerald Lake Shore,T1,4,Fragaria virginiana,3,
1267,7/8/20,Emerald Lake Shore,T1,4,Castilleja miniata,1,
1268,7/8/20,Emerald Lake Shore,T1,5,Pseudocymopterus montanus,3,
1269,7/8/20,Emerald Lake Shore,T1,5,Potentilla pulcherrima,3,
1270,7/8/20,Emerald Lake Shore,T1,5,Taraxacum officinale,2,
1271,7/8/20,Emerald Lake Shore,T1,5,Linum lewisii,1,
1272,7/8/20,Emerald Lake Shore,T1,5,Castilleja sulphurea,3,
1273,7/8/20,Emerald Lake Shore,T1,5,Fragaria virginiana,2,
1274,7/8/20,Emerald Lake Shore,T2,5,Potentilla pulcherrima,9,
1275,7/8/20,Emerald Lake Shore,T2,5,Castilleja miniata,1,
1276,7/8/20,Emerald Lake Shore,T2,5,Pseudocymopterus montanus,1,
1277,7/8/20,Emerald Lake Shore,T2,5,Fragaria virginiana,2,
1278,7/8/20,Emerald Lake Shore,T2,4,Potentilla pulcherrima,5,
1279,7/8/20,Emerald Lake Shore,T2,4,Linum lewisii,3,
1280,7/8/20,Emerald Lake Shore,T2,4,Pseudocymopterus montanus,3,
1281,7/8/20,Emerald Lake Shore,T2,4,Fragaria virginiana,4,
1282,7/8/20,Emerald Lake Shore,T2,3,Pseudocymopterus montanus,1,
1283,7/8/20,Emerald Lake Shore,T2,3,Castilleja miniata,14,
1284,7/8/20,Emerald Lake Shore,T2,3,Senecio crassulus,1,
1285,7/8/20,Emerald Lake Shore,T2,3,Fragaria virginiana,4,
1286,7/8/20,Emerald Lake Shore,T2,2,Aquilegia caerulea,2,
1287,7/8/20,Emerald Lake Shore,T2,2,Potentilla pulcherrima,1,
1288,7/8/20,Emerald Lake Shore,T2,2,Pseudocymopterus montanus,1,
1289,7/8/20,Emerald Lake Shore,T2,2,Fragaria virginiana,6,
1290,7/8/20,Emerald Lake Shore,T2,1,Castilleja miniata,15,
1291,7/8/20,Emerald Lake Shore,T2,1,Pseudocymopterus montanus,1,
1292,7/8/20,Emerald Lake Shore,T2,1,Fragaria virginiana,2,
1293,7/8/20,Emerald Lake Shore,T2,1,Thalictrum fendleri,3,
1294,7/8/20,Emerald Lake Shore,T3,1,Fragaria virginiana,5,
1295,7/8/20,Emerald Lake Shore,T3,2,Potentilla pulcherrima,1,
1296,7/8/20,Emerald Lake Shore,T3,2,Taraxacum officinale,2,
1297,7/8/20,Emerald Lake Shore,T3,2,Castilleja miniata,1,
1298,7/8/20,Emerald Lake Shore,T3,2,Fragaria virginiana,3,
1299,7/8/20,Emerald Lake Shore,T3,2,Pseudocymopterus montanus,1,
1300,7/8/20,Emerald Lake Shore,T3,3,Pseudocymopterus montanus,3,
1301,7/8/20,Emerald Lake Shore,T3,3,Fragaria virginiana,6,
1302,7/8/20,Emerald Lake Shore,T3,4,Linum lewisii,6,
1303,7/8/20,Emerald Lake Shore,T3,4,Valeriana edulis,1,
1304,7/8/20,Emerald Lake Shore,T3,4,Castilleja miniata,11,
1305,7/8/20,Emerald Lake Shore,T3,4,Potentilla pulcherrima,5,
1306,7/8/20,Emerald Lake Shore,T3,4,Pseudocymopterus montanus,2,
1307,7/8/20,Emerald Lake Shore,T3,4,Fragaria virginiana,7,
1308,7/8/20,Emerald Lake Shore,T3,5,Potentilla pulcherrima,8,
1309,7/8/20,Emerald Lake Shore,T3,5,Linum lewisii,2,
1310,7/8/20,Emerald Lake Hill,T1,1,Potentilla pulcherrima,2,
1311,7/8/20,Emerald Lake Hill,T1,1,Thalictrum fendleri,13,
1312,7/8/20,Emerald Lake Hill,T1,2,Senecio crassulus,2,
1313,7/8/20,Emerald Lake Hill,T1,2,Ligusticum porteri,3,
1314,7/8/20,Emerald Lake Hill,T1,3,Ligusticum porteri,3,
1315,7/8/20,Emerald Lake Hill,T1,3,Senecio crassulus,1,
1316,7/8/20,Emerald Lake Hill,T1,5,Senecio crassulus,2,
1317,7/8/20,Emerald Lake Hill,T2,5,Heracleum sphondylium,1,
1318,7/8/20,Emerald Lake Hill,T2,5,Thalictrum fendleri,3,
1319,7/8/20,Emerald Lake Hill,T2,5,Ligusticum porteri,1,
1320,7/8/20,Emerald Lake Hill,T2,4,Ligusticum porteri,4,
1321,7/8/20,Emerald Lake Hill,T2,4,Potentilla pulcherrima,2,
1322,7/8/20,Emerald Lake Hill,T2,4,Thalictrum fendleri,1,
1323,7/8/20,Emerald Lake Hill,T2,3,Ligusticum porteri,8,
1324,7/8/20,Emerald Lake Hill,T2,3,Potentilla pulcherrima,1,
1325,7/8/20,Emerald Lake Hill,T2,2,Thalictrum fendleri,9,
1326,7/8/20,Emerald Lake Hill,T2,1,Castilleja sulphurea,37,
1327,7/8/20,Emerald Lake Hill,T2,1,Ligusticum porteri,6,
1328,7/8/20,Emerald Lake Hill,T2,1,Thalictrum fendleri,7,
1329,7/8/20,Emerald Lake Hill,T3,1,Thalictrum fendleri,6,
1330,7/8/20,Emerald Lake Hill,T3,2,Potentilla pulcherrima,2,
1331,7/8/20,Emerald Lake Hill,T3,2,Ligusticum porteri,1,
1332,7/8/20,Emerald Lake Hill,T3,3,Helianthella quinquenervis,1,
1333,7/8/20,Emerald Lake Hill,T3,3,Thalictrum fendleri,1,
1334,7/8/20,Emerald Lake Hill,T3,4,Ligusticum porteri,1,
1335,7/8/20,Emerald Lake Hill,T3,4,Boechera stricta,8,
1336,7/8/20,Emerald Lake Hill,T3,5,Thalictrum fendleri,5,
1337,7/9/20,Virginia Basin,T1,5,Draba aurea,2,
1338,7/9/20,Virginia Basin,T1,5,Linum lewisii,6,
1339,7/9/20,Virginia Basin,T1,5,Pseudocymopterus montanus,3,
1340,7/9/20,Virginia Basin,T1,5,Senecio crassulus,1,
1341,7/9/20,Virginia Basin,T1,5,Fragaria virginiana,1,
1342,7/9/20,Virginia Basin,T1,5,Castilleja sulphurea,7,
1343,7/9/20,Virginia Basin,T1,5,Lathyrus leucanthus,3,
1344,7/9/20,Virginia Basin,T1,4,Linum lewisii,3,
1345,7/9/20,Virginia Basin,T1,4,Senecio crassulus,5,
1346,7/9/20,Virginia Basin,T1,4,Ligusticum porteri,1,
1347,7/9/20,Virginia Basin,T1,4,Pseudocymopterus montanus,1,
1348,7/9/20,Virginia Basin,T1,4,Castilleja miniata,3,
1349,7/9/20,Virginia Basin,T1,3,Fragaria virginiana,3,
1350,7/9/20,Virginia Basin,T1,3,Ligusticum porteri,1,
