Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Plot,Block,Removal,Litter,Family,Genus,Species,Field Plot,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,7/31/23,Emerald Lake,3211.096031,Post,5.93,Creek,22,3,R,Castilleja,Asteraceae,Helianthella,quinquenervis,11B,HEQU,forb,perennial,15,10,0,0.15
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.25,Creek,24,3,R,Control,Asteraceae,Helianthella,quinquenervis,12B,HEQU,forb,perennial,15,11,0,0.15
2023,7/31/23,Emerald Lake,3211.643745,Post,9.25,Creek,24,3,R,Control,Asteraceae,Helianthella,quinquenervis,12B,HEQU,forb,perennial,15,9,0,0.15
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,25,1,R,Control,Asteraceae,Helianthella,quinquenervis,13A,HEQU,forb,perennial,10,7,0,0.1
2023,8/1/23,Emerald Lake,3217.015556,Post,4.62,Treeline,25,1,R,Control,Asteraceae,Helianthella,quinquenervis,13A,HEQU,forb,perennial,10,7,0,0.1
2023,7/19/23,Emerald Lake,3216.145001,Pre,4.11,Trail,26,1,C,Control,Asteraceae,Helianthella,quinquenervis,13B,HEQU,forb,perennial,15,10,1,0.15
2023,8/1/23,Emerald Lake,3216.145001,Post,4.11,Trail,26,1,C,Control,Asteraceae,Helianthella,quinquenervis,13B,HEQU,forb,perennial,15,8,1,0.15
2023,7/19/23,Emerald Lake,3216.19598,Pre,4.33,Treeline,27,1,C,Community,Asteraceae,Helianthella,quinquenervis,14A,HEQU,forb,perennial,7,4,0,0.07
2023,7/19/23,Emerald Lake,3216.001015,Pre,7.29,Trail,28,1,R,Community,Asteraceae,Helianthella,quinquenervis,14B,HEQU,forb,perennial,2,4,0,0.02
2023,8/1/23,Emerald Lake,3216.001015,Post,7.29,Trail,28,1,R,Community,Asteraceae,Helianthella,quinquenervis,14B,HEQU,forb,perennial,3,2,0,0.03
2023,7/19/23,Emerald Lake,3216.514942,Pre,5.93,Treeline,29,1,C,Castilleja,Asteraceae,Helianthella,quinquenervis,15A,HEQU,forb,perennial,5,4,0,0.05
2023,8/1/23,Emerald Lake,3216.514942,Post,5.93,Treeline,29,1,C,Castilleja,Asteraceae,Helianthella,quinquenervis,15A,HEQU,forb,perennial,4,2,0,0.04
2023,7/19/23,Emerald Lake,3218.547977,Pre,6.88,Trail,30,1,R,Castilleja,Asteraceae,Helianthella,quinquenervis,15B,HEQU,forb,perennial,1,2,0,0.01
2023,8/1/23,Emerald Lake,3218.547977,Post,6.88,Trail,30,1,R,Castilleja,Asteraceae,Helianthella,quinquenervis,15B,HEQU,forb,perennial,1.5,1,0,0.015
2023,7/19/23,Emerald Lake,3216.43204,Pre,2.95,Treeline,31,2,C,Control,Asteraceae,Helianthella,quinquenervis,16A,HEQU,forb,perennial,2,1,0,0.02
2023,8/1/23,Emerald Lake,3216.43204,Post,2.95,Treeline,31,2,C,Control,Asteraceae,Helianthella,quinquenervis,16A,HEQU,forb,perennial,1.5,2,0,0.015
2023,7/19/23,Emerald Lake,3215.721708,Pre,5.1,Treeline,32,2,R,Control,Asteraceae,Helianthella,quinquenervis,16B,HEQU,forb,perennial,1,3,0,0.01
2023,7/19/23,Emerald Lake,3210.958403,Pre,5.61,Trail,33,4,R,Community,Asteraceae,Helianthella,quinquenervis,17A,HEQU,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,3210.958403,Post,5.61,Trail,33,4,R,Community,Asteraceae,Helianthella,quinquenervis,17A,HEQU,forb,perennial,1.5,3,0,0.015
2023,8/1/23,Emerald Lake,3214.838866,Post,2.77,Trail,34,4,C,Community,Asteraceae,Helianthella,quinquenervis,17B,HEQU,forb,perennial,1,1,0,0.01
2023,7/14/23,Emerald Lake,3214.529385,Pre,3.81,Treeline,1,1,C,Mixed,Asteraceae,Helianthella,quinquenervis,1A,HEQU,forb,perennial,25,6,1,0.25
2023,8/1/23,Emerald Lake,3214.529385,Post,3.81,Treeline,1,1,C,Mixed,Asteraceae,Helianthella,quinquenervis,1A,HEQU,forb,perennial,30,8,1,0.3
2023,7/14/23,Emerald Lake,3214.303061,Pre,5,Treeline,2,1,R,Mixed,Asteraceae,Helianthella,quinquenervis,1B,HEQU,forb,perennial,10.5,5,0,0.105
2023,8/1/23,Emerald Lake,3214.303061,Post,5,Treeline,2,1,R,Mixed,Asteraceae,Helianthella,quinquenervis,1B,HEQU,forb,perennial,15,8,0,0.15
2023,8/1/23,Emerald Lake,3210.320734,Post,1.9,Trail,39,4,R,Mixed,Asteraceae,Helianthella,quinquenervis,20A,HEQU,forb,perennial,4,1,0,0.04
2023,7/19/23,Emerald Lake,3214.132079,Pre,2.95,Trail,3,2,C,Castilleja,Asteraceae,Helianthella,quinquenervis,2A,HEQU,forb,perennial,15,8,0,0.15
2023,8/1/23,Emerald Lake,3214.132079,Post,2.95,Trail,3,2,C,Castilleja,Asteraceae,Helianthella,quinquenervis,2A,HEQU,forb,perennial,10,3,0,0.1
2023,7/17/23,Emerald Lake,3213.215425,Pre,5.78,Treeline,5,2,C,Community,Asteraceae,Helianthella,quinquenervis,3A,HEQU,forb,perennial,18,5,0,0.18
2023,8/1/23,Emerald Lake,3213.215425,Post,5.78,Treeline,5,2,C,Community,Asteraceae,Helianthella,quinquenervis,3A,HEQU,forb,perennial,8,5,0,0.08
2023,7/17/23,Emerald Lake,3213.489248,Pre,7,Creek,6,2,R,Community,Asteraceae,Helianthella,quinquenervis,3B,HEQU,forb,perennial,10,8,1,0.1
2023,8/1/23,Emerald Lake,3213.489248,Post,7,Creek,6,2,R,Community,Asteraceae,Helianthella,quinquenervis,3B,HEQU,forb,perennial,15,7,0,0.15
2023,7/17/23,Emerald Lake,3212.745864,Pre,6.12,Treeline,7,2,R,Mixed,Asteraceae,Helianthella,quinquenervis,4A,HEQU,forb,perennial,8,5,1,0.08
2023,8/4/23,Emerald Lake,3212.745864,Post,6.12,Treeline,7,2,R,Mixed,Asteraceae,Helianthella,quinquenervis,4A,HEQU,forb,perennial,15,8,0,0.15
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,8,2,C,Mixed,Asteraceae,Helianthella,quinquenervis,4B,HEQU,forb,perennial,4,2,0,0.04
2023,8/1/23,Emerald Lake,3212.821664,Post,6.8,Creek,8,2,C,Mixed,Asteraceae,Helianthella,quinquenervis,4B,HEQU,forb,perennial,8,3,1,0.08
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,10,3,R,Mixed,Asteraceae,Helianthella,quinquenervis,5B,HEQU,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,11,3,R,Community,Asteraceae,Helianthella,quinquenervis,6A,HEQU,forb,perennial,8,5,1,0.08
2023,8/1/23,Emerald Lake,3218.005592,Post,4.27,Treeline,11,3,R,Community,Asteraceae,Helianthella,quinquenervis,6A,HEQU,forb,perennial,8,2,0,0.08
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,12,3,C,Community,Asteraceae,Helianthella,quinquenervis,6B,HEQU,forb,perennial,12,10,1,0.12
2023,8/1/23,Emerald Lake,3214.805304,Post,5.16,Treeline,12,3,C,Community,Asteraceae,Helianthella,quinquenervis,6B,HEQU,forb,perennial,30,5,1,0.3
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,13,4,C,Castilleja,Asteraceae,Helianthella,quinquenervis,7A,HEQU,forb,perennial,6,4,0,0.06
2023,8/1/23,Emerald Lake,3210.215198,Post,3.3,Treeline,13,4,C,Castilleja,Asteraceae,Helianthella,quinquenervis,7A,HEQU,forb,perennial,6,3,0,0.06
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,14,4,R,Castilleja,Asteraceae,Helianthella,quinquenervis,7B,HEQU,forb,perennial,15,7,1,0.15
2023,8/1/23,Emerald Lake,3210.283085,Post,4.7,Treeline,14,4,R,Castilleja,Asteraceae,Helianthella,quinquenervis,7B,HEQU,forb,perennial,20,6,0,0.2
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,15,4,R,Control,Asteraceae,Helianthella,quinquenervis,8A,HEQU,forb,perennial,10,5,1,0.1
2023,8/1/23,Emerald Lake,3207.142886,Post,4.18,Treeline,15,4,R,Control,Asteraceae,Helianthella,quinquenervis,8A,HEQU,forb,perennial,11,3,0,0.11
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,16,4,C,Control,Asteraceae,Helianthella,quinquenervis,8B,HEQU,forb,perennial,12,7,1,0.12
2023,8/1/23,Emerald Lake,3209.155604,Post,4.61,Treeline,16,4,C,Control,Asteraceae,Helianthella,quinquenervis,8B,HEQU,forb,perennial,20,10,1,0.2
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,17,5,C,Mixed,Asteraceae,Helianthella,quinquenervis,9A,HEQU,forb,perennial,0.5,1,1,0.005
2023,8/1/23,Emerald Lake,3207.1131,Post,4.35,Treeline,18,5,R,Mixed,Asteraceae,Helianthella,quinquenervis,9B,HEQU,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,19,5,C,Control,Asteraceae,Hymenoxys,hoopesii,10A,HYHO,forb,perennial,12,7,0,0.12
2023,8/1/23,Emerald Lake,3207.270977,Post,2.22,Treeline,19,5,C,Control,Asteraceae,Hymenoxys,hoopesii,10A,HYHO,forb,perennial,10,7,0,0.1
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,20,5,R,Control,Asteraceae,Hymenoxys,hoopesii,10B,HYHO,forb,perennial,3,3,1,0.03
2023,8/1/23,Emerald Lake,3207.806218,Post,2.57,Treeline,20,5,R,Control,Asteraceae,Hymenoxys,hoopesii,10B,HYHO,forb,perennial,1.5,1,0,0.015
2023,8/1/23,Emerald Lake,3207.806218,Post,2.57,Treeline,20,5,R,Control,Asteraceae,Hymenoxys,hoopesii,10B,HYHO,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.6,Creek,21,3,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,11A,HYHO,forb,perennial,5,5,0,0.05
2023,7/31/23,Emerald Lake,3211.664924,Post,9.6,Creek,21,3,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,11A,HYHO,forb,perennial,2,4,1,0.02
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,22,3,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,11B,HYHO,forb,perennial,3,3,0,0.03
2023,7/31/23,Emerald Lake,3211.096031,Post,5.93,Creek,22,3,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,11B,HYHO,forb,perennial,5,4,0,0.05
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,23,3,C,Control,Asteraceae,Hymenoxys,hoopesii,12A,HYHO,forb,perennial,3,1,0,0.03
2023,7/31/23,Emerald Lake,3215.348404,Post,6.92,Treeline,23,3,C,Control,Asteraceae,Hymenoxys,hoopesii,12A,HYHO,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3211.643745,Pre,9.25,Creek,24,3,R,Control,Asteraceae,Hymenoxys,hoopesii,12B,HYHO,forb,perennial,3,3,0,0.03
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,25,1,R,Control,Asteraceae,Hymenoxys,hoopesii,13A,HYHO,forb,perennial,1.5,1,0,0.015
2023,7/19/23,Emerald Lake,3216.19598,Pre,4.33,Treeline,27,1,C,Community,Asteraceae,Hymenoxys,hoopesii,14A,HYHO,forb,perennial,6,4,1,0.06
2023,8/1/23,Emerald Lake,3216.19598,Post,4.33,Treeline,27,1,C,Community,Asteraceae,Hymenoxys,hoopesii,14A,HYHO,forb,perennial,5,3,1,0.05
2023,8/1/23,Emerald Lake,3216.19598,Post,4.33,Treeline,27,1,C,Community,Asteraceae,Hymenoxys,hoopesii,14A,HYHO,forb,perennial,4,5,0,0.04
2023,7/19/23,Emerald Lake,3216.001015,Pre,7.29,Trail,28,1,R,Community,Asteraceae,Hymenoxys,hoopesii,14B,HYHO,forb,perennial,6,6,0,0.06
2023,8/1/23,Emerald Lake,3216.001015,Post,7.29,Trail,28,1,R,Community,Asteraceae,Hymenoxys,hoopesii,14B,HYHO,forb,perennial,8,7,0,0.08
2023,7/19/23,Emerald Lake,3216.514942,Pre,5.93,Treeline,29,1,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,15A,HYHO,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3216.43204,Pre,2.95,Treeline,31,2,C,Control,Asteraceae,Hymenoxys,hoopesii,16A,HYHO,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3210.958403,Pre,5.61,Trail,33,4,R,Community,Asteraceae,Hymenoxys,hoopesii,17A,HYHO,forb,perennial,4,2,0,0.04
2023,8/1/23,Emerald Lake,3210.958403,Post,5.61,Trail,33,4,R,Community,Asteraceae,Hymenoxys,hoopesii,17A,HYHO,forb,perennial,1.5,3,0,0.015
2023,8/1/23,Emerald Lake,3214.838866,Post,2.77,Trail,34,4,C,Community,Asteraceae,Hymenoxys,hoopesii,17B,HYHO,forb,perennial,2,1,0,0.02
2023,7/19/23,Emerald Lake,3208.328564,Pre,3.55,Trail,35,5,R,Community,Asteraceae,Hymenoxys,hoopesii,18A,HYHO,forb,perennial,5,6,0,0.05
2023,8/1/23,Emerald Lake,3208.328564,Post,3.55,Trail,35,5,R,Community,Asteraceae,Hymenoxys,hoopesii,18A,HYHO,forb,perennial,4,2,0,0.04
2023,7/19/23,Emerald Lake,3208.763818,Pre,4,Treeline,36,5,C,Community,Asteraceae,Hymenoxys,hoopesii,18B,HYHO,forb,perennial,3,3,0,0.03
2023,8/1/23,Emerald Lake,3208.763818,Post,4,Treeline,36,5,C,Community,Asteraceae,Hymenoxys,hoopesii,18B,HYHO,forb,perennial,3,4,0,0.03
2023,7/19/23,Emerald Lake,3208.841651,Pre,4.3,Treeline,37,5,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,19A,HYHO,forb,perennial,11,7,1,0.11
2023,8/1/23,Emerald Lake,3208.841651,Post,4.3,Treeline,37,5,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,19A,HYHO,forb,perennial,15,8,1,0.15
2023,7/19/23,Emerald Lake,3208.213374,Pre,3.7,Treeline,38,5,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,19B,HYHO,forb,perennial,15,5,1,0.15
2023,8/1/23,Emerald Lake,3208.213374,Post,3.7,Treeline,38,5,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,19B,HYHO,forb,perennial,8,4,0,0.08
2023,7/14/23,Emerald Lake,3214.529385,Pre,3.81,Treeline,1,1,C,Mixed,Asteraceae,Hymenoxys,hoopesii,1A,HYHO,forb,perennial,5,9,0,0.05
2023,8/1/23,Emerald Lake,3214.529385,Post,3.81,Treeline,1,1,C,Mixed,Asteraceae,Hymenoxys,hoopesii,1A,HYHO,forb,perennial,5,4,0,0.05
2023,7/14/23,Emerald Lake,3214.303061,Pre,5,Treeline,2,1,R,Mixed,Asteraceae,Hymenoxys,hoopesii,1B,HYHO,forb,perennial,10,3,1,0.1
2023,8/1/23,Emerald Lake,3214.303061,Post,5,Treeline,2,1,R,Mixed,Asteraceae,Hymenoxys,hoopesii,1B,HYHO,forb,perennial,10,7,0,0.1
2023,7/19/23,Emerald Lake,3213.273701,Pre,3.37,Treeline,40,4,C,Mixed,Asteraceae,Hymenoxys,hoopesii,20B,HYHO,forb,perennial,1.5,2,0,0.015
2023,8/1/23,Emerald Lake,3213.273701,Post,3.37,Treeline,40,4,C,Mixed,Asteraceae,Hymenoxys,hoopesii,20B,HYHO,forb,perennial,3,4,0,0.03
2023,7/19/23,Emerald Lake,3214.132079,Pre,2.95,Trail,3,2,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,2A,HYHO,forb,perennial,3,2,0,0.03
2023,7/19/23,Emerald Lake,3214.686752,Pre,4.62,Treeline,4,2,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,2B,HYHO,forb,perennial,6,4,0,0.06
2023,8/1/23,Emerald Lake,3214.686752,Post,4.62,Treeline,4,2,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,2B,HYHO,forb,perennial,7,3,0,0.07
2023,7/17/23,Emerald Lake,3213.215425,Pre,5.78,Treeline,5,2,C,Community,Asteraceae,Hymenoxys,hoopesii,3A,HYHO,forb,perennial,18,11,1,0.18
2023,8/1/23,Emerald Lake,3213.215425,Post,5.78,Treeline,5,2,C,Community,Asteraceae,Hymenoxys,hoopesii,3A,HYHO,forb,perennial,10,8,0,0.1
2023,7/17/23,Emerald Lake,3213.489248,Pre,7,Creek,6,2,R,Community,Asteraceae,Hymenoxys,hoopesii,3B,HYHO,forb,perennial,8,3,0,0.08
2023,8/1/23,Emerald Lake,3213.489248,Post,7,Creek,6,2,R,Community,Asteraceae,Hymenoxys,hoopesii,3B,HYHO,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3212.745864,Pre,6.12,Treeline,7,2,R,Mixed,Asteraceae,Hymenoxys,hoopesii,4A,HYHO,forb,perennial,8,5,0,0.08
2023,8/6/23,Emerald Lake,3212.745864,Post,6.12,Treeline,7,2,R,Mixed,Asteraceae,Hymenoxys,hoopesii,4A,HYHO,forb,perennial,4,5,0,0.04
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,8,2,C,Mixed,Asteraceae,Hymenoxys,hoopesii,4B,HYHO,forb,perennial,2,2,1,0.02
2023,8/1/23,Emerald Lake,3212.821664,Post,6.8,Creek,8,2,C,Mixed,Asteraceae,Hymenoxys,hoopesii,4B,HYHO,forb,perennial,2,1,0,0.02
2023,8/1/23,Emerald Lake,3214.758873,Post,5.78,Trail,10,3,R,Mixed,Asteraceae,Hymenoxys,hoopesii,5B,HYHO,forb,perennial,1.5,1,0,0.015
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,11,3,R,Community,Asteraceae,Hymenoxys,hoopesii,6A,HYHO,forb,perennial,5,3,0,0.05
2023,8/1/23,Emerald Lake,3218.005592,Post,4.27,Treeline,11,3,R,Community,Asteraceae,Hymenoxys,hoopesii,6A,HYHO,forb,perennial,5,4,0,0.05
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,12,3,C,Community,Asteraceae,Hymenoxys,hoopesii,6B,HYHO,forb,perennial,6,5,1,0.06
2023,8/1/23,Emerald Lake,3214.805304,Post,5.16,Treeline,12,3,C,Community,Asteraceae,Hymenoxys,hoopesii,6B,HYHO,forb,perennial,5,3,0,0.05
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,13,4,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,7A,HYHO,forb,perennial,6,6,1,0.06
2023,8/1/23,Emerald Lake,3210.215198,Post,3.3,Treeline,13,4,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,7A,HYHO,forb,perennial,6,4,1,0.06
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,14,4,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,7B,HYHO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,3210.283085,Post,4.7,Treeline,14,4,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,7B,HYHO,forb,perennial,1,5,0,0.01
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,15,4,R,Control,Asteraceae,Hymenoxys,hoopesii,8A,HYHO,forb,perennial,1,1,0,0.01
2023,8/1/23,Emerald Lake,3207.142886,Post,4.18,Treeline,15,4,R,Control,Asteraceae,Hymenoxys,hoopesii,8A,HYHO,forb,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,16,4,C,Control,Asteraceae,Hymenoxys,hoopesii,8B,HYHO,forb,perennial,0.5,2,0,0.005
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,17,5,C,Mixed,Asteraceae,Hymenoxys,hoopesii,9A,HYHO,forb,perennial,5,3,1,0.05
2023,8/1/23,Emerald Lake,3208.278304,Post,3.12,Treeline,17,5,C,Mixed,Asteraceae,Hymenoxys,hoopesii,9A,HYHO,forb,perennial,6,5,1,0.06
2023,7/17/23,Emerald Lake,3207.1131,Pre,4.35,Treeline,18,5,R,Mixed,Asteraceae,Hymenoxys,hoopesii,9B,HYHO,forb,perennial,5,6,0,0.05
2023,8/1/23,Emerald Lake,3207.1131,Post,4.35,Treeline,18,5,R,Mixed,Asteraceae,Hymenoxys,hoopesii,9B,HYHO,forb,perennial,5,7,0,0.05
2023,7/17/23,Emerald Lake,3207.270977,Pre,2.22,Treeline,19,5,C,Control,Asteraceae,Senecio,crassulus,10A,SECR,forb,perennial,2,3,1,0.02
2023,8/1/23,Emerald Lake,3207.270977,Post,2.22,Treeline,19,5,C,Control,Asteraceae,Senecio,crassulus,10A,SECR,forb,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3207.806218,Pre,2.57,Treeline,20,5,R,Control,Asteraceae,Senecio,crassulus,10B,SECR,forb,perennial,7,4,1,0.07
2023,8/1/23,Emerald Lake,3207.806218,Post,2.57,Treeline,20,5,R,Control,Asteraceae,Senecio,crassulus,10B,SECR,forb,perennial,5,8,0,0.05
2023,7/17/23,Emerald Lake,3211.664924,Pre,9.6,Creek,21,3,C,Castilleja,Asteraceae,Senecio,crassulus,11A,SECR,forb,perennial,6,3,1,0.06
2023,7/31/23,Emerald Lake,3211.664924,Post,9.6,Creek,21,3,C,Castilleja,Asteraceae,Senecio,crassulus,11A,SECR,forb,perennial,7,9,0,0.07
2023,7/17/23,Emerald Lake,3211.096031,Pre,5.93,Creek,22,3,R,Castilleja,Asteraceae,Senecio,crassulus,11B,SECR,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3215.348404,Pre,6.92,Treeline,23,3,C,Control,Asteraceae,Senecio,crassulus,12A,SECR,forb,perennial,3,3,0,0.03
2023,7/31/23,Emerald Lake,3211.643745,Post,9.25,Creek,24,3,R,Control,Asteraceae,Senecio,crassulus,12B,SECR,forb,perennial,1,3,0,0.01
2023,7/19/23,Emerald Lake,3217.015556,Pre,4.62,Treeline,25,1,R,Control,Asteraceae,Senecio,crassulus,13A,SECR,forb,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3216.19598,Pre,4.33,Treeline,27,1,C,Community,Asteraceae,Senecio,crassulus,14A,SECR,forb,perennial,2,1,0,0.02
2023,8/1/23,Emerald Lake,3216.19598,Post,4.33,Treeline,27,1,C,Community,Asteraceae,Senecio,crassulus,14A,SECR,forb,perennial,1,2,1,0.01
2023,7/19/23,Emerald Lake,3216.001015,Pre,7.29,Trail,28,1,R,Community,Asteraceae,Senecio,crassulus,14B,SECR,forb,perennial,3,5,0,0.03
2023,8/1/23,Emerald Lake,3216.001015,Post,7.29,Trail,28,1,R,Community,Asteraceae,Senecio,crassulus,14B,SECR,forb,perennial,1.5,3,0,0.015
2023,7/19/23,Emerald Lake,3218.547977,Pre,6.88,Trail,30,1,R,Castilleja,Asteraceae,Senecio,crassulus,15B,SECR,forb,perennial,4,4,0,0.04
2023,8/1/23,Emerald Lake,3218.547977,Post,6.88,Trail,30,1,R,Castilleja,Asteraceae,Senecio,crassulus,15B,SECR,forb,perennial,2,3,0,0.02
2023,7/19/23,Emerald Lake,3216.43204,Pre,2.95,Treeline,31,2,C,Control,Asteraceae,Senecio,crassulus,16A,SECR,forb,perennial,2,5,0,0.02
2023,8/1/23,Emerald Lake,3216.43204,Post,2.95,Treeline,31,2,C,Control,Asteraceae,Senecio,crassulus,16A,SECR,forb,perennial,3,5,0,0.03
2023,7/19/23,Emerald Lake,3210.958403,Pre,5.61,Trail,33,4,R,Community,Asteraceae,Senecio,crassulus,17A,SECR,forb,perennial,1.5,3,0,0.015
2023,8/1/23,Emerald Lake,3210.958403,Post,5.61,Trail,33,4,R,Community,Asteraceae,Senecio,crassulus,17A,SECR,forb,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3208.328564,Pre,3.55,Trail,35,5,R,Community,Asteraceae,Senecio,crassulus,18A,SECR,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3208.763818,Pre,4,Treeline,36,5,C,Community,Asteraceae,Senecio,crassulus,18B,SECR,forb,perennial,2,2,0,0.02
2023,8/1/23,Emerald Lake,3208.841651,Post,4.3,Treeline,37,5,C,Castilleja,Asteraceae,Senecio,crassulus,19A,SECR,forb,perennial,1.5,1,0,0.015
2023,8/1/23,Emerald Lake,3208.213374,Post,3.7,Treeline,38,5,R,Castilleja,Asteraceae,Senecio,crassulus,19B,SECR,forb,perennial,4,4,0,0.04
2023,7/14/23,Emerald Lake,3214.529385,Pre,3.81,Treeline,1,1,C,Mixed,Asteraceae,Senecio,crassulus,1A,SECR,forb,perennial,0.3,2,0,0.003
2023,7/19/23,Emerald Lake,3210.320734,Pre,1.9,Trail,39,4,R,Mixed,Asteraceae,Senecio,crassulus,20A,SECR,forb,perennial,4,2,0,0.04
2023,7/19/23,Emerald Lake,3213.273701,Pre,3.37,Treeline,40,4,C,Mixed,Asteraceae,Senecio,crassulus,20B,SECR,forb,perennial,8,1,1,0.08
2023,8/1/23,Emerald Lake,3213.273701,Post,3.37,Treeline,40,4,C,Mixed,Asteraceae,Senecio,crassulus,20B,SECR,forb,perennial,9,3,0,0.09
2023,7/19/23,Emerald Lake,3214.132079,Pre,2.95,Trail,3,2,C,Castilleja,Asteraceae,Senecio,crassulus,2A,SECR,forb,perennial,0.2,1,0,0.002
2023,7/19/23,Emerald Lake,3214.686752,Pre,4.62,Treeline,4,2,R,Castilleja,Asteraceae,Senecio,crassulus,2B,SECR,forb,perennial,4,5,1,0.04
2023,8/1/23,Emerald Lake,3214.686752,Post,4.62,Treeline,4,2,R,Castilleja,Asteraceae,Senecio,crassulus,2B,SECR,forb,perennial,5,6,0,0.05
2023,7/17/23,Emerald Lake,3213.215425,Pre,5.78,Treeline,5,2,C,Community,Asteraceae,Senecio,crassulus,3A,SECR,forb,perennial,8,5,1,0.08
2023,8/1/23,Emerald Lake,3213.215425,Post,5.78,Treeline,5,2,C,Community,Asteraceae,Senecio,crassulus,3A,SECR,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3213.489248,Pre,7,Creek,6,2,R,Community,Asteraceae,Senecio,crassulus,3B,SECR,forb,perennial,3,3,1,0.03
2023,8/1/23,Emerald Lake,3213.489248,Post,7,Creek,6,2,R,Community,Asteraceae,Senecio,crassulus,3B,SECR,forb,perennial,4,5,0,0.04
2023,7/17/23,Emerald Lake,3212.745864,Pre,6.12,Treeline,7,2,R,Mixed,Asteraceae,Senecio,crassulus,4A,SECR,forb,perennial,2,1,0,0.02
2023,8/5/23,Emerald Lake,3212.745864,Post,6.12,Treeline,7,2,R,Mixed,Asteraceae,Senecio,crassulus,4A,SECR,forb,perennial,1,3,0,0.01
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,8,2,C,Mixed,Asteraceae,Senecio,crassulus,4B,SECR,forb,perennial,4,3,1,0.04
2023,8/1/23,Emerald Lake,3212.821664,Post,6.8,Creek,8,2,C,Mixed,Asteraceae,Senecio,crassulus,4B,SECR,forb,perennial,3,6,0,0.03
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,11,3,R,Community,Asteraceae,Senecio,crassulus,6A,SECR,forb,perennial,1,2,0,0.01
