site,year,season,date,web,transect,block,plot,subplot,quad,treatment,kartez,genus,sp.epithet,family,LifeHistory,PhotoPath,FunctionalGroup,cover,volume,biomass.BM,biomass.BIM,SiteCluster,MetStation,season.precip,GDD,SPEI.comp
fertilizer,2005,fall,2005-09-15,NA,NA,NA,4,NA,4,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,3,54,8.346,8.346,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,3,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,3.25,29.5,7.99825,7.99825,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,1,NA,3,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,2.35,19.7,6.00250090466689,4.48145,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,3,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.25,1.25,0.61525,0.61525,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,3,F,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.1,1.4,0.3374,0.3374,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,2,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,10.25,130.25,27.9512570057092,19.54675,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,3,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,12,139.4,32.8818346838119,22.884,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,1,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3.25,22.5,8.85508437304808,7.8845,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,3,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.5,5,2.0165,2.0165,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,2,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,6.2,40.85,17.1528557676947,15.0412,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,1,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,2.5,27.5,6.89829650563799,6.065,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,3,F,TOAN,Townsendia,annua,Asteraceae,annual,C3,forb,0.25,1.25,0.113875,0.113875,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,4,NA,1,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,26,208,72.7903765202224,49.582,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,3,C,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.01,0.02,0.004555,0.004555,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,6,NA,4,F,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,3.2,29,2.49613711667437,2.726,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,2,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3.75,46,10.347444758457,9.0975,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,1,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,15.95,215.05,64.32635,64.32635,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,14,NA,4,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,1.75,16.25,4.46665726651372,3.33725,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,17,NA,1,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,3,60,12.099,12.099,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1,7,2.766,2.766,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,6,NA,2,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.04,0.08,0.01822,0.01822,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,12,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,3.5,29,9.681,9.681,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,14,NA,2,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.02,0.02,0.00911,0.00911,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,18,NA,4,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,15,359,60.495,60.495,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,3,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,6.75,263.25,11.13075,11.13075,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,3,C,SCBR2,Scleropogon,brevifolius,Poaceae,perennial,C4,grass,5.2,23.65,14.9563440421458,12.428,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,4,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,4,39,11.0936249511614,9.704,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,14,NA,4,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,4.35,27.25,11.9786173515491,10.5531,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,14,NA,3,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,0.1,0.5,0.4033,0.4033,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,12,NA,3,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,5.75,73,23.18975,23.18975,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,16,NA,1,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,8.8,79.4,24.0205613524776,16.7816,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,1,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.75,5.25,0.855,0.855,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,4,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,9.75,133.25,26.9685,26.9685,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,1,C,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,1,7,0.607985027779613,0.658,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,1,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,2.5,46,6.955,6.955,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,1,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2.66,13.87,7.35756,7.35756,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,6,NA,3,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,22.5,311.5,62.6199408896244,42.9075,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,1,C,SOEL,Solanum,elaeagnifolium,Solanaceae,perennial,C3,forb,1.2,10.2,0.97202143444672,0.9588,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,1,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,8,160,32.264,32.264,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,4,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,1.25,12.5,3.4575,3.4575,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,4,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,12.35,120.45,34.3067436092236,29.9611,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,2,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,1.25,16.25,3.21256092425213,2.38375,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,18,NA,4,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,17.75,178,49.3915844719705,33.84925,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,2,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,14,175,38.8260608760362,26.698,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,10,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1.35,6.3,3.32235,3.32235,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,1,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,2.5,28.5,6.57976198570058,4.7675,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,18,NA,4,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,1.75,8.75,1.995,1.995,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,4,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.5,24.5,6.1525,6.1525,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,3,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,5.85,52.6,16.1811,16.1811,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,3,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3.6,29.5,9.88095312878742,8.7336,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,1,C,GUSA2,Gutierrezia,sarothrae,Asteraceae,perennial,C3,shrub,0.75,13.5,3.2535,3.2535,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,4,C,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,0.1,1,0.2782,0.2782,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,3,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,2.5,0.6915,0.6915,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,2,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,3,20.45,7.383,7.383,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,1,NA,4,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.03,0.06,0.013665,0.013665,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,4,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,24.5,248.5,68.4095269446523,46.7215,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,17,NA,1,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,32,326,89.3859339993247,61.024,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,1,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,4,25.5,9.844,9.844,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,10,NA,3,F,MAPIP,Machaeranthera,pinnatifida,Asteraceae,perennial,C3,forb,2.5,37.5,6.955,6.955,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,4,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,9.25,241.5,37.30525,37.30525,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,4,NA,4,F,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,0.1,0.5,0.3596,0.3596,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,3,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.7,20.55,6.6447,6.6447,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,1,C,CRCR3,Cryptantha,crassisepala,Boraginaceae,annual,C3,forb,0.01,0.01,0.04114,0.04114,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,3,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,16,187,44.4610067938679,30.512,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,1,F,CHSE7,Chamaesyce,serrula,Euphorbiaceae,annual,C4,forb,0.02,0.02,0.01284,0.01284,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,10,NA,1,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,2.5,42.5,10.0825,10.0825,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,4,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,4,144,6.596,6.596,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,1,C,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.02,0.06,0.00911,0.00911,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,1,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.16,0.16,0.10531391644421,0.11808,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,2,C,MUAR2,Muhlenbergia,arenicola,Poaceae,perennial,C4,grass,0.75,3.25,2.96866123045834,2.21475,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,14,NA,3,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,2.75,25.25,7.59751791322523,6.6715,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,16,NA,1,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.01,0.01,0.004555,0.004555,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,2,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.02,0.02,0.0131642395555262,0.01476,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,1,F,MELE2,Melampodium,leucanthum,Asteraceae,perennial,C3,forb,4,56,14.384,14.384,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,10,NA,4,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.85,3.65,2.3511,2.3511,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,2,C,ASMIM,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.01,0.01,0.01175,0.01175,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,6,NA,4,F,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,21,226.5,58.3937314512506,40.047,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,10,NA,2,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,6.5,181,10.7185,10.7185,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,3,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.1,0.3,0.2461,0.2461,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,4,C,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,4,103,12.875,12.875,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,12,NA,3,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.5,2,1.2305,1.2305,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,2,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.03,0.06,0.013665,0.013665,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,2,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,5.5,82,13.5355,13.5355,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,4,F,CHER2,Chaetopappa,ericoides,Asteraceae,perennial,C3,forb,1.5,8.5,1.8955,1.8955,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,2,C,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,8,292,36.5,36.5,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,4,NA,2,F,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3.5,31.5,9.69518213598694,8.491,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,4,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,3.5,40,9.69518213598694,8.491,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,4,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,16,529,64.528,64.528,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,3,C,BOGR2,Bouteloua,gracilis,Poaceae,perennial,C4,grass,6,36.75,16.6404374267421,14.556,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,2,NA,1,C,CHMI7,Chamaesyce,micromera,Euphorbiaceae,annual,C4,forb,0.5,1.5,0.4425,0.4425,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,2,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,10,196,40.33,40.33,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,1,NA,4,F,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.02,0.02,0.0131642395555262,0.01476,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,1,C,SPHA,Sphaeralcea,hastulata,Malvaceae,perennial,C3,forb,4,152,19,19,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,6,NA,3,F,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.01,0.02,0.004555,0.004555,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,1,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1.25,7.1,3.07625,3.07625,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,2,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.35,14.75,5.78335,5.78335,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,1.8,10.6,4.4298,4.4298,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,8,NA,4,F,SPPO6,Sphaeralcea,polychroma,Malvaceae,perennial,C3,forb,5.05,125.05,8.32745,8.32745,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,9,NA,4,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,3.75,26,9.22875,9.22875,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,2,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,17,404,68.561,68.561,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,1,C,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.03,0.06,0.013665,0.013665,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,19,NA,2,F,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,0.25,1.5,0.6915,0.6915,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,7,NA,1,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,1.5,15,3.91692916398109,2.8605,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,1,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.75,8.25,1.84575,1.84575,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,1,C,HODR,Hoffmannseggia,drepanocarpa,Fabaceae,perennial,C3,forb,0.76,4.26,0.8664,0.8664,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,1,C,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,1.5,25.5,6.0495,6.0495,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,2,F,ASMIM,Astragalus,missouriensis,Fabaceae,perennial,C3,forb,0.2,1,0.235,0.235,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,1,NA,4,F,SATR12,Salsola,tragus,Chenopodiaceae,annual,C4,forb,1,14,4.033,4.033,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,12,NA,4,C,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,0.5,2.5,1.2305,1.2305,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,15,NA,1,C,CHSES,Chamaesyce,serpyllifolia,Euphorbiaceae,annual,C4,forb,0.1,0.2,0.065821197777631,0.0738,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,11,NA,4,F,SPCR,Sporobolus,cryptandrus,Poaceae,perennial,C4,grass,2.25,24.25,5.53725,5.53725,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,13,NA,2,C,SCBR2,Scleropogon,brevifolius,Poaceae,perennial,C4,grass,3.3,20.7,9.20176508550837,7.887,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,3,NA,1,C,PLJA,Pleuraphis,jamesii,Poaceae,perennial,C4,grass,15.45,159.6,42.4474762548752,29.46315,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,20,NA,2,C,BOER4,Bouteloua,eriopoda,Poaceae,perennial,C4,grass,2.55,10.9,7.0533,7.0533,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
fertilizer,2005,fall,2005-09-15,NA,NA,NA,5,NA,3,C,EUEX4,Euphorbia,exstipulata,Euphorbiaceae,annual,C3,forb,0.06,0.12,0.02733,0.02733,DeepWell,40,158.605988888155,4277.45215833742,0.40481711307938
