Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,15,2,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,25,5,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Salicaceae,Salix,,SA,Shrub,perennial,50,2,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,58,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,10,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Poaceae,Bromus,,BR,Grass,perennial,3,2,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,1,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4.5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,6,4,1,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,3,5,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,7,5,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,25,6,1,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,3,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,10,7,1,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,8,8,0,
2023,8/12/23,Schofield Park,,Post,,,,59,,Control,,Violaceae,Viola,,VI,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,9,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,,,,bare,Environmental,,40,0,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,7,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Cyperaceae,Carex,raynoldsii,CARA,Sedge,perennial,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Poaceae,Elymus,,EL,Grass,perennial,20,2,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,,,,litter,Environmental,,9,0,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,4,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,8,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,15,12,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,10,7,0,
2023,8/12/23,Schofield Park,,Post,,,,60,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,14,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,,,,bare,Environmental,,40,0,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,151,5,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,12,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,6,4,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,6,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,61,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,10,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,8,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,4,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,1.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,3,3,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,40,15,1,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,6,1,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,30,10,0,
2023,8/12/23,Schofield Park,,Post,,,,62,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,7,1,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,,,,bare,Environmental,,60,0,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,8,5,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,6,8,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,3,3,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,3,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,20,15,0,
2023,8/12/23,Schofield Park,,Post,,,,63,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,10,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,12,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,2,3,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,,,,bare,Environmental,,15,0,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,12,1,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,5,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,1,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,2,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,50,12,0,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,5,1,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,10,5,1,
2023,8/12/23,Schofield Park,,Post,,,,64,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,17,1,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,6,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,,,,bare,Environmental,,3,0,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,8,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,6,4,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,,,,litter,Environmental,,10,0,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,3,2,1,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,40,8,1,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,15,12,0,
2023,8/12/23,Schofield Park,,Post,,,,65,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,30,9,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,0.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,,,,litter,Environmental,,2,0,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,6.5,7,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,12,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,5,4,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,20,15,0,
2023,8/12/23,Schofield Park,,Post,,,,66,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,4,6,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,0.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,,,,bare,Environmental,,20,0,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,0.5,3,1,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,2,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,0.5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,7,1,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,50,10,1,
2023,8/12/23,Schofield Park,,Post,,,,67,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,4,1,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,,,,bare,Environmental,,35,0,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,3,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,4,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,11,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,40,13,0,
2023,8/12/23,Schofield Park,,Post,,,,68,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,6,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,10,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,0.1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,,,,bare,Environmental,,50,0,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Poaceae,Elymus,,EL,Grass,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,3,5,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,1,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,,,,litter,Environmental,,2,0,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,4,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,15,8,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,3,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,20,5,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,6,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Plantaginaceae,Veronica,wormskjoldi,VEWO,Forb,perennial,0.1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,69,,Removal,,Violaceae,Viola,,VI,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,,,,bare,Environmental,,20,0,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,5,11,1,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,4,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,15,5,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,5,3,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,4,0,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,45,7,1,
2023,8/12/23,Schofield Park,,Post,,,,70,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,25,10,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,0.5,2,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Poaceae,Bromus,,BR,Grass,perennial,15,3,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,10,7,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,10,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,7,9,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Salicaceae,Salix,,SA,Shrub,perennial,25,1,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,30,12,0,
2023,8/12/23,Schofield Park,,Post,,,,71,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,0.5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Poaceae,Bromus,,BR,Grass,perennial,10,6,1,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,7,6,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,8,6,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,,,,litter,Environmental,,2,0,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,25,13,1,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,10,3,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,2,0,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,35,8,1,
2023,8/12/23,Schofield Park,,Post,,,,72,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,15,4,1,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,8,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Poaceae,Bromus,,BR,Grass,perennial,1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,1,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,1,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,5,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Asteraceae,Hymenoxys,hoopesii,HYHO,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,2,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Brassicaceae,Noccaea,fendleri,NOFE,Forb,perennial,0.1,2,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,0.1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,2,1,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,20,5,1,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,30,9,1,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,4,0,
2023,8/12/23,Schofield Park,,Post,,,,73,,Control,,Violaceae,Viola,,VI,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1.5,6,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,,,,bare,Environmental,,20,0,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Asteraceae,Hymenoxys,hoopesii,HYHO,Forb,perennial,5,1,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,5,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,3,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,1,1,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Poaceae,Poa,pratensis,POPR,Grass,perennial,7,7,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,2,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,60,5,0,
2023,8/12/23,Schofield Park,,Post,,,,74,,Removal,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,10,3,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,5,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,,,,bare,Environmental,,30,0,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Poaceae,Bromus,,BR,Grass,perennial,4,4,1,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,3,1,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,1,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Poaceae,Elymus,,EL,Grass,perennial,9,2,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,,,,litter,Environmental,,5,0,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,6,7,1,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,3,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Poaceae,Poa,pratensis,POPR,Grass,perennial,1,3,0,
2023,8/12/23,Schofield Park,,Post,,,,75,,Control,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,8,4,0,
