Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,8/12/23,Schofield Park,3158.185,Post,,,,66,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,6.5,7,0,0.065
2023,8/12/23,Schofield Park,3158.896,Post,,,,44,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,6,3,0,0.06
2023,8/12/23,Schofield Park,3159.11,Post,,,,45,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,6,2,0,0.06
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,6,8,1,0.06
2023,8/12/23,Schofield Park,3158.749,Post,,,,59,,C,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,6,4,1,0.06
2023,8/12/23,Schofield Park,3158.749,Post,,,,59,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,3,0,0.06
2023,8/12/23,Schofield Park,3158.623,Post,,,,61,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,6,4,0,0.06
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,6,1,0.06
2023,8/12/23,Schofield Park,3158.67,Post,,,,63,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,6,8,0,0.06
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,5,1,0.06
2023,8/12/23,Schofield Park,3158.416,Post,,,,65,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,6,4,0,0.06
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,6,7,1,0.06
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,6,4,0,0.06
2023,8/12/23,Schofield Park,3157.758,Post,,,,76,,R,,Poaceae,Bromus,,BR,Grass,perennial,6,3,0,0.06
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Polygonaceae,Rumex,salicifolius,RUSA,Forb,perennial,6,4,1,0.06
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,6,4,0,0.06
2023,8/12/23,Schofield Park,3157.816,Post,,,,80,,R,,Poaceae,Bromus,,BR,Grass,perennial,6,4,0,0.06
2023,8/12/23,Schofield Park,3159.067,Post,,,,41,,R,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,5,14,0,0.05
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.896,Post,,,,44,,C,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,5,11,1,0.05
2023,8/12/23,Schofield Park,3159.004,Post,,,,46,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,15,1,0.05
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,2,0,0.05
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,5,2,0,0.05
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,8,0,0.05
2023,8/12/23,Schofield Park,3158.816,Post,,,,48,,R,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.874,Post,,,,50,,R,,Poaceae,Bromus,,BR,Grass,perennial,5,7,0,0.05
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,5,0,0.05
2023,8/12/23,Schofield Park,3158.571,Post,,,,53,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,13,1,0.05
2023,8/12/23,Schofield Park,3158.571,Post,,,,53,,C,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.567,Post,,,,56,,R,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,5,7,0,0.05
2023,8/12/23,Schofield Park,3158.567,Post,,,,56,,R,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.732,Post,,,,57,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.502,Post,,,,58,,R,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.502,Post,,,,58,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.623,Post,,,,61,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,5,14,0,0.05
2023,8/12/23,Schofield Park,3158.623,Post,,,,61,,R,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,10,0,0.05
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.185,Post,,,,66,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,5,4,0,0.05
2023,8/12/23,Schofield Park,3158.375,Post,,,,68,,R,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,4,0,0.05
2023,8/12/23,Schofield Park,3158.422,Post,,,,70,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,5,11,1,0.05
2023,8/12/23,Schofield Park,3158.422,Post,,,,70,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.422,Post,,,,70,,C,,Poaceae,Poa,pratensis,POPR,Grass,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.412,Post,,,,73,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3158.206,Post,,,,74,,R,,Asteraceae,Hymenoxys,hoopesii,HYHO,Forb,perennial,5,1,0,0.05
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3157.758,Post,,,,76,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,9,0,0.05
2023,8/12/23,Schofield Park,3157.758,Post,,,,76,,R,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,2,0,0.05
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,5,9,0,0.05
2023,8/12/23,Schofield Park,3157.881,Post,,,,79,,C,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3157.816,Post,,,,80,,R,,,,,litter,Environmental,,5,0,0,0.05
2023,8/12/23,Schofield Park,3157.816,Post,,,,80,,R,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,5,3,0,0.05
2023,8/12/23,Schofield Park,3158.732,Post,,,,57,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4.8,4,0,0.048
2023,8/12/23,Schofield Park,3158.749,Post,,,,59,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4.5,3,0,0.045
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,1,0,0.04
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,2,0,0.04
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,3,1,0.04
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,4,10,0,0.04
2023,8/12/23,Schofield Park,3158.571,Post,,,,53,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,2,0,0.04
2023,8/12/23,Schofield Park,3158.596,Post,,,,54,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,2,0,0.04
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,3,0,0.04
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,3,0,0.04
2023,8/12/23,Schofield Park,3158.567,Post,,,,56,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,6,0,0.04
2023,8/12/23,Schofield Park,3158.732,Post,,,,57,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,4,0,0.04
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,12,1,0.04
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,5,0,0.04
2023,8/12/23,Schofield Park,3158.416,Post,,,,65,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,4,8,0,0.04
2023,8/12/23,Schofield Park,3158.185,Post,,,,66,,R,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,4,6,0,0.04
2023,8/12/23,Schofield Park,3158.349,Post,,,,67,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,2,0,0.04
2023,8/12/23,Schofield Park,3158.375,Post,,,,68,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,4,0,0.04
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,3,0,0.04
2023,8/12/23,Schofield Park,3158.422,Post,,,,70,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,4,0,0.04
2023,8/12/23,Schofield Park,3158.412,Post,,,,73,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,4,2,0,0.04
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,Poaceae,Bromus,,BR,Grass,perennial,4,4,1,0.04
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,1,0,0.04
2023,8/12/23,Schofield Park,3158.13,Post,,,,75,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,4,3,0,0.04
2023,8/12/23,Schofield Park,3157.758,Post,,,,76,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,4,8,0,0.04
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,4,3,0,0.04
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,15,1,0.03
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,3,1,1,0.03
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,6,0,0.03
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,17,0,0.03
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,5,0,0.03
2023,8/12/23,Schofield Park,3158.896,Post,,,,44,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,1,0,0.03
2023,8/12/23,Schofield Park,3159.11,Post,,,,45,,R,,Asteraceae,Hymenoxys,hoopesii,HYHO,Forb,perennial,3,1,0,0.03
2023,8/12/23,Schofield Park,3159.004,Post,,,,46,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,3,9,1,0.03
2023,8/12/23,Schofield Park,3159.004,Post,,,,46,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,1,0,0.03
2023,8/12/23,Schofield Park,3158.816,Post,,,,48,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,20,0,0.03
2023,8/12/23,Schofield Park,3158.816,Post,,,,48,,R,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,3,14,0,0.03
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,2,1,0.03
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Ericaceae,Vaccinium,cespitosum,VACE,Shrub,perennial,3,6,0,0.03
2023,8/12/23,Schofield Park,3158.874,Post,,,,50,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,1,0,0.03
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,,,,litter,Environmental,,3,0,0,0.03
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,,,,litter,Environmental,,3,0,0,0.03
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,2,0,0.03
2023,8/12/23,Schofield Park,3158.567,Post,,,,56,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,3,0,0.03
2023,8/12/23,Schofield Park,3158.732,Post,,,,57,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,3,10,1,0.03
2023,8/12/23,Schofield Park,3158.732,Post,,,,57,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,3,4,0,0.03
2023,8/12/23,Schofield Park,3158.502,Post,,,,58,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,5,0,0.03
2023,8/12/23,Schofield Park,3158.749,Post,,,,59,,C,,Poaceae,Bromus,,BR,Grass,perennial,3,2,0,0.03
2023,8/12/23,Schofield Park,3158.749,Post,,,,59,,C,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,3,5,0,0.03
2023,8/12/23,Schofield Park,3158.674,Post,,,,60,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,3,9,0,0.03
2023,8/12/23,Schofield Park,3158.674,Post,,,,60,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,4,0,0.03
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,3,3,0,0.03
2023,8/12/23,Schofield Park,3158.67,Post,,,,63,,R,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,3,3,0,0.03
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,2,0,0.03
2023,8/12/23,Schofield Park,3158.416,Post,,,,65,,C,,,,,bare,Environmental,,3,0,0,0.03
2023,8/12/23,Schofield Park,3158.416,Post,,,,65,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,3,2,1,0.03
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,3,5,0,0.03
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,1,0,0.03
2023,8/12/23,Schofield Park,3158.422,Post,,,,70,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,4,0,0.03
2023,8/12/23,Schofield Park,3158.206,Post,,,,74,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,3,5,0,0.03
2023,8/12/23,Schofield Park,3158.206,Post,,,,74,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,3,2,0,0.03
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,3,4,0,0.03
2023,8/12/23,Schofield Park,3157.881,Post,,,,79,,C,,Poaceae,Poa,pratensis,POPR,Grass,perennial,3,6,,0.03
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2.5,1,0,0.025
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2.5,1,0,0.025
2023,8/12/23,Schofield Park,3159.067,Post,,,,41,,R,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2,6,0,0.02
2023,8/12/23,Schofield Park,3159.067,Post,,,,41,,R,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,3,0,0.02
2023,8/12/23,Schofield Park,3159.11,Post,,,,45,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,12,0,0.02
2023,8/12/23,Schofield Park,3159.11,Post,,,,45,,R,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,5,0,0.02
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,10,0,0.02
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,8,0,0.02
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,2,8,0,0.02
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Poaceae,Bromus,,BR,Grass,perennial,2,5,1,0.02
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,7,0,0.02
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.571,Post,,,,53,,C,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.596,Post,,,,54,,R,,Poaceae,Poa,pratensis,POPR,Grass,perennial,2,8,0,0.02
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,14,1,0.02
2023,8/12/23,Schofield Park,3158.748,Post,,,,55,,C,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,6,1,0.02
2023,8/12/23,Schofield Park,3158.674,Post,,,,60,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,7,0,0.02
2023,8/12/23,Schofield Park,3158.623,Post,,,,61,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,12,0,0.02
2023,8/12/23,Schofield Park,3158.623,Post,,,,61,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,8,0,0.02
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,12,0,0.02
2023,8/12/23,Schofield Park,3158.607,Post,,,,64,,C,,Asteraceae,Agoseris,glauca,AGGL,Forb,perennial,2,3,0,0.02
2023,8/12/23,Schofield Park,3158.185,Post,,,,66,,R,,,,,litter,Environmental,,2,0,0,0.02
2023,8/12/23,Schofield Park,3158.349,Post,,,,67,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.349,Post,,,,67,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3158.375,Post,,,,68,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,3,0,0.02
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,2,10,0,0.02
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,Poaceae,Elymus,,EL,Grass,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3158.529,Post,,,,69,,R,,,,,litter,Environmental,,2,0,0,0.02
2023,8/12/23,Schofield Park,3158.084,Post,,,,71,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3158.099,Post,,,,72,,C,,,,,litter,Environmental,,2,0,0,0.02
2023,8/12/23,Schofield Park,3158.099,Post,,,,72,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,2,0,0.02
2023,8/12/23,Schofield Park,3158.412,Post,,,,73,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3158.412,Post,,,,73,,C,,Rosaceae,Fragaria,virginiana,FRVI,Forb,perennial,2,5,0,0.02
2023,8/12/23,Schofield Park,3158.206,Post,,,,74,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,3,0,0.02
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,2,5,0,0.02
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,2,1,1,0.02
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,Asteraceae,Erigeron,Coulteri,ERCO,Forb,perennial,2,1,0,0.02
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,,,,litter,Environmental,,2,0,0,0.02
2023,8/12/23,Schofield Park,3157.52,Post,,,,78,,R,,Asteraceae,Solidago,multimadiata,SOMU,Forb,perennial,2,5,0,0.02
2023,8/12/23,Schofield Park,3157.881,Post,,,,79,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,2,3,,0.02
2023,8/12/23,Schofield Park,3157.881,Post,,,,79,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,2,4,,0.02
2023,8/12/23,Schofield Park,3158.949,Post,,,,42,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1.5,1,0,0.015
2023,8/12/23,Schofield Park,3159.11,Post,,,,45,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,3,0,0.015
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1.5,8,0,0.015
2023,8/12/23,Schofield Park,3158.878,Post,,,,51,,C,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,5,1,0.015
2023,8/12/23,Schofield Park,3158.674,Post,,,,60,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,2,0,0.015
2023,8/12/23,Schofield Park,3158.574,Post,,,,62,,C,,Orobanchaceae,Castilleja,septentrionalis,CASE,Hemiparasite,perennial,1.5,2,0,0.015
2023,8/12/23,Schofield Park,3158.416,Post,,,,65,,C,,Asteraceae,Senecio,crassulus,SECR,Forb,perennial,1.5,2,0,0.015
2023,8/12/23,Schofield Park,3158.206,Post,,,,74,,R,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1.5,6,0,0.015
2023,8/12/23,Schofield Park,3157.964,Post,,,,77,,C,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,3,0,0.015
2023,8/12/23,Schofield Park,3157.881,Post,,,,79,,C,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1.5,2,,0.015
2023,8/12/23,Schofield Park,3157.816,Post,,,,80,,R,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1.5,6,0,0.015
2023,8/12/23,Schofield Park,3157.816,Post,,,,80,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1.5,2,0,0.015
2023,8/12/23,Schofield Park,3159.067,Post,,,,41,,R,,Asteraceae,Achillea,milefolium,ACMI,Forb,perennial,1,10,0,0.01
2023,8/12/23,Schofield Park,3159.067,Post,,,,41,,R,,Fabaceae,Lupinus,argentus,LUAR,Legume,perennial,1,1,0,0.01
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,5,0,0.01
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,7,0,0.01
2023,8/12/23,Schofield Park,3158.943,Post,,,,43,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,3,0,0.01
2023,8/12/23,Schofield Park,3158.896,Post,,,,44,,C,,Cyperaceae,Carex,raynoldsii,CARA,Sedge,perennial,1,5,0,0.01
2023,8/12/23,Schofield Park,3158.896,Post,,,,44,,C,,Rosaceae,Potentilla,pulcherrima,POPU,Forb,perennial,1,1,0,0.01
2023,8/12/23,Schofield Park,3159.004,Post,,,,46,,C,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,3,0,0.01
2023,8/12/23,Schofield Park,3158.721,Post,,,,47,,C,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,1,0.01
2023,8/12/23,Schofield Park,3158.816,Post,,,,48,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,0.01
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Primulaceae,Androsace,septentrionalis,ANSE,Forb,annual,1,6,0,0.01
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,1,0,0.01
2023,8/12/23,Schofield Park,3158.998,Post,,,,49,,C,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,1,1,0,0.01
2023,8/12/23,Schofield Park,3158.874,Post,,,,50,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,5,0,0.01
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Poaceae,Bromus,,BR,Grass,perennial,1,1,0,0.01
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Cyperaceae,Carex,ebenea,CAEB,Sedge,perennial,1,7,0,0.01
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Apiaceae,Cymopterus,lemmonii,CYLE,Forb,perennial,1,2,0,0.01
2023,8/12/23,Schofield Park,3158.819,Post,,,,52,,R,,Poaceae,Phleum,alpinum,PHAL,Grass,perennial,1,3,0,0.01
