Year,Date,Site,Elevation,Collection Point,Disturbance Distance,Disturbance Type,Field Plot,Plot,Block,Removal,Litter,Family,Genus,Species,Code,Functional Group,Life History,Cover,Count,Nearest Neighbor,percent cover
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,4B,8,2,C,Mixed,Thalictraceae,Thalictrum,fendleri,THFE,forb,perennial,8,6,1,0.08
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,4B,8,2,C,Mixed,,,,bare,environmental,,30,0,0,0.3
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,4B,8,2,C,Mixed,,,,litter,environmental,,10,0,0,0.1
2023,7/17/23,Emerald Lake,3212.821664,Pre,6.8,Creek,4B,8,2,C,Mixed,,,,Stubbyleaf,forb,,2.5,2,0,0.025
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,2,0,0.001
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1,1,0,0.01
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,10,4,1,0.1
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Poaceae,Elymus,,Elymus,grass,perennial,15,15,1,0.15
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,6,2,0,0.06
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,4,0,0.01
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,25,2,0,0.25
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,6,3,0,0.06
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,5,7,1,0.05
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,,,,bare,environmental,,40,0,0,0.4
2023,7/19/23,Emerald Lake,3214.160476,Pre,3.46,Treeline,5A,9,3,C,Mixed,,,,litter,environmental,,15,0,0,0.15
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,2,6,0,0.02
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,2,0,0.015
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,2,0,0.01
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Poaceae,Elymus,,Elymus,grass,perennial,8,9,1,0.08
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,5,2,0,0.05
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Rubiaceae,Galium,bifolium,GABI,forb,perennial,1,15,0,0.01
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,8,2,1,0.08
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,0.5,2,0,0.005
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Brassicaceae,Noccaea,fendleri,NOFE,forb,perennial,0.1,3,0,0.001
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Polygonaceae,Rumex,salicifolius,RUSA,forb,perennial,2,2,0,0.02
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,,,,bare,environmental,,70,0,0,0.7
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,,,,litter,environmental,,5,0,0,0.05
2023,7/19/23,Emerald Lake,3214.758873,Pre,5.78,Trail,5B,10,3,R,Mixed,Poaceae,,,Skinny ELYMUS,grass,perennial,5,1,0,0.05
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,7,2,0,0.07
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,1,2,0,0.01
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,8,2,0,0.08
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,3,4,0,0.03
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Poaceae,Elymus,,Elymus,grass,perennial,8,10,1,0.08
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,8,5,1,0.08
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,5,3,0,0.05
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,10,1,0,0.1
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,1.5,2,0,0.015
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Poaceae,Melica,spectabilis,MESP,grass,perennial,0.5,2,0,0.005
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,6,7,0,0.06
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,35,2,0,0.35
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1,2,0,0.01
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,2,4,1,0.02
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,,,,bare,environmental,,20,0,0,0.2
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3218.005592,Pre,4.27,Treeline,6A,11,3,R,Community,,,,rock,environmental,,1,0,0,0.01
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,2,0,0.001
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3.2,2,0,0.032
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,6,1,1,0.06
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Poaceae,Elymus,,Elymus,grass,perennial,7,6,1,0.07
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,5,0,0.02
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,2.2,3,0,0.022
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,12,10,1,0.12
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,3,1,0,0.03
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,6,5,1,0.06
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,3,1,0,0.03
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,4,0,0.05
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,0.5,2,0,0.005
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Ranunculaceae,Ranunculus,inamoenus,RAIN,forb,perennial,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Grossulariaceae,Ribes,montigenum,RIMO,shrub,perennial,8,1,0,0.08
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,,,,bare,environmental,,60,0,0,0.6
2023,7/17/23,Emerald Lake,3214.805304,Pre,5.16,Treeline,6B,12,3,C,Community,,,,litter,environmental,,3,0,0,0.03
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.3,2,0,0.003
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Poaceae,Elymus,,Elymus,grass,perennial,4,6,1,0.04
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1.5,3,0,0.015
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,6,4,0,0.06
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,5,3,0,0.05
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,6,6,1,0.06
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,3,3,0,0.03
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,5,11,0,0.05
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Poaceae,Melica,spectabilis,MESP,grass,perennial,6,6,0,0.06
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,Violaceae,Viola,nuttallii,VINU,forb,perennial,1,2,0,0.01
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,,,,bare,environmental,,80,0,0,0.8
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,,,,litter,environmental,,2,0,0,0.02
2023,7/17/23,Emerald Lake,3210.215198,Pre,3.3,Treeline,7A,13,4,C,Castilleja,,,,rock,environmental,,3,0,0,0.03
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.5,3,0,0.005
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,2,1,0,0.02
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.1,2,0,0.001
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,1,0,0.015
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,5,5,0,0.05
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Poaceae,Elymus,,Elymus,grass,perennial,5,8,0,0.05
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,1,4,0,0.01
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,7,1,0.15
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,4,1,0,0.04
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Poaceae,Melica,spectabilis,MESP,grass,perennial,2,4,0,0.02
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Ranunculaceae,Ranunculus,inamoenus,RAIN,forb,perennial,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,1.5,3,0,0.015
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,Violaceae,Viola,nuttallii,VINU,forb,perennial,1,1,1,0.01
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,,,,bare,environmental,,70,0,0,0.7
2023,7/17/23,Emerald Lake,3210.283085,Pre,4.7,Treeline,7B,14,4,R,Castilleja,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.5,5,0,0.005
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,5,6,1,0.05
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Poaceae,Elymus,,Elymus,grass,perennial,7,11,1,0.07
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.2,1,0,0.002
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,10,5,1,0.1
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,2,2,0,0.02
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Boraginaceae,Hydrophyllum,capitatum,HYCA,forb,perennial,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Fabaceae,Lupinus,argentus,LUAR,legum,perennial,6,12,0,0.06
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,6,0,0.05
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,4,1,0.02
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,8,7,0,0.08
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,,,,bare,environmental,,65,0,0,0.65
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,,,,litter,environmental,,5,0,0,0.05
2023,7/17/23,Emerald Lake,3207.142886,Pre,4.18,Treeline,8A,15,4,R,Control,,,,rock,environmental,,1,0,0,0.01
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,1,0,0.001
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3.5,3,0,0.035
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,8,6,0,0.08
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,4,3,1,0.04
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Poaceae,Elymus,,Elymus,grass,perennial,1,4,0,0.01
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,1.5,2,0,0.015
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,3,8,0,0.03
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,12,7,1,0.12
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,0.5,2,0,0.005
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Poaceae,Melica,spectabilis,MESP,grass,perennial,10,13,1,0.1
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,0.5,1,0,0.005
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Asteraceae,Senecio,crassulus,SECR,forb,perennial,6,5,0,0.06
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,1,2,0,0.01
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,,,,bare,environmental,,60,0,0,0.6
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,,,,litter,environmental,,5,0,0,0.05
2023,7/19/23,Emerald Lake,3209.155604,Pre,4.61,Treeline,8B,16,4,C,Control,,,,rock,environmental,,1,0,0,0.01
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,2,11,1,0.02
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.5,3,0,0.005
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,6,4,0,0.06
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,15,0,0.12
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,6,2,1,0.06
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Poaceae,Elymus,,Elymus,grass,perennial,6,8,1,0.06
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,0.5,1,0,0.005
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,0.1,1,0,0.001
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,0.5,1,1,0.005
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,1,1,0,0.01
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,5,3,1,0.05
2023,7/17/23,Emerald Lake,3208.278304,Pre,3.12,Treeline,9A,17,5,C,Mixed,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,10,9,0,0.1
