STUDY_ID,REVIEWERS,INCLUDE,Publication.Type,Authors,Book.Authors,Book.Editors,Book.Group.Authors,Author.Full.Names,Book.Author.Full.Names,Group.Authors,TITLE,Source.Title,Book.Series.Title,Book.Series.Subtitle,Language,Document.Type,Conference.Title,Conference.Date,Conference.Location,Conference.Sponsor,Conference.Host,Author.Keywords,Keywords.Plus,ABSTRACT,Addresses,Affiliations,Reprint.Addresses,Email.Addresses,Researcher.Ids,ORCIDs,Funding.Orgs,Funding.Name.Preferred,Funding.Text,Cited.References,Cited.Reference.Count,Times.Cited..WoS.Core,Times.Cited..All.Databases,X180.Day.Usage.Count,Since.2013.Usage.Count,Publisher,Publisher.City,Publisher.Address,ISSN,eISSN,ISBN,Journal.Abbreviation,Journal.ISO.Abbreviation,Publication.Date,Publication.Year,Volume,Issue,Part.Number,Supplement,Special.Issue,Meeting.Abstract,Start.Page,End.Page,Article.Number,DOI,DOI.Link,Book.DOI,Early.Access.Date,Number.of.Pages,WoS.Categories,Web.of.Science.Index,Research.Areas,IDS.Number,Pubmed.Id,Open.Access.Designations,Highly.Cited.Status,Hot.Paper.Status,Date.of.Export,UT..Unique.WOS.ID.,Web.of.Science.Record
120,jordan,YES,J,"Zambino, P; McDonald, G; Richardson, B; Klopfenstein, N; Kim, M",NA,,NA,"Zambino, P.; McDonald, G.; Richardson, B.; Klopfenstein, N.; Kim, M.",NA,NA,Natural infection of Pedicularis and Castilleja spp. by the white pine blister rust fungus Cronartium ribicola in North America,PHYTOPATHOLOGY,,NA,English,Meeting Abstract,,,,,NA,,,,"[Zambino, P.; McDonald, G.; Klopfenstein, N.; Kim, M.] USDA, Forest Serv, Moscow, ID USA; [Richardson, B.] Washington State Univ, Dept Plant Pathol, Pullman, WA 99164 USA",United States Department of Agriculture (USDA); United States Forest Service; Washington State University,,,,,,,,NA,0,2,2,0,1,AMER PHYTOPATHOLOGICAL SOC,ST PAUL,"3340 PILOT KNOB ROAD, ST PAUL, MN 55121 USA",0031-949X,,,PHYTOPATHOLOGY,Phytopathology,JUN,2005,95,6,NA,S,,,S116,S116,,,,,,1,Plant Sciences,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences,V44GO,NA,,NA,NA,7/1/24,WOS:000202991401173,View Full Record in Web of Science
121,jordan,YES,J,"Tank, DC; Egger, JM; Olmstead, RG",NA,,NA,"Tank, David C.; Egger, J. Mark; Olmstead, Richard G.",NA,NA,Phylogenetic Classification of Subtribe Castillejinae (Orobanchaceae),SYSTEMATIC BOTANY,,NA,English,Article,,,,,NA,former Scrophulariaceae; hemiparasites; Lamiales; Lamiidae; revision; western North America,CHROMOSOME-NUMBERS; SCROPHULARIACEAE; DEFINITIONS; SYSTEMATICS; POLYPLOIDY; MORPHOLOGY; EVOLUTION; TAXONOMY,"Recent molecular systematic research has indicated the need for a revised circumscription of generic boundaries in subtribe Castillejinae (tribe Pedicularideae, Orobanchaceae). Based on a well-resolved and well-supported phylogenetic hypothesis, we present a formal reclassification of the major lineages comprising the Castillejinae. Prior to this treatment, subtribe Castillejinae included Castilleja (ca. 190 spp.), Cordylanthus (18 spp.), Orthocarpus (9 spp.), Triphysaria (5 spp.), and the monotypic genera Clevelandia and Ophiocephalus. In the classification presented here, Orthocarpus and Triphysaria retain their current circumscriptions, Castilleja is expanded to include Clevelandia and Ophiocephalus, and Cordylanthus is split into three genera; a key to the genera as they are recognized here is provided. Two new combinations, Castilleja beldingii and Castilleja ophiocephala, are proposed within the expanded Castilleja. The concept of Cordylanthus is restricted to the 13 species formerly recognized as subg. Cordylanthus, while subg. Dicranostegia and subg. Hemistegia are elevated to genus level (Dicranostegia and Chloropyron, respectively). We resurrect the generic name Chloropyron for the halophytes previously recognized as subg. Hemistegia. Five new combinations are proposed for Chloropyron (Chloropyron maritimum subsp. canescens, Chloropyron maritimum subsp. palustre, Chloropyron molle subsp. hispidum, Chloropyron palmatum, and Chloropyron tecopense). In addition to the formal classification, we provide phylogenetic clade definitions for Castillejinae, each of the genera, and two additional clades that are not assigned formal ranks. Morphological characteristics used to recognize traditional groups are evaluated, and synapomorphies are discussed. Finally, the current infrageneric classifications for Castilleja and Cordylanthus are evaluated in light of the recent molecular phylogenetic analyses.","[Egger, J. Mark; Olmstead, Richard G.] Univ Washington, Herbarium, Burke Museum Nat Hist, Seattle, WA 98195 USA; [Tank, David C.; Olmstead, Richard G.] Univ Washington, Dept Biol, Seattle, WA 98195 USA",University of Washington; University of Washington Seattle; University of Washington; University of Washington Seattle,"Tank, DC (corresponding author), Univ Idaho, Dept Forest Resources & Stillinger Herbarium, POB 441133, Moscow, ID 83844 USA.",dtank@uidaho.edu,,,University of Washington Department of Botany; American Society of Plant Taxonomists; Botanical Society of America; Society of Systematic Biologists; University of Washington Chapter of Sigma-Xi; NSF [DEB-0412653],University of Washington Department of Botany(University of Washington); American Society of Plant Taxonomists; Botanical Society of America; Society of Systematic Biologists; University of Washington Chapter of Sigma-Xi(University of Washington); NSF(National Science Foundation (NSF)),"The authors thank A. Whittemore, L. Struwe, F. Barrie and two anonymous reviewers for critical comments on the manuscript. This research was supported by a Graduate Fellowship in Molecular Systematics from the University of Washington Department of Botany, the Research Award for Graduate Students from the American Society of Plant Taxonomists, the Karling Graduate Student Research Award from the Botanical Society of America, the Award for Graduate Student Research from the Society of Systematic Biologists, Sigma-Xi Grants in Aid of Research from the University of Washington Chapter of Sigma-Xi, and the Giles Award for Graduate Student Field Research from the University of Washington Department of Botany to D. C. Tank, and the NSF Doctoral Dissertation improvement Grant DEB-0412653 to R. G. Olmstead for D. C. Tank.",NA,64,22,27,0,22,AMER SOC PLANT TAXONOMISTS,LARAMIE,"UNIV WYOMING, DEPT BOTANY 3165, 1000 E UNIVERSITY AVE, LARAMIE, WY 82071 USA",0363-6445,1548-2324,,SYST BOT,Syst. Bot.,JAN-MAR,2009,34,1,NA,,,,182,197,,10.1600/036364409787602357,http://dx.doi.org/10.1600/036364409787602357,,,16,Plant Sciences; Evolutionary Biology,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences; Evolutionary Biology,413OA,NA,,NA,NA,7/1/24,WOS:000263801200019,View Full Record in Web of Science
131,jordan,YES,C,"Meyer, SE; Carlson, SL",NA,"Hild, AL; Shaw, NL; Meyer, SE; Booth, TD; McArthur, ED",NA,"Meyer, SE; Carlson, SL",NA,NA,Comparative seed germination biology and seed propagation of eight intermountain species of Indian paintbrush,SEED AND SOIL DYNAMICS IN SHRUBLAND ECOSYSTEMS: PROCEEDINGS,USDA FOREST SERVICE ROCKY MOUNTAIN RESEARCH STATION PROCEEDINGS,NA,English,Proceedings Paper,Seed and Soil Dynamics in Shrubland Ecosystems Conference,"AUG 12-16, 2002","Laramie, WY","Shrub Res Consortium,Univ Wyoming,USDA",NA,,,"In chilling experiments with seeds of eight Castilleja species, seeds of all species were dormant at harvest and responded positively to moist chilling. Seeds of species from warmer, drier habitats had shorter chilling requirements, germinated more quickly during chilling, and were more likely to lose dormancy in dry storage than those of species from high elevation habitats with longer winters. Seed germination patterns within Castilleja were not affected by the hemiparasitic habit, but instead were similar to those of species of Penstemon from similar habitats. Seedlings of all eight species were readily produced in container culture, but outplanting success was greatly enhanced by potting the seedlings with a potential host plant for 6 to 8 weeks prior to transplanting outdoors.","US Forest Serv, USDA, Shrub Sci Lab, Rocky Mt Res Stn, Provo, UT 84606 USA",United States Department of Agriculture (USDA); United States Forest Service,"Meyer, SE (corresponding author), US Forest Serv, USDA, Shrub Sci Lab, Rocky Mt Res Stn, 735 North 500 East, Provo, UT 84606 USA.",,,,,,,NA,4,4,4,0,7,"US DEPT AGR, FOREST SERV ROCKY MT FOREST & RANGE EXPTL STN",FT COLLINS,"FT COLLINS, CO 80526 USA",,,,US FOR SERV RMRS-P,,,2004,31,,NA,,,,125,130,,,,,,6,Agronomy; Ecology; Soil Science,Conference Proceedings Citation Index - Science (CPCI-S),Agriculture; Environmental Sciences & Ecology,BAJ24,NA,,NA,NA,7/1/24,WOS:000222498800023,View Full Record in Web of Science
133,jordan,YES,C,"Henderson, RA",NA,"Fore, S",NA,"Henderson, RA",NA,NA,Are there keystone plant species driving diversity in midwest prairies?,PROCEEDING OF THE 18TH NORTH AMERICAN PRAIRIE CONFERENCE: PROMOTING PRAIRIE,,NA,English,Proceedings Paper,18th North American Prairie Conference,"JUN, 2002","Kirksville, MO",,NA,tallgrass prairie; keystone plants; allelopathy; hemi-parasitism; Pedicularis canadensis; Commandra umbellata; Galium boreale; Antennaria spp.,HEMIPARASITE MELAMPYRUM ARVENSE; HOST INTERACTIONS; PARASITIC PLANT; PERFORMANCE; CASTILLEJA,"There appears to be a small but important group of prairie plants capable of suppressing dominant plants, especially large warm-season grasses, through hemi-parasitism and chemical warfare, and thus releasing subordinate species. If this is truly the case, then introducing such keystone species into restorations and degraded remnants may help curtail domineering grasses and increase species diversity. Based upon my experience, leading candidates for this theoretical group include, from highest to lowest importance, wood-betony (Pedicularis canadensis), false toadflax (Comandra umbellata), northern bedstraw (Galium boreale), pussy-toes (Antennaria spp.), naked-stem sunflower (Helianthus occidentalis), showy sunflower (H. laetiflorus), downy paintbrush (Castilleja sessiliflora), Indian paintbrush (C coccinea), and tickseed (Coreopsis palmata). Testing the keystone role of these species may prove to be a fertile a-rea of research, and may result in a major step forward in understanding prairie plant community structure.","Wisconsin Dept Nat Resources, Res Ctr, Monona, WI 53716 USA",,"Henderson, RA (corresponding author), Wisconsin Dept Nat Resources, Res Ctr, 1350 Femrite Dr, Monona, WI 53716 USA.",,,,,,,NA,19,4,6,1,33,TRUMAN STATE UNIV PRESS,KIRKSVILLE,"100 E NORMAL ST, KIRKSVILLE, MO 63501 USA",,,1-931112-36-3,,,,2003,NA,,NA,,,,63,66,,,,,,4,Plant Sciences; Ecology; Environmental Sciences,Conference Proceedings Citation Index - Science (CPCI-S),Plant Sciences; Environmental Sciences & Ecology,BY80V,NA,,NA,NA,7/1/24,WOS:000189468000014,View Full Record in Web of Science
137,jordan,YES,J,"Kaitera, J; Hiltunen, R; Hantula, J",NA,,NA,"Kaitera, J.; Hiltunen, R.; Hantula, J.",NA,NA,Cronartium rust sporulation on hemiparasitic plants,PLANT PATHOLOGY,,NA,English,Article,,,,,NA,alternate hosts; forest pathology; pine stem rust; white-pine blister rust,ALTERNATE HOSTS; BLISTER RUST; FLACCIDUM; RIBICOLA; PINE; CASTILLEJA; SPP.,"Susceptibility of potential alternate host plants to pine stem rusts belonging to Cronartium spp. was artificially tested in Finland during 2012-2013. Forty-three species representing 11 plant families were inoculated in the laboratory; 34 species (11 families) were inoculated in the greenhouse with aeciospores of Cronartium flaccidum or C.ribicola. Twenty-one selected species (10 families) were also exposed to natural inoculum of C.flaccidum in the field in two severely affected Pinus sylvestris stands. After 5-8weeks' incubation, C.flaccidum sporulated on 17 species (nine families) in the laboratory, 17 species (eight families) in the greenhouse and seven species (five families) in the field. Cronartium ribicola sporulated on three species (three families) in the laboratory or greenhouse. All of the hemiparasitic plants that belong to Orobanchaceae were infected by C.flaccidum, and several species supported rust sporulation when exposed to natural inoculum. Susceptible species belonged to genera Veronica, Euphrasia, Castilleja, Pedicularis, Rhinanthus, Saxifraga, Loasa, Ribes, Tropaeolum, Swertia, Physalis, Nicotiana, Hyoscyamus, Paeonia, Apocynum, Impatiens, Vincetoxicum and Myrica.","[Kaitera, J.] Univ Oulu, Finnish Forest Res Inst Oulu, FI-90014 Oulu, Finland; [Hiltunen, R.] Univ Oulu, Bot Gardens, FI-90014 Oulu, Finland; [Hantula, J.] Finnish Forest Res Inst Vantaa, FI-01301 Vantaa, Finland",University of Oulu; Natural Resources Institute Finland (Luke); University of Oulu; Natural Resources Institute Finland (Luke),"Kaitera, J (corresponding author), Univ Oulu, Finnish Forest Res Inst Oulu, POB 413, FI-90014 Oulu, Finland.",juha.kaitera@metla.fi,,"Hantula, Jarkko/0000-0002-1016-0636",,,,NA,35,16,17,1,31,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0032-0862,1365-3059,,PLANT PATHOL,Plant Pathol.,JUN,2015,64,3,NA,,,,738,747,,10.1111/ppa.12291,http://dx.doi.org/10.1111/ppa.12291,,,10,Agronomy; Plant Sciences,Science Citation Index Expanded (SCI-EXPANDED),Agriculture; Plant Sciences,CH8GZ,NA,Bronze,NA,NA,7/1/24,WOS:000354275700027,View Full Record in Web of Science
138,jordan,YES,J,"HOLDREN, CE; EHRLICH, PR",NA,,NA,"HOLDREN, CE; EHRLICH, PR",NA,NA,ECOLOGICAL DETERMINANTS OF FOOD PLANT CHOICE IN THE CHECKERSPOT BUTTERFLY EUPHYDRYAS-EDITHA IN COLORADO,OECOLOGIA,,NA,English,Article,,,,,NA,,,"The larvae of E. editha in Gunnison County, Colorado, feed on Castilleja linariifolia. Two related plants, C. chromosa and Penstemon strictus, occur in the same area and are equally nutritious, but are not eaten. Restriction to C. linariifolia appears to be a case of ecological monophagy.sbd.survival on the other 2 spp. is less likely not because of their biochemical make-up but because of their ecological characteristics, primarily their phenologies.",,,"STANFORD UNIV, DEPT BIOL SCI, STANFORD, CA 94305 USA.",,,,,,,NA,27,27,27,0,7,SPRINGER,NEW YORK,"ONE NEW YORK PLAZA, SUITE 4600, NEW YORK, NY, UNITED STATES",0029-8549,1432-1939,,OECOLOGIA,Oecologia,,1982,52,3,NA,,,,417,423,,10.1007/BF00367970,http://dx.doi.org/10.1007/BF00367970,,,7,Ecology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology,NH648,28310406,,NA,NA,7/1/24,WOS:A1982NH64800020,View Full Record in Web of Science
142,jordan,YES,J,"MUSSELMAN, LJ; MANN, WF",NA,,NA,"MUSSELMAN, LJ; MANN, WF",NA,NA,HOST PLANTS OF SOME RHINANTHOIDEAE (SCROPHULARIACEAE) OF EASTERN NORTH-AMERICA,PLANT SYSTEMATICS AND EVOLUTION,,NA,English,Article,,,,,NA,,,"Twenty-three species in 11 genera [Agalinis, aureolaria, Buchnera, Castilleja, Dasistoma, Macranthera, Melampyrum, Pedicularis, Schwalbea, Seymeria, Striga] were examined in the field to determine hosts. Only Striga asiatica and Seymeria cassioides have a narrow host range, being restricted to grasses and pines, respectively. These are the only species which cause pronounced and sometimes serious host damage. The other species attach to a great diversity of hosts.","OLD DOMINION UNIV, DEPT BIOL SCI, NORFOLK, VA 23508 USA; USDA, FOREST SERV, PINEVILLE, LA 71360 USA",,,,,,,,,NA,21,24,25,0,5,SPRINGER WIEN,Vienna,"Prinz-Eugen-Strasse 8-10, A-1040 Vienna, AUSTRIA",0378-2697,1615-6110,,PLANT SYST EVOL,Plant Syst. Evol.,,1977,127,1,NA,,,,45,53,,10.1007/BF00988018,http://dx.doi.org/10.1007/BF00988018,,,9,Plant Sciences; Evolutionary Biology,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences; Evolutionary Biology,CY894,NA,,NA,NA,7/1/24,WOS:A1977CY89400005,View Full Record in Web of Science
151,jordan,YES,J,"Adler, LS",NA,,NA,"Adler, LS",NA,NA,Alkaloid uptake increases fitness in a hemiparasitic plant via reduced herbivory and increased pollination,AMERICAN NATURALIST,,NA,English,Article,,,,,NA,herbivores; indirect effects; parasitic plants; plant-animal interactions; pollinators; secondary compounds,FLORAL HERBIVORY; QUINOLIZIDINE ALKALOIDS; PARSNIP WEBWORM; NUTRIENT STRESS; CHEMISTRY; LUPINUS; PATTERNS; DEFENSE; HOST; SCROPHULARIACEAE,"It has been historically difficult to manipulate secondary compounds in living plants to assess how these compounds influence plant-herbivore and plant-pollinator interactions. Using a hemiparasitic plant that takes up secondary compounds from host plants, I experimentally manipulated secondary compounds in planta and assessed their effects on herbivores and pollinators in the field. Here, I show that the uptake of alkaloids in the annual hemiparasite Castilleja indivisa resulted in decreased herbivory, increased visitation by pollinators, and increased lifetime seed production. These results indicate that resistance trails such as alkaloids can increase plant fitness directly by reducing herbivore attack and indirectly by increasing pollinator visitation to defended plants. Thus, selection for production of secondary compounds may be underestimated by considering only the direct effect of herbivores on plant fitness.","Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA; Univ Calif Davis, Dept Entomol, Sect Evolut & Ecol, Davis, CA 95616 USA",University of California System; University of California Davis; University of California System; University of California Davis,"Adler, LS (corresponding author), Univ Calif Davis, Ctr Populat Biol, Davis, CA 95616 USA.",lsadler@ucdavis.edu,,,,,,NA,47,70,77,0,56,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0003-0147,,,AM NAT,Am. Nat.,JUL,2000,156,1,NA,,,,92,99,,10.1086/303374,http://dx.doi.org/10.1086/303374,,,8,Ecology; Evolutionary Biology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology; Evolutionary Biology,326DZ,10824024,,NA,NA,7/1/24,WOS:000087718600009,View Full Record in Web of Science
153,jordan,YES,J,"BAIRD, WV; RIOPEL, JL",NA,,NA,"BAIRD, WV; RIOPEL, JL",NA,NA,SURFACE CHARACTERISTICS OF ROOT AND HAUSTORIAL HAIRS OF PARASITIC SCROPHULARIACEAE,BOTANICAL GAZETTE,,NA,English,Article,,,,,NA,,,"The outer wall surfaces of root and haustorial hairs in 7 spp. [Agalinis filifolia, A. linifolia, A. obtusifolia, Aureolaria flava, Buchnera americana, Castilleja coccinea and Orthocarpus purpurascens] of parasitic Scrophulariceae were examined with scanning electron microscopy. The surface of nonhaustorial root hairs is comparatively smooth and free of extracellular coating material; that of haustorial hairs is coated with an extracellular matrix, which has a granular or papillate appearance. Haustorial hairs of attached haustoria show an increased amount of the coating material over that observed for haustorial hairs of nonattached haustoria. Haustorial hairs directly involved in host attachment have the greatest amount of coating material. At the attachment interface between parasite and host, the coating material forms a continuous sheet, thereby enhancing adhesion of the austorium to the host root by increasing the effective area of contact.","UNIV VIRGINIA, DEPT BIOL, CHARLOTTESVILLE, VA 22901 USA",University of Virginia,,,"Baird, William/I-6442-2012","Baird, William/0000-0003-2395-3077",,,,NA,26,26,29,0,7,UNIV CHICAGO PRESS,CHICAGO,"1427 E 60TH ST, CHICAGO, IL 60637-2954 USA",0006-8071,,,BOT GAZ,Bot. Gaz.,,1985,146,1,NA,,,,63,69,,10.1086/337501,http://dx.doi.org/10.1086/337501,,,7,Plant Sciences,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences,ALF36,NA,,NA,NA,7/1/24,WOS:A1985ALF3600009,View Full Record in Web of Science
164,jordan,YES,J,"BROWN, JH; KODRICBROWN, A",NA,,NA,"BROWN, JH; KODRICBROWN, A",NA,NA,"CONVERGENCE, COMPETITION, AND MIMICRY IN A TEMPERATE COMMUNITY OF HUMMINGBIRD-POLLINATED FLOWERS",ECOLOGY,,NA,English,Article,,,,,NA,,,"The pollination ecology of 9 spp. of red, tubular flowers [Ipomopis aggregata, Penstemon barbatus, Castilleja integra, C. austromontana, Lonicera arizonica, Aquilegia friternata, Silene laciniata, Echinocereus triglochidiatus and Lobelia cardinalis] which bloom together in different combinations in the White Mountains of Arizona, USA was studied. All species were strikingly convergent in floral color, size and shape. Hummingbirds, the primary pollinators, usually did not visit flower species selectively, and individual birds often simultaneously carried 4 or more species of pollen. Flowers may have competed interspecifically for these shared pollinators, but competition was reduced because character displacement in orientation of anther and stigma resulted in some species using different parts of the bird to transport their pollen. Most flower species secreted nectar at similar rates, particularly when they bloomed together in mixed stands. A population of L. cardinalis secreted no nectar; it attracted hummingbirds by mimicing more abundant, nectar-producing species. This temperate flower community, which resembles some associations of convergent Mullerian and Batesian mimics, may have evolved its characteristic convergent structure because the advantages of using similar signals and rewards to share the same hummingbird pollinators outweight the advantages of diverging to reduce interspecific competition.",,,"UNIV ARIZONA, DEPT ECOL & EVOLUT BIOL, TUCSON, AZ 85721 USA.",,,,,,,NA,43,220,234,2,72,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0012-9658,1939-9170,,ECOLOGY,Ecology,,1979,60,5,NA,,,,1022,1035,,10.2307/1936870,http://dx.doi.org/10.2307/1936870,,,14,Ecology,Science Citation Index Expanded (SCI-EXPANDED),Environmental Sciences & Ecology,JE218,NA,,NA,NA,7/1/24,WOS:A1979JE21800018,View Full Record in Web of Science
173,jordan,YES,J,"Tjiurutue, MC; Stevenson, PC; Adler, LS",NA,,NA,"Tjiurutue, Muvari Connie; Stevenson, Philip C.; Adler, Lynn S.",NA,NA,Messages from the Other Side: Parasites Receive Damage Cues from their Host Plants,JOURNAL OF CHEMICAL ECOLOGY,,NA,English,Article,,,,,NA,Alkaloids; Herbivory; Parasitism; Plant communication; Plant-plant interactions; Performance; Phytohormones,HEMIPARASITIC PLANT; IRIDOID GLYCOSIDES; QUINOLIZIDINE ALKALOIDS; MEDIATED INTERACTIONS; INDUCED RESISTANCE; INSECT HERBIVORES; MECHANICAL DAMAGE; POLLINATION; COMMUNICATION; PERFORMANCE,"As sessile organisms, plants rely on their environment for cues indicating imminent herbivory. These cues can originate from tissues on the same plant or from different individuals. Since parasitic plants form vascular connections with their host, parasites have the potential to receive cues from hosts that allow them to adjust defenses against future herbivory. However, the role of plant communication between hosts and parasites for herbivore defense remains poorly investigated. Here, we examined the effects of damage to lupine hosts (Lupinus texensis) on responses of the attached hemiparasite (Castilleja indivisa), and indirectly, on a specialist herbivore of the parasite, buckeyes (Junonia coenia). Lupines produce alkaloids that act as defenses against herbivores that can be taken up by the parasite. We found that damage to lupine host plants by beet armyworm (Spodoptera exigua) significantly increased jasmonic acid (JA) levels in both the lupine host and parasite, suggesting uptake of phytohormones or priming of parasite defenses by using host cues. However, lupine host damage did not induce changes in alkaloid levels in the hosts or parasites. Interestingly, the parasite had substantially higher concentrations of JA and alkaloids compared to lupine host plants. Buckeye herbivores consumed more parasite tissue when attached to damaged compared to undamaged hosts. We hypothesize that increased JA due to lupine host damage induced higher iridoid glycosides in the parasite, which are feeding stimulants for this specialist herbivore. Our results demonstrate that damage to hosts may affect both parasites and associated herbivores, indicating cascading effects of host damage on multiple trophic levels.","[Tjiurutue, Muvari Connie; Adler, Lynn S.] Univ Massachusetts, Dept Biol, 221 Morrill Sci Ctr South,611 North Pleasant St, Amherst, MA 01003 USA; [Tjiurutue, Muvari Connie] Univ Namibia, Dept Chem & Biochem, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia; [Stevenson, Philip C.] Univ Greenwich, Nat Resources Inst, Cent Ave, Chatham ME4 4TB, Kent, England; [Stevenson, Philip C.] Royal Bot Gardens, Richmond TW9 3AB, Surrey, England","University of Massachusetts System; University of Massachusetts Amherst; University of Namibia; University of Greenwich; Royal Botanic Gardens, Kew","Tjiurutue, MC (corresponding author), Univ Massachusetts, Dept Biol, 221 Morrill Sci Ctr South,611 North Pleasant St, Amherst, MA 01003 USA.;Tjiurutue, MC (corresponding author), Univ Namibia, Dept Chem & Biochem, 340 Mandume Ndemufayo Ave, Pionierspark, Windhoek, Namibia.",connie.muv@gmail.com,"Stevenson, Philip C/E-8822-2013; stevenson, philip c/E-8741-2013","Stevenson, Philip C/0000-0002-0736-3619; stevenson, philip c/0000-0002-0736-3619","Fulbright Fellowship; Faculty for the Future Fellowship; Plant Biology Graduate program; USDA/CSREES [MAS000411]; USDA NRI [2008-02,346]",Fulbright Fellowship; Faculty for the Future Fellowship; Plant Biology Graduate program; USDA/CSREES(United States Department of Agriculture (USDA)National Institute of Food and Agriculture); USDA NRI(United States Department of Agriculture (USDA)),"The study was funded by Fulbright Fellowship (MCT), Faculty for the Future Fellowship (MCT), Plant Biology Graduate program (MCT), USDA/CSREES (Hatch) MAS000411 (LSA) and USDA NRI 2008-02,346 (LSA).",NA,42,1,1,1,38,SPRINGER,DORDRECHT,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",0098-0331,1573-1561,,J CHEM ECOL,J. Chem. Ecol.,AUG,2016,42,8,NA,,,,821,828,,10.1007/s10886-016-0746-3,http://dx.doi.org/10.1007/s10886-016-0746-3,,,8,Biochemistry & Molecular Biology; Ecology,Science Citation Index Expanded (SCI-EXPANDED),Biochemistry & Molecular Biology; Environmental Sciences & Ecology,DY3UV,27539588,Green Accepted,NA,NA,7/1/24,WOS:000385021500011,View Full Record in Web of Science
174,jordan,YES,J,"Cáceres-Mago, K; Cáceres, A; Llambí, LD",NA,,NA,"Caceres-Mago, Karla; Caceres, Alicia; Llambi, Luis D.",NA,NA,Effects of nurse shrubs on symbioses between soil fungi and associated plants along a tropical alpine elevation gradient,ALPINE BOTANY,,NA,English,Article,,,,,NA,Indirect facilitation; Arbuscular mycorrhizae; Dark septate endophytes; Ecosystem engineers; Nurse plants; Paramo,ARBUSCULAR MYCORRHIZAL FUNGI; PHOSPHATASE-ACTIVITY; COLONIZATION; FACILITATION; COMMUNITY; ECOSYSTEM; GLOMALIN; ROOTS; MICROHABITAT; RHIZOSPHERE,"Studies in alpine environments indicate that nurse plants can facilitate other species mainly through direct mechanisms (i.e., improvements in local abiotic conditions). However, far fewer studies consider indirect facilitation, including the effect on plant-plant interactions of symbiosis with soil fungi. We asked whether the nurse shrub Hypericum laricifolium affected the colonization and activity of fungal symbionts of plants showing contrasting patterns of local spatial association with this nurse in four sites between 4100 and 4400 m in the tropical Andes. We selected three abundant herb species (Senecio wedglacialis, Castilleja fissifolia, and Agrostis tolucensis) which showed positive spatial associations with the shrub, and two herbs (Agrostis breviculmis and the exotic Rumex acetosella), which showed predominantly negative associations. We collected roots of these species from individuals under the shrub's crown and outside, and measured colonization and activity of arbuscular mycorrhizal fungi (AMF) and colonization of dark septate fungi (DSE), as well as glomalin content in soil samples from both study situations. We found no consistent effect of the nurse across species or elevations on the degree of AMF and DSE colonization, but there was a consistent increase in AMF phosphatase activity in plants positively associated with the shrub, as well as an increase in the content of easily extractable glomalin in soils under its influence across elevations. Thus, our results suggest that an increased AMF metabolic activity and soil stabilization mediated by the increase in extractable glomalin could be linked with an indirect facilitation effect of this nurse shrub on its beneficiary plants.","[Caceres-Mago, Karla; Caceres, Alicia] Univ Cent Venezuela, Fac Ciencias, Inst Biol Expt, Caracas, Venezuela; [Llambi, Luis D.] Univ Los Andes, Fac Ciencias, Inst Ciencias Ambientales & Ecol, Merida 5101, Venezuela",University of Central Venezuela; University of Los Andes Venezuela,"Cáceres-Mago, K (corresponding author), Univ Cent Venezuela, Fac Ciencias, Inst Biol Expt, Caracas, Venezuela.",kcaceresmago@gmail.com,,"Caceres-Mago, Karla/0000-0003-3782-1489",,,,NA,64,2,3,2,29,SPRINGER BASEL AG,BASEL,"PICASSOPLATZ 4, BASEL, 4052, SWITZERLAND",1664-2201,1664-221X,,ALPINE BOT,Alp. Bot.,OCT,2022,132,2,NA,,,,285,300,,10.1007/s00035-021-00275-6,http://dx.doi.org/10.1007/s00035-021-00275-6,,Nov-21,16,Plant Sciences,Science Citation Index Expanded (SCI-EXPANDED),Plant Sciences,5G2WZ,NA,,NA,NA,7/1/24,WOS:000723505400001,View Full Record in Web of Science
