Year,Date,Site,Field Plot,Pair,Plot,Treatment,total.cover,plant.cover,Bare ground,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii) ",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum ,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2024,7/22,Copper Creek,E13,13,25,Castilleja,1.17,0.62,0.55,0,0,0.04,0,0.03,0,0,0,0,0,0.04,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.18,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0.1,0,0,0,0.02,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0
2024,7/22,Copper Creek,E13C,13,26,Control,1.175,0.525,0.65,0,0.03,0.005,0,0.14,0,0,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.01,0,0,0.04,0.005,0,0,0.03,0,0,0,0,0,0.12,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E14,14,27,Castilleja,1.02,0.67,0.35,0,0.02,0,0,0,0,0,0.02,0,0,0.15,0,0,0,0.07,0,0,0.03,0,0,0,0,0,0,0.13,0,0,0.02,0,0,0,0,0.05,0,0,0,0,0.01,0.01,0,0,0.01,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E14C,14,28,Control,1.14,0.59,0.55,0,0,0,0,0,0,0,0,0,0,0.02,0.08,0,0,0,0,0,0.04,0,0,0,0,0,0,0.17,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E15,15,29,Castilleja,1.04,0.64,0.4,0,0,0,0,0,0,0,0,0,0,0.01,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0
2024,7/22,Copper Creek,E15C,15,30,Control,1.14,0.69,0.45,0,0,0,0,0,0,0,0.03,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0
2024,7/22,Copper Creek,E16,16,31,Castilleja,1.09,0.74,0.35,0,0,0,0,0,0,0,0.03,0,0,0.05,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.14,0,0.07,0,0,0.05,0,0,0,0.08,0.02,0,0,0,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.02
2024,7/22,Copper Creek,E16C,16,32,Control,1.17,0.82,0.35,0,0,0,0,0,0,0,0.02,0,0,0.09,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0.22,0,0,0,0,0,0,0.13,0.02,0,0,0,0,0,0,0,0.05,0.01,0,0,0.03,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E17,17,33,Castilleja,1.23,0.98,0.25,0,0,0,0,0,0,0,0.02,0,0,0.03,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.13,0,0,0.02,0,0,0,0,0.09,0,0,0,0,0,0.01,0,0,0.11,0.03,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0.07,0.19,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E17C,17,34,Control,1.12,0.57,0.55,0,0,0.04,0,0.02,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.08,0.05,0,0,0,0,0.02,0,0,0.08,0,0,0,0,0,0,0,0,0,0.07,0.08,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E18,18,35,Castilleja,1.105,0.855,0.25,0,0.03,0,0,0,0,0,0.015,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.04,0,0,0.02,0,0,0.01,0,0.05,0,0.08,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0,0,0,0.03,0,0,0,0,0,0.17,0.12,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E18C,18,36,Control,1.08,0.68,0.4,0,0,0.01,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.13,0.03,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.06,0.19,0.04,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E19,19,37,Castilleja,1.03,0.43,0.6,0,0.03,0,0,0,0,0,0.01,0,0,0.08,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E19C,19,38,Control,1.095,0.395,0.7,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.09,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.05,0,0,0,0.04,0,0,0,0,0,0.06,0,0,0,0,0,0,0.04
2024,7/23/24,Copper Creek,E20,20,39,Castilleja,1.02,0.77,0.25,0,0,0,0,0,0,0,0.03,0,0,0.04,0,0,0,0.08,0,0,0.05,0,0,0,0,0,0,0.12,0,0,0.04,0,0,0,0,0.09,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0.04,0,0,0,0,0.01,0.06,0.09,0,0,0,0,0,0
2024,7/23/24,Copper Creek,E20C,20,40,Control,1.005,0.505,0.5,0,0,0,0,0,0,0,0.005,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0.18,0,0,0,0,0,0,0,0,0,0.005,0.02,0,0,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0.005,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F1,1,1,Castilleja,1.33,1.29,0.04,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0,0,0,0,0.03,0,0.2,0.02,0.05,0,0.05,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.02,0,0,0,0,0.23,0,0.08,0,0,0,0,0,0,0,0,0,0,0.01
2024,7/25/2024,Emerald Lake,F1C,1,2,Control,1,0.97,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.15,0.02,0.04,0,0.02,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0.02,0,0,0,0,0.18,0,0.11,0,0,0,0.04,0.02,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2,2,3,Castilleja,1.11,0.81,0.3,0.06,0,0,0,0,0,0,0.005,0,0,0,0,0,0.03,0.09,0,0,0,0,0,0,0.08,0.03,0.01,0,0.03,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.02,0.03,0,0,0,0,0,0,0.12,0,0,0,0,0,0.05,0.005,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2C,2,4,Control,1.1,0.85,0.25,0.1,0,0.01,0,0.03,0.17,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,0,0,0,0,0.1,0,0.05,0,0,0,0.11,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F3,3,5,Castilleja,1,0.65,0.35,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0,0.01,0,0.08,0.01,0,0,0.03,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.1,0,0.08,0,0,0,0.06,0.04,0,0,0,0,0,0.01
2024,7/25/2024,Emerald Lake,F3C,3,6,Control,1.005,0.695,0.31,0.01,0,0.01,0.005,0.07,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0.11,0.01,0.04,0,0.04,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.08,0,0.09,0,0,0,0,0,0.03,0,0,0,0,0.02
2024,7/25/2024,Emerald Lake,F4,4,7,Castilleja,1.01,0.89,0.12,0,0,0.02,0,0.02,0,0,0.01,0,0,0,0,0,0.04,0.08,0,0,0,0,0,0,0.09,0.005,0,0,0.05,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.26,0,0.1,0,0,0,0.09,0,0.005,0,0,0,0,0.01
2024,7/25/2024,Emerald Lake,F4C,4,8,Control,1.151,1.051,0.1,0.01,0,0.03,0,0.09,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.02,0.01,0,0.05,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.02,0.07,0,0,0,0,0,0,0.2,0,0.09,0,0,0,0.06,0,0.03,0,0,0,0,0.01
2024,7/25/2024,Emerald Lake,F5,5,9,Castilleja,1.23,0.93,0.3,0.12,0,0.02,0,0.07,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.11,0.01,0.03,0,0.01,0.2,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.14,0,0.01,0,0,0,0.05,0,0.01,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F5C,5,10,Control,1.18,0.88,0.3,0.02,0,0.02,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0.35,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.17,0,0.01,0,0,0,0.04,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F6,6,11,Castilleja,1.145,0.965,0.18,0.02,0,0.04,0,0.03,0,0,0,0,0,0,0,0,0.02,0.11,0,0.04,0,0,0,0,0.05,0.01,0.01,0,0.01,0.28,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0.15,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0.03
2024,7/25/2024,Emerald Lake,F6C,6,12,Control,1,0.6,0.4,0.03,0,0.02,0,0.05,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0.17,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.07,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0.02
2024,7/26/24,Emerald Lake,F7,7,13,Castilleja,1.325,1.025,0.3,0.02,0,0.01,0,0,0,0,0.005,0,0,0,0,0,0,0.07,0,0.02,0,0,0,0,0.12,0.01,0.04,0,0.02,0,0,0,0,0.23,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.02,0.04,0.06,0,0,0,0,0,0,0,0.14,0,0.09,0,0,0,0.01,0.03,0,0,0,0,0,0.01
2024,7/26/24,Emerald Lake,F7C,7,14,Control,1.05,0.87,0.18,0.05,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.03,0.005,0.02,0,0.03,0,0,0,0,0.1,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.05,0.28,0.01,0,0,0,0,0,0,0.02,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02
2024,7/26/24,Emerald Lake,F8,8,15,Castilleja,1,0.78,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.03,0,0,0,0,0.1,0.01,0.04,0,0.02,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0.18,0,0.05,0,0,0,0.04,0,0,0,0,0,0,0.04
2024,7/26/24,Emerald Lake,F8C,8,16,Control,1.005,0.605,0.4,0.01,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.01,0.03,0,0.05,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0,0,0.04,0.12,0,0.07,0,0,0,0.03,0,0,0,0,0,0,0
2024,7/26/24,Emerald Lake,F9,9,17,Castilleja,1.14,0.84,0.3,0.07,0,0,0,0.04,0,0,0.005,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.12,0.01,0.04,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0.12,0,0.03,0,0,0,0.05,0,0.005,0,0.06,0,0,0
2024,7/26/24,Emerald Lake,F9C,9,18,Control,1.005,0.855,0.15,0.02,0,0,0.01,0.03,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.03,0.02,0.02,0,0.05,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.13,0,0.07,0,0,0,0.02,0,0,0,0.04,0,0,0.005
2024,7/26/24,Emerald Lake,F10,10,19,Castilleja,1.035,0.865,0.17,0.01,0,0.01,0,0.03,0,0,0,0,0,0,0,0,0.11,0.08,0,0,0,0,0,0,0.03,0.01,0.01,0,0.03,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.04,0,0,0,0,0,0.04,0.16,0,0,0,0,0,0.1,0,0,0,0,0,0,0.02
2024,7/26/24,Emerald Lake,F10C,10,20,Control,1.015,0.665,0.35,0.06,0,0.01,0.005,0.04,0,0,0.01,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,0.01,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0.01,0.2,0,0.03,0,0,0,0.07,0,0,0,0,0,0,0
2024,7/26/24,Emerald Lake,F11,11,21,Castilleja,1.05,0.8,0.25,0.04,0,0.01,0,0.09,0,0,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.25,0,0.1,0,0,0,0.02,0,0.01,0,0,0,0,0.02
2024,7/26/24,Emerald Lake,F11C,11,22,Control,1.005,0.835,0.17,0.03,0,0.02,0.005,0.11,0,0,0.01,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0.02,0.01,0.01,0,0.01,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0.01
2024,7/26/24,Emerald Lake,F12,12,23,Castilleja,1.11,0.88,0.23,0.01,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0.03,0.05,0,0.03,0,0,0,0,0.12,0.01,0.08,0,0.01,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.1,0,0.14,0,0,0,0.08,0,0,0,0,0,0,0.02
2024,7/26/24,Emerald Lake,F12C,12,24,Control,1.085,0.485,0.6,0.02,0,0.03,0.005,0.03,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0.04,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.15,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0.01
2024,7/26/24,Emerald Lake,F13,13,25,Castilleja,1,0.82,0.18,0.02,0,0.05,0,0.02,0,0,0,0,0,0,0,0,0.02,0.09,0,0.06,0,0,0,0,0.09,0.02,0.04,0,0.02,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.1,0,0,0,0.04,0,0.01,0,0,0,0,0.01
2024,7/26/24,Emerald Lake,F13C,13,26,Control,1,0.67,0.33,0.01,0,0.04,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.07,0.005,0.02,0,0.03,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0.16,0,0.02,0,0,0,0.04,0,0.03,0,0,0,0,0.07
2024,7/27/2024,Emerald Lake,F14,14,27,Castilleja,1.155,0.805,0.35,0.02,0,0,0,0.06,0,0,0,0,0,0,0,0.06,0.1,0.03,0,0.03,0,0,0,0,0.08,0.005,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.12,0,0,0.04,0,0,0,0,0,0.02,0,0,0,0,0.02
2024,7/27/2024,Emerald Lake,F14C,14,28,Control,1.09,0.54,0.55,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0.01,0,0,0,0,0.22,0,0.04,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0.02
2024,7/27/2024,Emerald Lake,F15,15,29,Castilleja,1,0.69,0.31,0.01,0,0,0,0.005,0,0,0.005,0,0,0,0,0,0.08,0.03,0,0.04,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0,0.04
2024,7/27/2024,Emerald Lake,F15C,15,30,Control,1.06,0.21,0.85,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0.01
2024,7/27/2024,Emerald Lake,F16,16,31,Castilleja,1.1,0.75,0.35,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0.05,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0.18,0.19,0,0.07,0.02,0,0,0,0,0,0,0,0,0,0.04
2024,7/27/2024,Emerald Lake,F16C,16,32,Control,1.03,0.63,0.4,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,0,0,0,0.03,0,0.05,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.06,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2024,7/27/2024,Emerald Lake,F17,17,33,Castilleja,1.02,0.87,0.15,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.09,0.06,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.04,0.3,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0.05
2024,7/27/2024,Emerald Lake,F17C,17,34,Control,1,0.83,0.17,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.05,0,0,0,0,0.08,0.02,0,0,0,0.09,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0.16,0.14,0,0.09,0,0,0,0,0,0,0,0,0,0,0.03
2024,7/27/2024,Emerald Lake,F18,18,35,Castilleja,1.055,0.855,0.2,0.06,0,0,0,0.05,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0.03,0.02,0.02,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0.02,0,0,0,0,0,0,0.05,0.38,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0.04
2024,7/27/2024,Emerald Lake,F18C,18,36,Control,1.02,0.52,0.5,0.01,0,0,0,0.04,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0.02,0.06,0,0,0,0,0,0,0.01,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.06,0.14,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01
2024,7/27/2024,Emerald Lake,F19,19,37,Castilleja,1.05,0.9,0.15,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0.05,0.03,0,0.02,0,0,0.01,0,0.07,0.01,0,0,0,0,0.09,0,0,0.16,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.26,0,0.06,0,0,0,0.02,0,0.02,0,0,0,0,0.03
2024,7/27/2024,Emerald Lake,F19C,19,38,Control,1.065,0.835,0.23,0.04,0,0,0,0.01,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.02,0,0.02,0.005,0,0,0,0.01,0.05,0,0,0.08,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.08,0,0,0,0,0,0.01,0,0,0,0,0.02
2024,7/27/2024,Emerald Lake,F20,20,39,Castilleja,1.06,0.88,0.18,0.11,0,0,0.01,0.08,0,0,0.01,0,0,0,0,0,0.01,0.08,0,0,0,0,0,0,0.01,0.02,0.04,0,0.01,0,0,0,0,0.03,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0.11,0,0,0,0,0,0.01,0,0,0,0,0.01
2024,7/27/2024,Emerald Lake,F20C,20,40,Control,1,0.55,0.45,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0.02,0.1,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.17,0,0,0,0,0,0.01,0,0,0,0,0.04
