Year,Date,Site,Field Plot,Pair,Plot,Treatment,Total Cover,Plant Cover,Bare ground,Achnatherum sp.,Amelanchier alnifolia,Antennaria parvifolia,Artemisia dracunculus,Artemisia tridentada,Berberis repens,Boechera stricta,Bromus frondosus,Calochortus gunnisonii,Campanula petiolata,Carex sp.,Castilleja linariifolia,Chenopodium atrovirens,Collomia linearis,Crepis sp.,Dactylus glomeratus,Delphinum nuttalliianum,Elymus elymoides,Elymus trachycaulus,Eremogone congesta,Erigeron flagellaris,Erigeron speciosus,Eriogonum umbellatum aureum,Eriogonum umbellatum majus,Festuca rubra,Festuca thurberi,Galium bifolium,Galium boreale,Gayophytum sp.,Helianthella quinquenervis,Heliomerus multiflora ,Heterotheca sp.,Hydrophyllum capitatum,Ipomopsis aggregatta,Koeleria macrantha,Lathyrus lanszwertii,Linum lewisii,Lomatium dissectum,Lupinus sp.,Mertensia brevistyla,Paxistima myrsinites,Phacelia sp.,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus tremuloides,Potentilla hippiana,Potentilla pulcherrima,Rosa woodsii,Sedum lanceolatum,Senecio pudicus,Senecio integerrimus,Symphoricarpos rotundifolius,Taraxacum officinale,Thalictrum fendleri,Vicia americana,Viola adunca,Viola praemorsa,Wyethia amplexicaulis
2024,7/12/24,Deer Creek 2,B16,76,71,Castilleja,1.245,1.045,0.2,0,0.1,0,0,0,0,0.01,0,0,0.06,0.04,0.25,0,0,0,0,0.005,0,0,0.22,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.02,0,0.06,0,0.1,0,0,0.04,0.05,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B16C,76,72,Control,1.005,0.655,0.35,0,0.07,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.07,0.25,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B17,77,73,Castilleja,1.295,0.995,0.3,0,0.07,0,0,0,0.04,0,0,0,0,0.02,0.25,0,0,0,0,0,0.02,0,0.08,0,0,0,0.06,0,0.11,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.03,0,0,0,0.005,0,0.04,0,0.08,0,0,0.03,0,0,0.08,0,0,0,0
2024,7/12/24,Deer Creek 2,B17C,77,74,Control,1,0.64,0.36,0,0.03,0,0,0.02,0.08,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B18,78,75,Castilleja,1.405,1.205,0.2,0,0.18,0,0,0.22,0.12,0,0,0.01,0,0.04,0.2,0.005,0,0,0,0,0.02,0,0.02,0,0.17,0,0.06,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0,0,0,0.03,0.01,0,0,0,0,0,0.01,0,0.04,0,0,0,0,0,0,0,0,0.02,0
2024,7/12/24,Deer Creek 2,B18C,78,76,Control,1.36,1.11,0.25,0,0.18,0,0,0.21,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.07,0,0,0,0.06,0,0.3,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B19,79,77,Castilleja,1.66,1.36,0.3,0,0.17,0,0,0,0.12,0.01,0,0.01,0,0.1,0.15,0,0,0,0,0.005,0,0,0.05,0,0,0,0.12,0,0.07,0,0,0,0,0,0,0.02,0,0,0.17,0,0,0,0.01,0.05,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.005,0,0,0
2024,7/12/24,Deer Creek 2,B19C,79,78,Control,1.235,0.935,0.3,0,0.01,0,0,0,0.2,0,0,0.01,0.005,0.02,0,0.005,0,0,0,0.005,0.03,0,0.01,0,0,0,0,0,0.3,0,0,0.005,0,0.01,0,0,0,0,0.03,0,0,0,0.005,0.02,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0
2024,7/12/24,Deer Creek 2,B20,80,79,Castilleja,1.375,0.975,0.4,0.05,0,0,0,0,0.15,0.03,0,0,0,0.1,0.12,0.01,0,0,0,0.005,0,0,0,0,0.06,0,0.22,0,0.02,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
2024,7/12/24,Deer Creek 2,B20C,80,80,Control,1.235,0.585,0.65,0.18,0,0,0,0,0,0.005,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.2,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
2024,7/16/24,Johnson Hill,D1,81,81,Castilleja,1.15,0.7,0.45,0,0,0,0,0,0.2,0,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
2024,7/16/24,Johnson Hill,D1C,81,82,Control,1.2,0.75,0.45,0,0,0,0,0,0.45,0,0.01,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.07,0
2024,7/16/24,Johnson Hill,D2,82,83,Castilleja,1.21,0.91,0.3,0,0,0,0,0,0.22,0,0.03,0,0,0,0.07,0,0.02,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.03,0.12,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.01,0.07,0,0,0,0,0,0,0,0,0.2,0,0,0.06,0
2024,7/16/24,Johnson Hill,D2C,82,84,Control,1.155,0.855,0.3,0,0,0,0,0,0.08,0,0.04,0,0,0,0,0.005,0.03,0,0,0,0,0,0,0,0.35,0,0,0,0.01,0,0,0,0,0.14,0,0.01,0,0,0.04,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0
2024,7/16/24,Johnson Hill,D3,83,85,Castilleja,1.39,1.24,0.15,0,0,0,0.05,0,0.03,0,0.04,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0.11,0,0.7,0,0,0,0,0,0,0.09,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.03,0,0.01,0
2024,7/16/24,Johnson Hill,D3C,83,86,Control,1.26,1.23,0.03,0,0,0,0.06,0,0.2,0,0.03,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0.07,0,0.45,0,0,0,0,0,0,0.25,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.08,0,0,0,0,0,0,0,0,0,0.03,0
2024,7/16/24,Johnson Hill,D4,84,87,Castilleja,1.495,0.895,0.6,0,0,0,0.07,0,0.13,0,0.05,0,0,0,0.05,0,0.05,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0,0,0.02,0.25,0,0,0,0,0.06,0,0.11,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
2024,7/16/24,Johnson Hill,D4C,84,88,Control,1.46,1.06,0.4,0,0,0,0,0,0.3,0,0.04,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.04,0,0,0,0.01,0,0,0,0,0.4,0,0,0,0,0.06,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0
2024,7/16/24,Johnson Hill,D5,85,89,Castilleja,1,0.63,0.37,0,0,0,0,0,0.08,0,0.04,0,0,0,0.06,0,0.01,0,0.03,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0.02,0
2024,7/16/24,Johnson Hill,D5C,85,90,Control,1.365,1.115,0.25,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.005,0,0.1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.4,0,0.12,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0
2024,7/16/24,Johnson Hill,D6,86,91,Castilleja,1.82,1.77,0.05,0,0,0,0.35,0,0.35,0,0.12,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
2024,7/16/24,Johnson Hill,D6C,86,92,Control,1.34,1.04,0.3,0,0,0,0,0,0.37,0,0.07,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.01,0,0,0.3,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2024,7/16/24,Johnson Hill,D7,87,93,Castilleja,1.41,1.21,0.2,0,0,0,0.12,0,0.15,0,0.1,0,0,0,0.15,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.5,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
2024,7/16/24,Johnson Hill,D7C,87,94,Control,1.21,1.01,0.2,0,0,0,0.25,0,0.25,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0.03,0,0,0.04,0,0.07,0,0,0,0,0,0,0.12,0,0.01,0,0,0.12,0,0.03,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
2024,7/16/24,Johnson Hill,D8,88,95,Castilleja,1.115,0.565,0.55,0,0,0,0,0,0.05,0,0.12,0,0,0,0.07,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.08,0,0.03,0,0,0,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
2024,7/16/24,Johnson Hill,D8C,88,96,Control,1.14,0.74,0.4,0,0,0,0,0,0.15,0,0.06,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.18,0,0.02,0,0,0,0.14,0.1,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/16/24,Johnson Hill,D9,89,97,Castilleja,1.27,0.92,0.35,0,0,0,0.3,0,0.22,0,0.06,0,0,0,0.02,0,0.02,0,0,0,0,0.04,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
2024,7/16/24,Johnson Hill,D9C,89,98,Control,1.215,0.865,0.35,0,0,0,0.13,0,0.16,0,0.03,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0.01,0,0.25,0,0,0,0,0,0.08,0.15,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0
2024,7/16/24,Johnson Hill,D10,90,99,Castilleja,1.02,0.62,0.4,0,0,0,0,0,0.19,0,0,0,0,0,0.05,0,0.03,0,0.09,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
2024,7/16/24,Johnson Hill,D10C,90,100,Control,1.17,0.37,0.8,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0
2024,7/17/24,Johnson Hill,D11,91,101,Castilleja,1.375,0.975,0.4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.05,0,0,0.005,0,0.01,0,0,0.3,0,0,0,0,0,0,0,0,0.08,0,0.04,0,0,0.05,0,0.02,0,0,0,0,0,0.02,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0.12,0
2024,7/17/24,Johnson Hill,D11C,91,102,Control,1.185,0.585,0.6,0,0,0,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.005,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
2024,7/17/24,Johnson Hill,D12,92,103,Castilleja,1.145,0.495,0.65,0,0,0,0,0,0,0,0.04,0,0,0,0.05,0.005,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.14,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.04,0,0.02,0.08,0
2024,7/17/24,Johnson Hill,D12C,92,104,Control,1.085,0.235,0.85,0,0,0,0,0,0,0,0.06,0,0,0,0,0.005,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0
2024,7/17/24,Johnson Hill,D13,93,105,Castilleja,1.13,0.93,0.2,0,0,0,0,0,0.35,0,0,0,0.02,0,0.04,0.005,0.02,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0.005,0,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0.22,0,0,0.07,0
2024,7/17/24,Johnson Hill,D13C,93,106,Control,1.055,0.805,0.25,0,0,0,0,0,0.25,0,0.03,0,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.05,0,0.005,0,0,0,0,0,0.09,0.01,0,0,0,0,0,0,0,0,0,0.25,0,0.03,0.02,0
2024,7/17/24,Johnson Hill,D14,94,107,Castilleja,1.29,0.94,0.35,0,0,0,0,0,0,0,0.07,0,0.01,0,0.1,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.25,0.08,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.07,0,0,0.12,0
2024,7/17/24,Johnson Hill,D14C,94,108,Control,1.03,0.83,0.2,0.04,0,0,0,0,0.11,0,0.07,0,0,0,0,0,0.03,0,0,0,0,0.04,0,0,0.05,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0.25,0,0.04,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.01,0
2024,7/17/24,Johnson Hill,D15,95,109,Castilleja,1.13,0.88,0.25,0,0,0,0.06,0,0.16,0,0.07,0,0,0,0.25,0.01,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.07,0,0,0,0,0,0,0,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0
2024,7/17/24,Johnson Hill,D15C,95,110,Control,1.34,1.04,0.3,0,0,0,0.15,0,0.3,0,0.1,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.08,0,0.01,0,0,0.2,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.04,0,0.07,0
2024,7/17/24,Johnson Hill,D16,96,111,Castilleja,1.135,0.685,0.45,0,0,0,0.07,0,0.12,0,0.03,0,0,0,0.04,0.005,0.01,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0.02,0,0,0,0.03,0,0.05,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0
2024,7/17/24,Johnson Hill,D16C,96,112,Control,1.37,0.82,0.55,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.03,0,0,0,0,0.02,0,0,0.01,0,0.16,0,0,0,0.04,0,0,0.02,0,0,0,0,0.11,0,0.02,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0
2024,7/17/24,Johnson Hill,D17,97,113,Castilleja,1.195,0.745,0.45,0,0,0,0.05,0,0.12,0,0.045,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.15,0,0.05,0,0,0,0,0,0.16,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
2024,7/17/24,Johnson Hill,D17C,97,114,Control,1.2,0.55,0.65,0,0,0,0.16,0,0.11,0,0.07,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0.08,0,0,0,0,0,0,0.02,0,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/17/24,Johnson Hill,D18,98,115,Castilleja,1.35,1.05,0.3,0,0,0,0,0,0.26,0,0.22,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.02,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.03,0
2024,7/17/24,Johnson Hill,D18C,98,116,Control,1.18,0.88,0.3,0,0,0,0,0,0,0,0.62,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.03,0,0.07,0,0,0,0,0,0.07,0.01,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0
2024,7/17/24,Johnson Hill,D19,99,117,Castilleja,1.04,0.79,0.25,0,0,0,0.17,0,0,0,0.03,0,0.04,0,0.17,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.09,0,0.06,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0
2024,7/17/24,Johnson Hill,D19C,99,118,Control,1.28,0.93,0.35,0,0,0,0,0,0.28,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0.06,0,0.04,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.01,0
2024,7/17/24,Johnson Hill,D20,100,119,Castilleja,1.25,0.6,0.65,0.02,0,0,0,0,0.23,0,0.02,0,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.12,0.06,0,0,0
2024,7/17/24,Johnson Hill,D20C,100,120,Control,1.16,0.91,0.25,0,0,0,0,0,0.3,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.12,0,0,0,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0.25,0.02,0,0,0
