"Year","Date","Site","Field.Plot","Pair","Plot","Treatment","total.cover","plant.cover","species","cover"
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Thalictrum.fendleri",0.06
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Achillea.millefolium",0.01
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Boechera.stricta",0.03
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Carex.sp...chalciolepis..ebenea..egglestonii..hoodii.",0.1
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Fragaria.virginiana",0.08
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Anemone.multifida",0.01
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Senecio.crassulus",0.05
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Cirsium.griseum",0.12
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F14",34,67,"Castilleja",1.15,0.85,"Erigeron.coulteri",0.08
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Bare.ground",0.31
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Agoseris.sp.",0.04
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Taraxacum.officinale",0.08
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Elymus.lanceolatus",0.03
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Deschampsia.cespitosa",0.08
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Potentilla.pulcherrima",0.15
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Thalictrum.fendleri",0.1
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Achillea.millefolium",0.02
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Fragaria.virginiana",0.08
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Anemone.multifida",0.01
2023,"8/3/23","Emerald Lake","F14C",34,68,"Control",1,0.69,"Senecio.crassulus",0.1
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Bare.ground",0.5
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Agoseris.sp.",0.05
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Castilleja.septentrionalis",0.04
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Taraxacum.officinale",0.06
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Elymus.lanceolatus",0.06
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Deschampsia.cespitosa",0.08
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Potentilla.pulcherrima",0.12
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Achillea.millefolium",0.005
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Fragaria.virginiana",0.1
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Anemone.multifida",0.04
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Senecio.crassulus",0.06
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Erigeron.leiomerus",0.08
2023,"8/3/23","Emerald Lake","F15",35,69,"Castilleja",1.245,0.745,"Erigeron.coulteri",0.04
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Bare.ground",0.5
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Agoseris.sp.",0.03
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Taraxacum.officinale",0.06
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Deschampsia.cespitosa",0.04
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Potentilla.pulcherrima",0.15
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Fragaria.virginiana",0.05
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Anemone.multifida",0.03
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Senecio.crassulus",0.04
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F15C",35,70,"Control",1.11,0.61,"Erigeron.leiomerus",0.2
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Bare.ground",0.5
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Castilleja.septentrionalis",0.04
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Taraxacum.officinale",0.02
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Elymus.lanceolatus",0.04
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Deschampsia.cespitosa",0.05
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Potentilla.pulcherrima",0.15
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Fragaria.virginiana",0.08
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Anemone.multifida",0.05
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Senecio.crassulus",0.05
2023,"8/3/23","Emerald Lake","F16",36,71,"Castilleja",1.06,0.56,"Viola.adunca",0.08
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Bare.ground",0.36
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Agoseris.sp.",0.04
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Elymus.lanceolatus",0.01
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Deschampsia.cespitosa",0.1
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Potentilla.pulcherrima",0.25
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Thalictrum.fendleri",0.08
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Achillea.millefolium",0.04
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Fragaria.virginiana",0.06
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Anemone.multifida",0.03
2023,"8/3/23","Emerald Lake","F16C",36,72,"Control",1,0.64,"Senecio.crassulus",0.03
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Bare.ground",0.25
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Agoseris.sp.",0.01
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Castilleja.septentrionalis",0.05
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Deschampsia.cespitosa",0.05
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Potentilla.pulcherrima",0.2
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Carex.sp...chalciolepis..ebenea..egglestonii..hoodii.",0.1
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Fragaria.virginiana",0.2
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Anemone.multifida",0.06
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Senecio.crassulus",0.08
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F17",37,73,"Castilleja",1.03,0.78,"Viola.adunca",0.02
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Bare.ground",0.47
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Deschampsia.cespitosa",0.15
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Potentilla.pulcherrima",0.15
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Fragaria.virginiana",0.06
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Anemone.multifida",0.03
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Senecio.crassulus",0.12
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Cirsium.griseum",0.01
2023,"8/3/23","Emerald Lake","F17C",37,74,"Control",1,0.53,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Bare.ground",0.55
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Castilleja.septentrionalis",0.08
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Deschampsia.cespitosa",0.03
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Potentilla.pulcherrima",0.03
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Achillea.millefolium",0.005
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Fragaria.virginiana",0.05
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Anemone.multifida",0.08
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Senecio.crassulus",0.06
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Cirsium.griseum",0.18
2023,"8/3/23","Emerald Lake","F18",38,75,"Castilleja",1.075,0.525,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Bare.ground",0.75
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Deschampsia.cespitosa",0.04
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Potentilla.pulcherrima",0.04
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Fragaria.virginiana",0.04
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Senecio.crassulus",0.1
2023,"8/3/23","Emerald Lake","F18C",38,76,"Control",1.07,0.32,"Cirsium.griseum",0.1
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Bare.ground",0.35
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Agoseris.sp.",0.03
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Castilleja.septentrionalis",0.12
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Taraxacum.officinale",0.06
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Deschampsia.cespitosa",0.08
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Potentilla.pulcherrima",0.08
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Achillea.millefolium",0.04
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Carex.sp...chalciolepis..ebenea..egglestonii..hoodii.",0.05
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Fragaria.virginiana",0.12
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Anemone.multifida",0.04
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Senecio.crassulus",0.04
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F19",39,77,"Castilleja",1.06,0.71,"Erigeron.coulteri",0.04
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Bare.ground",0.4
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Agoseris.sp.",0.08
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Taraxacum.officinale",0.02
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Deschampsia.cespitosa",0.08
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Potentilla.pulcherrima",0.08
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Achillea.millefolium",0.04
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Fragaria.virginiana",0.08
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Anemone.multifida",0.04
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Senecio.crassulus",0.15
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F19C",39,78,"Control",1,0.6,"Erigeron.coulteri",0.02
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Bare.ground",0.5
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Agoseris.sp.",0.01
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Castilleja.septentrionalis",0.04
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Elymus.lanceolatus",0.04
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Deschampsia.cespitosa",0.1
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Potentilla.pulcherrima",0.1
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Achillea.millefolium",0.06
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Fragaria.virginiana",0.12
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Anemone.multifida",0.05
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Senecio.crassulus",0.1
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Draba.spectabilis",0.01
2023,"8/3/23","Emerald Lake","F20",40,79,"Castilleja",1.15,0.65,"Viola.adunca",0.02
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Bare.ground",0.55
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Taraxacum.officinale",0.04
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Deschampsia.cespitosa",0.12
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Potentilla.pulcherrima",0.12
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Achillea.millefolium",0.01
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Fragaria.virginiana",0.05
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Anemone.multifida",0.08
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Senecio.crassulus",0.06
2023,"8/3/23","Emerald Lake","F20C",40,80,"Control",1.035,0.485,"Phleum.alpinum",0.005
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Bare.ground",0.25
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Achillea.millefolium",0.09
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Bromus.inermis",0.08
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Castilleja.septentrionalis",0.12
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Elymus.lanceolatus",0.03
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Erigeron.speciosus",0.15
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Ipomopsis.aggregata",0.04
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Poa.pratensis",0.08
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Potentilla.pulcherrima",0.07
2024,"7/10","Avery","C1",1,1,"Castilleja",1.11,0.86,"Taraxacum.officinale",0.2
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Bare.ground",0.1
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Achillea.millefolium",0.01
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Achnatherum.sp.",0.03
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Agoseris.sp.",0.01
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Boechera.stricta",0.005
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Erigeron.speciosus",0.05
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Fragaria.virginiana",0.15
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Ipomopsis.aggregata",0.25
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Poa.pratensis",0.25
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Potentilla.pulcherrima",0.01
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Taraxacum.officinale",0.45
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Thalictrum.fendleri",0.07
2024,"7/10","Avery","C1C",1,2,"Control",1.39,1.29,"Viola.adunca",0.005
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Bare.ground",0.05
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Agoseris.sp.",0.02
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Castilleja.septentrionalis",0.05
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Dactylis.glomerata",0.22
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Ipomopsis.aggregata",0.02
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Poa.pratensis",0.04
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Potentilla.pulcherrima",0.3
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Taraxacum.officinale",0.45
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Thalictrum.fendleri",0.02
2024,"7/10","Avery","C2",2,3,"Castilleja",1.22,1.17,"Valeriana.occidentalis",0.05
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Bare.ground",0.1
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Dactylis.glomerata",0.25
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Erigeron.coulteri",0.03
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Ipomopsis.aggregata",0.01
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Poa.pratensis",0.02
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Potentilla.pulcherrima",0.1
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Taraxacum.officinale",0.5
2024,"7/10","Avery","C2C",2,4,"Control",1.02,0.92,"Viola.adunca",0.01
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Bare.ground",0.05
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Achillea.millefolium",0.03
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Achnatherum.sp.",0.005
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Agoseris.sp.",0.03
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Carex.sp...obtusata..geyeri.",0.02
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Castilleja.septentrionalis",0.02
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Dactylis.glomerata",0.23
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Erigeron.coulteri",0.03
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Ipomopsis.aggregata",0.02
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Poa.compressa",0.005
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Poa.pratensis",0.02
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Potentilla.pulcherrima",0.04
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Taraxacum.officinale",0.55
2024,"7/10","Avery","C3",3,5,"Castilleja",1.055,1.005,"Viola.adunca",0.005
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Bare.ground",0.15
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Achnatherum.sp.",0.02
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Agoseris.sp.",0.01
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Elymus.lanceolatus",0.005
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Ipomopsis.aggregata",0.01
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Poa.compressa",0.01
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Poa.pratensis",0.05
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Potentilla.pulcherrima",0.03
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Taraxacum.officinale",0.75
2024,"7/10","Avery","C3C",3,6,"Control",1.045,0.895,"Viola.adunca",0.01
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Bare.ground",0.1
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Achillea.millefolium",0.06
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Agoseris.sp.",0.02
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Castilleja.septentrionalis",0.08
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Elymus.lanceolatus",0.01
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Erigeron.coulteri",0.03
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Fragaria.virginiana",0.04
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Poa.pratensis",0.03
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Potentilla.pulcherrima",0.07
2024,"7/10","Avery","C4",4,7,"Castilleja",1.24,1.14,"Taraxacum.officinale",0.8
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Bare.ground",0.25
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Achnatherum.sp.",0.01
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Agoseris.sp.",0.02
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Dactylis.glomerata",0.12
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Erigeron.coulteri",0.03
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Fragaria.virginiana",0.06
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Ipomopsis.aggregata",0.04
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Lathyrus.lanszwertii",0.03
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Poa.compressa",0.02
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Potentilla.pulcherrima",0.07
2024,"7/10","Avery","C4C",4,8,"Control",1,0.75,"Taraxacum.officinale",0.35
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Bare.ground",0.05
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Achnatherum.sp.",0.02
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Agoseris.sp.",0.03
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Castilleja.septentrionalis",0.02
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Dactylis.glomerata",0.04
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Erigeron.coulteri",0.1
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Fragaria.virginiana",0.02
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Ipomopsis.aggregata",0.03
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Poa.compressa",0.03
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Poa.pratensis",0.03
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Potentilla.pulcherrima",0.08
2024,"7/10","Avery","C5",5,9,"Castilleja",1.35,1.3,"Taraxacum.officinale",0.9
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Bare.ground",0.1
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Agoseris.sp.",0.04
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Elymus.lanceolatus",0.06
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Erigeron.coulteri",0.16
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Fragaria.virginiana",0.005
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Ipomopsis.aggregata",0.02
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Poa.pratensis",0.03
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Potentilla.pulcherrima",0.25
2024,"7/10","Avery","C5C",5,10,"Control",1.065,0.965,"Taraxacum.officinale",0.4
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Bare.ground",0.16
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Achnatherum.sp.",0.02
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Agoseris.sp.",0.04
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Castilleja.septentrionalis",0.01
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Erigeron.coulteri",0.25
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Ipomopsis.aggregata",0.01
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Poa.compressa",0.08
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Potentilla.pulcherrima",0.13
2024,"7/10","Avery","C6",6,11,"Castilleja",1,0.84,"Taraxacum.officinale",0.3
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Bare.ground",0.08
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Achnatherum.sp.",0.02
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Agoseris.sp.",0.03
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Erigeron.coulteri",0.06
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Erigeron.speciosus",0.02
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Ipomopsis.aggregata",0.04
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Poa.compressa",0.05
2024,"7/10","Avery","C6C",6,12,"Control",1.3,1.22,"Potentilla.pulcherrima",0.08
