year,date,site,pair,pair,plot,castilleja,total_cover,plant_cover,bare,no_plant,no_total,species,div,rich,even
2023,7/7/23,Deer Creek 1,2,,204,Control,1.225,0.475,0.75,0.475,1.225,C. linariifolia,1.293516868,8,0.622050123
2023,7/11/23,Deer Creek 1,3,,205,Castilleja,1.175,0.875,0.3,0.775,1.075,C. linariifolia,1.490848706,9,0.678514487
2023,7/11/23,Deer Creek 1,3,,206,Control,1.02,0.82,0.2,0.47,0.67,C. linariifolia,1.144119233,6,0.638545102
2023,7/11/23,Deer Creek 1,4,,207,Castilleja,1.04,0.84,0.2,0.39,0.59,C. linariifolia,0.94303764,5,0.58594223
2023,7/11/23,Deer Creek 1,4,,208,Control,1.1,0.35,0.75,0.35,1.1,C. linariifolia,1.709214297,7,0.878362394
2023,7/11/23,Deer Creek 1,5,,209,Castilleja,1.06,0.91,0.15,0.76,0.91,C. linariifolia,1.120169258,7,0.575653125
2023,7/11/23,Deer Creek 1,5,,210,Control,1.105,0.355,0.75,0.355,1.105,C. linariifolia,1.111052301,5,0.690335609
2023,7/11/23,Deer Creek 1,6,,211,Castilleja,1.105,0.655,0.45,0.455,0.905,C. linariifolia,1.489717564,8,0.716402714
2023,7/11/23,Deer Creek 1,6,,212,Control,1.08,0.68,0.4,0.68,1.08,C. linariifolia,1.404429843,7,0.721734168
2023,7/11/23,Deer Creek 1,7,,213,Castilleja,1.085,1.005,0.08,0.755,0.835,C. linariifolia,0.771974284,7,0.396716305
2023,7/11/23,Deer Creek 1,7,,214,Control,1.21,0.51,0.7,0.51,1.21,C. linariifolia,1.27379313,6,0.710917482
2023,7/11/23,Deer Creek 1,8,,215,Castilleja,1.17,0.67,0.5,0.17,0.67,C. linariifolia,1.244105404,6,0.694348447
2023,7/11/23,Deer Creek 1,8,,216,Control,1.17,0.47,0.7,0.47,1.17,C. linariifolia,1.631600559,7,0.838476823
2023,7/11/23,Deer Creek 1,9,,217,Castilleja,1.02,0.99,0.03,0.91,0.94,C. linariifolia,1.978035699,9,0.900242842
2023,7/11/23,Deer Creek 1,9,,218,Control,1.29,0.89,0.4,0.89,1.29,C. linariifolia,1.82211223,11,0.759879821
2023,7/13/23,Deer Creek 1,10,,219,Castilleja,1.225,0.925,0.3,0.885,1.185,C. linariifolia,1.671126702,10,0.725761105
2023,7/13/23,Deer Creek 1,10,,220,Control,1.495,0.995,0.5,0.995,1.495,C. linariifolia,1.79193608,11,0.747295389
2023,7/13/23,Deer Creek 1,11,,221,Castilleja,1.07,0.37,0.7,0.26,0.96,C. linariifolia,0.800264633,5,0.497232374
2023,7/13/23,Deer Creek 1,11,,222,Control,1.15,0.75,0.4,0.75,1.15,C. linariifolia,1.679155138,8,0.80750293
2023,7/13/23,Deer Creek 1,12,,223,Castilleja,1.265,0.765,0.5,0.685,1.185,C. linariifolia,1.37985776,10,0.599264611
2023,7/13/23,Deer Creek 1,12,,224,Control,1.095,0.145,0.95,0.145,1.095,C. linariifolia,1.96834974,9,0.895834572
2023,7/13/23,Deer Creek 1,13,,225,Castilleja,1.245,0.395,0.85,0.245,1.095,C. linariifolia,1.875620303,9,0.853631587
2023,7/13/23,Deer Creek 1,13,,226,Control,1.125,0.325,0.8,0.225,1.025,C. linariifolia,1.52777421,6,0.852667022
2023,7/13/23,Deer Creek 1,14,,227,Castilleja,1.095,0.695,0.4,0.215,0.615,C. linariifolia,1.316520902,5,0.818000429
2023,7/13/23,Deer Creek 1,14,,228,Control,1.22,0.87,0.35,0.87,1.22,C. linariifolia,1.59340267,7,0.818846991
2023,7/13/23,Deer Creek 1,15,,229,Castilleja,1.065,0.265,0.8,0.225,1.025,C. linariifolia,0.466045448,4,0.336180728
2023,7/13/23,Deer Creek 1,15,,230,Control,1.155,0.355,0.8,0.355,1.155,C. linariifolia,1.227699569,6,0.685192176
2023,7/13/23,Deer Creek 1,16,,231,Castilleja,1.16,0.76,0.4,0.56,0.96,C. linariifolia,1.176189377,4,0.848441291
2023,7/13/23,Deer Creek 1,16,,232,Control,1.005,0.395,0.61,0.395,1.005,C. linariifolia,1.594530788,8,0.76680722
2023,7/13/23,Deer Creek 1,17,,233,Castilleja,1.135,0.335,0.8,0.305,1.105,C. linariifolia,1.575004928,6,0.879026987
2023,7/13/23,Deer Creek 1,17,,234,Control,1.07,0.27,0.8,0.27,1.07,C. linariifolia,0.315396287,3,0.287086073
2023,7/13/23,Deer Creek 1,18,,235,Castilleja,1.11,0.81,0.3,0.51,0.81,C. linariifolia,1.304534094,7,0.670397909
2023,7/13/23,Deer Creek 1,18,,236,Control,1.04,0.96,0.08,0.96,1.04,C. linariifolia,0.914177707,4,0.659439822
2023,7/13/23,Deer Creek 1,19,,237,Castilleja,1.225,0.575,0.65,0.525,1.175,C. linariifolia,1.406116395,7,0.722600885
2023,7/13/23,Deer Creek 1,19,,238,Control,1.115,0.265,0.85,0.265,1.115,C. linariifolia,1.646838463,7,0.846307556
2023,7/13/23,Deer Creek 1,20,,239,Castilleja,1.06,0.96,0.1,0.36,0.46,C. linariifolia,1.633705868,6,0.911788605
2023,7/13/23,Deer Creek 1,20,,240,Control,1.065,0.215,0.85,0.215,1.065,C. linariifolia,1.485620202,7,0.763457759
2023,7/14/23,Deer Creek 2,21,,241,Castilleja,1.07,0.72,0.35,0.62,0.97,C. linariifolia,1.724704231,7,0.886322646
2023,7/14/23,Deer Creek 2,21,,242,Control,1,0.17,0.83,0.17,1,C. linariifolia,1.65183904,7,0.848877344
2023,7/14/23,Deer Creek 2,22,,243,Castilleja,1.13,0.73,0.4,0.61,1.01,C. linariifolia,1.382094235,6,0.77136148
2023,7/14/23,Deer Creek 2,22,,244,Control,1.33,0.53,0.8,0.53,1.33,C. linariifolia,2.00290114,10,0.869848913
2023,7/14/23,Deer Creek 2,23,,245,Castilleja,1.285,0.635,0.65,0.405,1.055,C. linariifolia,1.621142968,8,0.779604974
2023,7/14/23,Deer Creek 2,23,,246,Control,1.085,0.385,0.7,0.385,1.085,C. linariifolia,1.296343634,7,0.666188845
2023,7/14/23,Deer Creek 2,24,,247,Castilleja,1.155,0.655,0.5,0.605,1.105,C. linariifolia,1.429318952,7,0.73452464
2023,7/14/23,Deer Creek 2,24,,248,Control,1.01,0.71,0.3,0.56,0.86,C. linariifolia,1.821856969,8,0.876128005
2023,7/14/23,Deer Creek 2,25,,249,Castilleja,1.195,0.695,0.5,0.545,1.045,C. linariifolia,1.663824185,9,0.75723902
2023,7/14/23,Deer Creek 2,25,,250,Control,1.07,0.82,0.25,0.82,1.07,C. linariifolia,1.387930035,5,0.862369418
2023,7/14/23,Deer Creek 2,26,,251,Castilleja,1.2,0.65,0.55,0.58,1.13,C. linariifolia,1.69691896,8,0.816045523
2023,7/14/23,Deer Creek 2,26,,252,Control,1.14,0.34,0.8,0.34,1.14,C. linariifolia,1.574890783,6,0.878963282
2023,7/18/23,Deer Creek 2,27,,253,Castilleja,1.21,0.91,0.3,0.83,1.13,C. linariifolia,1.97485742,9,0.898796345
2023,7/18/23,Deer Creek 2,27,,254,Control,1.105,0.305,0.8,0.305,1.105,C. linariifolia,1.406606308,6,0.785041928
2023,7/18/23,Deer Creek 2,28,,255,Castilleja,1.085,0.385,0.7,0.185,0.885,C. linariifolia,1.11075267,5,0.690149437
2023,7/18/23,Deer Creek 2,28,,256,Control,1.145,0.545,0.6,0.515,1.115,C. linariifolia,1.605466207,9,0.730679159
2023,7/18/23,Deer Creek 2,29,,257,Castilleja,1.145,0.395,0.75,0.385,1.135,C. linariifolia,1.528407274,6,0.853020341
2023,7/18/23,Deer Creek 2,29,,258,Control,1.04,0.59,0.45,0.59,1.04,C. linariifolia,1.762941735,9,0.802349361
2023,7/18/23,Deer Creek 2,30,,259,Castilleja,1.17,0.52,0.65,0.41,1.06,C. linariifolia,1.677540467,8,0.806726438
2023,7/18/23,Deer Creek 2,30,,260,Control,1.2,0.9,0.3,0.9,1.2,C. linariifolia,1.652223155,7,0.84907474
2023,7/18/23,Deer Creek 2,31,,261,Castilleja,1.145,0.245,0.9,0.195,1.095,C. linariifolia,1.939232735,8,0.932573816
2023,7/18/23,Deer Creek 2,31,,262,Control,1.105,0.155,0.95,0.155,1.105,C. linariifolia,0.996355149,4,0.718718316
2023,7/18/23,Deer Creek 2,32,,263,Castilleja,1.14,0.44,0.7,0.43,1.13,C. linariifolia,1.555975092,7,0.79961302
2023,7/18/23,Deer Creek 2,32,,264,Control,1.19,0.79,0.4,0.79,1.19,C. linariifolia,1.40171616,5,0.870935218
2023,7/18/23,Deer Creek 2,33,,265,Castilleja,1.15,0.35,0.8,0.26,1.06,C. linariifolia,1.841959112,7,0.946579734
2023,7/18/23,Deer Creek 2,33,,266,Control,1.155,0.505,0.65,0.505,1.155,C. linariifolia,1.656257125,7,0.851147791
2023,7/18/23,Deer Creek 2,34,,267,Castilleja,1.32,0.62,0.7,0.42,1.12,C. linariifolia,1.582682834,6,0.883312108
2023,7/18/23,Deer Creek 2,34,,268,Control,1.02,0.82,0.2,0.67,0.87,C. linariifolia,0.97617265,4,0.704159721
2023,7/18/23,Deer Creek 2,35,,269,Castilleja,1.23,0.93,0.3,0.8,1.1,C. linariifolia,1.832029963,8,0.881020181
2023,7/18/23,Deer Creek 2,35,,270,Control,1.075,0.125,0.95,0.125,1.075,C. linariifolia,0.778997749,3,0.709074309
2023,7/18/23,Deer Creek 2,36,,271,Castilleja,1.06,0.36,0.7,0.13,0.83,C. linariifolia,0.687092027,3,0.625418116
2023,7/18/23,Deer Creek 2,36,,272,Control,1.13,0.23,0.9,0.21,1.11,C. linariifolia,1.122878131,5,0.69768341
2023,7/18/23,Deer Creek 2,37,,273,Castilleja,1.32,0.92,0.4,0.37,0.77,C. linariifolia,1.444872147,5,0.897749541
2023,7/18/23,Deer Creek 2,37,,274,Control,1.185,0.435,0.75,0.435,1.185,C. linariifolia,1.7307404,8,0.832310197
2023,7/18/23,Deer Creek 2,38,,275,Castilleja,1.045,0.595,0.45,0.495,0.945,C. linariifolia,2.092469604,11,0.872627603
2023,7/18/23,Deer Creek 2,38,,276,Control,1.175,0.475,0.7,0.425,1.125,C. linariifolia,1.168948188,5,0.726308346
2023,7/18/23,Deer Creek 2,39,,277,Castilleja,1.2,0.4,0.8,0.3,1.1,C. linariifolia,1.691579471,8,0.813477771
2023,7/18/23,Deer Creek 2,39,,278,Control,1.19,0.54,0.65,0.54,1.19,C. linariifolia,1.996409899,9,0.908605301
2023,7/18/23,Deer Creek 2,40,,279,Castilleja,1.075,0.425,0.65,0.325,0.975,C. linariifolia,1.92253744,8,0.924545077
2023,7/18/23,Deer Creek 2,40,,280,Control,1.51,0.71,0.8,0.61,1.41,C. linariifolia,1.982052025,9,0.902070751
2024,7/5/24,Deer Creek 1,41,,281,Castilleja,1,0.25,0.75,0.19,0.94,C. linariifolia,1.625224503,7,0.835200178
2024,7/5/24,Deer Creek 1,41,,282,Control,1,0.35,0.65,0.35,1,C. linariifolia,2.261687495,13,0.88176692
2024,7/5/24,Deer Creek 1,42,,283,Castilleja,1,0.8,0.2,0.76,0.96,C. linariifolia,1.717343219,11,0.71618775
2024,7/5/24,Deer Creek 1,42,,284,Control,1.025,0.725,0.3,0.725,1.025,C. linariifolia,2.114716347,14,0.801315046
2024,7/5/24,Deer Creek 1,43,,285,Castilleja,1.005,0.755,0.25,0.595,0.845,C. linariifolia,2.207578622,14,0.836502715
2024,7/5/24,Deer Creek 1,43,,286,Control,1.015,0.315,0.7,0.315,1.015,C. linariifolia,1.720131287,10,0.747043526
2024,7/5/24,Deer Creek 1,44,,287,Castilleja,1.045,0.895,0.15,0.475,0.625,C. linariifolia,1.592654782,9,0.724848429
2024,7/5/24,Deer Creek 1,44,,288,Control,1,0.7,0.3,0.7,1,C. linariifolia,2.002571425,11,0.83513715
2024,7/5/24,Deer Creek 1,45,,289,Castilleja,1.205,1.055,0.15,0.885,1.035,C. linariifolia,1.73008713,10,0.751367294
2024,7/5/24,Deer Creek 1,45,,290,Control,1,0.2,0.8,0.2,1,C. linariifolia,1.43056229,5,0.888858327
2024,7/5/24,Deer Creek 1,46,,291,Castilleja,1.13,0.38,0.75,0.37,1.12,C. linariifolia,1.657131239,9,0.754192929
2024,7/5/24,Deer Creek 1,46,,292,Control,1.09,0.44,0.65,0.44,1.09,C. linariifolia,1.245766434,7,0.640197305
2024,7/5/24,Deer Creek 1,47,,293,Castilleja,1.025,0.775,0.25,0.755,1.005,C. linariifolia,1.334592673,8,0.64180341
2024,7/5/24,Deer Creek 1,47,,294,Control,1.34,1.14,0.2,1.09,1.29,C. linariifolia,1.684623273,10,0.731622591
2024,7/5/24,Deer Creek 1,48,,295,Castilleja,1.155,0.955,0.2,0.905,1.105,C. linariifolia,1.710795282,13,0.666989887
2024,7/5/24,Deer Creek 1,48,,296,Control,1.255,0.705,0.55,0.705,1.255,C. linariifolia,1.922794148,10,0.835058888
2024,7/5/24,Deer Creek 1,49,,297,Castilleja,1.1,0.3,0.8,0.1,0.9,C. linariifolia,0.940447989,4,0.678389825
2024,7/5/24,Deer Creek 1,49,,298,Control,1.22,0.82,0.4,0.82,1.22,C. linariifolia,1.307916009,8,0.628974647
2024,7/5/24,Deer Creek 1,50,,299,Castilleja,1.03,0.48,0.55,0.33,0.88,C. linariifolia,1.559084192,5,0.968713474
2024,7/5/24,Deer Creek 1,50,,300,Control,1.105,0.255,0.85,0.255,1.105,C. linariifolia,1.414487939,5,0.878870771
2024,7/8/24,Deer Creek 1,51,,301,Castilleja,1.245,0.945,0.3,0.845,1.145,C. linariifolia,2.084287837,12,0.838779129
2024,7/8/24,Deer Creek 1,51,,302,Control,1.055,0.885,0.17,0.885,1.055,C. linariifolia,1.186183204,13,0.462458723
2024,7/8/24,Deer Creek 1,52,,303,Castilleja,1.015,0.765,0.25,0.645,0.895,C. linariifolia,1.904595268,10,0.827155215
2024,7/8/24,Deer Creek 1,52,,304,Control,1.1,0.75,0.35,0.75,1.1,C. linariifolia,1.382100996,7,0.710259411
2024,7/8/24,Deer Creek 1,53,,305,Castilleja,1.22,1.14,0.08,0.88,0.96,C. linariifolia,1.960385627,12,0.788917212
2024,7/8/24,Deer Creek 1,53,,306,Control,1.04,0.64,0.4,0.64,1.04,C. linariifolia,2.084540107,11,0.869320746
2024,7/8/24,Deer Creek 1,54,,307,Castilleja,1.045,0.795,0.25,0.775,1.025,C. linariifolia,1.880243577,10,0.81657941
2024,7/8/24,Deer Creek 1,54,,308,Control,1.16,0.61,0.55,0.61,1.16,C. linariifolia,1.674526639,8,0.805277093
2024,7/8/24,Deer Creek 1,55,,309,Castilleja,1.16,0.81,0.35,0.8,1.15,C. linariifolia,1.977423815,10,0.858784251
2024,7/8/24,Deer Creek 1,55,,310,Control,1.105,0.905,0.2,0.905,1.105,C. linariifolia,1.732836083,9,0.788647688
2024,7/8/24,Deer Creek 1,56,,311,Castilleja,1.07,0.37,0.7,0.32,1.02,C. linariifolia,2.209966171,12,0.889355812
2024,7/8/24,Deer Creek 1,56,,312,Control,1,0.55,0.45,0.55,1,C. linariifolia,1.652700765,11,0.689229752
2024,7/8/24,Deer Creek 1,57,,313,Castilleja,1.29,0.89,0.4,0.82,1.22,C. linariifolia,1.854374862,8,0.891765806
2024,7/8/24,Deer Creek 1,57,,314,Control,1.13,0.73,0.4,0.68,1.08,C. linariifolia,1.888393925,12,0.75994562
2024,7/8/24,Deer Creek 1,58,,315,Castilleja,1,0.35,0.65,0.2,0.85,C. linariifolia,1.978035285,9,0.900242654
2024,7/8/24,Deer Creek 1,58,,316,Control,1.095,0.595,0.5,0.595,1.095,C. linariifolia,1.439840006,7,0.739931392
2024,7/8/24,Deer Creek 1,59,,317,Castilleja,1.665,1.565,0.1,1.345,1.445,C. linariifolia,1.782736888,10,0.774232793
2024,7/8/24,Deer Creek 1,59,,318,Control,1.115,0.565,0.55,0.565,1.115,C. linariifolia,1.924291244,10,0.835709069
2024,7/8/24,Deer Creek 1,60,,319,Castilleja,1.205,0.655,0.55,0.625,1.175,C. linariifolia,2.133741833,15,0.787925509
2024,7/8/24,Deer Creek 1,60,,320,Control,1.1,0.6,0.5,0.6,1.1,C. linariifolia,1.99547689,12,0.803038975
2024,7/9/23,Deer Creek 2,61,,321,Castilleja,1.15,1,0.15,0.86,1.01,C. linariifolia,1.599330694,9,0.727886767
2024,7/9/23,Deer Creek 2,61,,322,Control,1.36,1.21,0.15,1.21,1.36,C. linariifolia,1.537223913,7,0.789976821
2024,7/9/23,Deer Creek 2,62,,323,Castilleja,1.185,0.535,0.65,0.525,1.175,C. linariifolia,2.374007214,15,0.876648155
2024,7/9/23,Deer Creek 2,62,,324,Control,1.625,1.225,0.4,0.925,1.325,C. linariifolia,1.788167675,10,0.776591354
2024,7/9/23,Deer Creek 2,63,,325,Castilleja,1.28,0.78,0.5,0.41,0.91,C. linariifolia,2.009061614,12,0.80850587
2024,7/9/23,Deer Creek 2,63,,326,Control,1.25,0.65,0.6,0.65,1.25,C. linariifolia,1.736092115,10,0.753975226
2024,7/9/23,Deer Creek 2,64,,327,Castilleja,1.125,0.775,0.35,0.705,1.055,C. linariifolia,2.23839601,13,0.87268624
2024,7/9/23,Deer Creek 2,64,,328,Control,1.23,1.08,0.15,0.68,0.83,C. linariifolia,1.615834673,6,0.901814502
2024,7/9/23,Deer Creek 2,65,,329,Castilleja,1.16,0.71,0.45,0.28,0.73,C. linariifolia,1.816221545,8,0.873417939
2024,7/9/23,Deer Creek 2,65,,330,Control,1.035,0.235,0.8,0.235,1.035,C. linariifolia,1.371938487,6,0.765693448
2024,7/9/23,Deer Creek 2,66,,331,Castilleja,1.18,0.63,0.55,0.51,1.06,C. linariifolia,1.912348457,12,0.769585633
2024,7/9/23,Deer Creek 2,66,,332,Control,1.065,0.165,0.9,0.165,1.065,C. linariifolia,1.229111035,6,0.68597993
2024,7/9/23,Deer Creek 2,67,,333,Castilleja,1.125,0.875,0.25,0.795,1.045,C. linariifolia,1.89670444,11,0.790987188
2024,7/9/23,Deer Creek 2,67,,334,Control,1.145,0.545,0.6,0.545,1.145,C. linariifolia,1.853231519,10,0.804848222
2024,7/9/23,Deer Creek 2,68,,335,Castilleja,1.08,0.53,0.55,0.46,1.01,C. linariifolia,1.991263471,10,0.864794738
2024,7/9/23,Deer Creek 2,68,,336,Control,1.005,0.405,0.6,0.405,1.005,C. linariifolia,1.811270122,11,0.75535831
2024,7/9/23,Deer Creek 2,69,,337,Castilleja,1.01,0.46,0.55,0.44,0.99,C. linariifolia,1.656069526,10,0.719221857
2024,7/9/23,Deer Creek 2,69,,338,Control,1.125,0.625,0.5,0.625,1.125,C. linariifolia,1.486797094,11,0.620042548
2024,7/9/23,Deer Creek 2,70,,339,Castilleja,1.17,0.42,0.75,0.37,1.12,C. linariifolia,1.608166028,8,0.773364385
2024,7/9/23,Deer Creek 2,70,,340,Control,2.13,1.33,0.8,1.33,2.13,C. linariifolia,1.395287847,8,0.670991619
2024,7/12/24,Deer Creek 2,71,,341,Castilleja,1.03,0.58,0.45,0.48,0.93,C. linariifolia,1.482355854,8,0.71286248
2024,7/12/24,Deer Creek 2,71,,342,Control,1.07,0.32,0.75,0.18,0.93,C. linariifolia,0.556646904,3,0.506681847
2024,7/12/24,Deer Creek 2,72,,343,Castilleja,1.23,0.93,0.3,0.86,1.16,C. linariifolia,2.239368413,13,0.873065352
2024,7/12/24,Deer Creek 2,72,,344,Control,1.19,0.64,0.55,0.64,1.19,C. linariifolia,1.977944055,12,0.795983244
2024,7/12/24,Deer Creek 2,73,,345,Castilleja,1.215,0.765,0.45,0.685,1.135,C. linariifolia,1.868475564,10,0.811468627
2024,7/12/24,Deer Creek 2,73,,346,Control,1.11,0.21,0.9,0.21,1.11,C. linariifolia,1.63416412,6,0.912044361
2024,7/12/24,Deer Creek 2,74,,347,Castilleja,1.05,0.5,0.55,0.38,0.93,C. linariifolia,2.235408415,12,0.899594524
2024,7/12/24,Deer Creek 2,74,,348,Control,1.12,0.32,0.8,0.32,1.12,C. linariifolia,1.547268587,9,0.704192281
2024,7/12/24,Deer Creek 2,75,,349,Castilleja,1.11,0.46,0.65,0.36,1.01,C. linariifolia,1.580165657,10,0.686257226
2024,7/12/24,Deer Creek 2,75,,350,Control,1.075,0.525,0.55,0.505,1.055,C. linariifolia,1.649173895,8,0.793085
2024,7/12/24,Deer Creek 2,76,,351,Castilleja,1.245,1.045,0.2,0.745,0.945,C. linariifolia,2.145991177,12,0.86361038
2024,7/12/24,Deer Creek 2,76,,352,Control,1.005,0.655,0.35,0.655,1.005,C. linariifolia,1.673889053,8,0.804970478
2024,7/12/24,Deer Creek 2,77,,353,Castilleja,1.295,0.995,0.3,0.745,1.045,C. linariifolia,2.466517931,14,0.934620822
2024,7/12/24,Deer Creek 2,77,,354,Control,1,0.64,0.36,0.58,0.94,C. linariifolia,1.895033897,9,0.862467094
2024,7/12/24,Deer Creek 2,78,,355,Castilleja,1.405,1.205,0.2,1.005,1.205,C. linariifolia,2.305239105,17,0.813648259
2024,7/12/24,Deer Creek 2,78,,356,Control,1.36,1.11,0.25,1.03,1.28,C. linariifolia,1.92611025,10,0.836499053
2024,7/12/24,Deer Creek 2,79,,357,Castilleja,1.66,1.36,0.3,1.21,1.51,C. linariifolia,2.221925397,15,0.820488998
2024,7/12/24,Deer Creek 2,79,,358,Control,1.235,0.935,0.3,0.665,0.965,C. linariifolia,1.647097265,15,0.608222574
2024,7/12/24,Deer Creek 2,80,,359,Castilleja,1.375,0.975,0.4,0.855,1.255,C. linariifolia,2.086915789,13,0.813628457
2024,7/12/24,Deer Creek 2,80,,360,Control,1.235,0.585,0.65,0.585,1.235,C. linariifolia,1.716983022,9,0.781432649
2024,7/16/24,Johnson Hill,81,,361,Castilleja,1.15,0.7,0.45,0.68,1.13,C. linariifolia,1.618597282,6,0.903356343
2024,7/16/24,Johnson Hill,81,,362,Control,1.2,0.75,0.45,0.75,1.2,C. linariifolia,1.363816917,9,0.620699828
2024,7/16/24,Johnson Hill,82,,363,Castilleja,1.21,0.91,0.3,0.84,1.14,C. linariifolia,2.03284797,11,0.84776345
2024,7/16/24,Johnson Hill,82,,364,Control,1.155,0.855,0.3,0.855,1.155,C. linariifolia,1.848328789,11,0.770812975
2024,7/16/24,Johnson Hill,83,,365,Castilleja,1.39,1.24,0.15,1.21,1.36,C. linariifolia,1.543315697,12,0.621075925
2024,7/16/24,Johnson Hill,83,,366,Control,1.26,1.23,0.03,1.23,1.26,C. linariifolia,1.868622764,12,0.75198912
2024,7/16/24,Johnson Hill,84,,367,Castilleja,1.495,0.895,0.6,0.845,1.445,C. linariifolia,2.125609759,12,0.855408294
2024,7/16/24,Johnson Hill,84,,368,Control,1.46,1.06,0.4,1.06,1.46,C. linariifolia,1.671177535,11,0.696935164
2024,7/16/24,Johnson Hill,85,,369,Castilleja,1,0.63,0.37,0.57,0.94,C. linariifolia,1.927281069,10,0.837007533
2024,7/16/24,Johnson Hill,85,,370,Control,1.365,1.115,0.25,1.115,1.365,C. linariifolia,1.723955923,9,0.784606153
2024,7/16/24,Johnson Hill,86,,371,Castilleja,1.82,1.77,0.05,1.42,1.47,C. linariifolia,1.585657448,7,0.814866734
2024,7/16/24,Johnson Hill,86,,372,Control,1.34,1.04,0.3,1.04,1.34,C. linariifolia,1.714136658,10,0.744440092
2024,7/16/24,Johnson Hill,87,,373,Castilleja,1.41,1.21,0.2,1.06,1.26,C. linariifolia,1.553180726,9,0.706883011
2024,7/16/24,Johnson Hill,87,,374,Control,1.21,1.01,0.2,1.01,1.21,C. linariifolia,2.069671706,13,0.806905485
2024,7/16/24,Johnson Hill,88,,375,Castilleja,1.115,0.565,0.55,0.495,1.045,C. linariifolia,1.826139352,9,0.831111836
2024,7/16/24,Johnson Hill,88,,376,Control,1.14,0.74,0.4,0.74,1.14,C. linariifolia,1.89354725,9,0.861790492
2024,7/16/24,Johnson Hill,89,,377,Castilleja,1.27,0.92,0.35,0.9,1.25,C. linariifolia,1.762706899,10,0.765533879
2024,7/16/24,Johnson Hill,89,,378,Control,1.215,0.865,0.35,0.865,1.215,C. linariifolia,1.897380919,11,0.791269302
2024,7/16/24,Johnson Hill,90,,379,Castilleja,1.02,0.62,0.4,0.57,0.97,C. linariifolia,1.665900537,8,0.801128814
2024,7/16/24,Johnson Hill,90,,380,Control,1.17,0.37,0.8,0.37,1.17,C. linariifolia,1.931464623,9,0.879047432
2024,7/17/24,Johnson Hill,91,,381,Castilleja,1.375,0.975,0.4,0.725,1.125,C. linariifolia,1.884383808,12,0.75833183
2024,7/17/24,Johnson Hill,91,,382,Control,1.185,0.585,0.6,0.585,1.185,C. linariifolia,1.121273273,7,0.576220476
2024,7/17/24,Johnson Hill,92,,383,Castilleja,1.145,0.495,0.65,0.445,1.095,C. linariifolia,2.007278982,10,0.871750186
2024,7/17/24,Johnson Hill,92,,384,Control,1.085,0.235,0.85,0.235,1.085,C. linariifolia,1.821602604,8,0.876005681
2024,7/17/24,Johnson Hill,93,,385,Castilleja,1.13,0.93,0.2,0.89,1.09,C. linariifolia,1.75533959,11,0.732033467
2024,7/17/24,Johnson Hill,93,,386,Control,1.055,0.805,0.25,0.805,1.055,C. linariifolia,1.866653827,12,0.751196761
2024,7/17/24,Johnson Hill,94,,387,Castilleja,1.29,0.94,0.35,0.84,1.19,C. linariifolia,1.943098582,11,0.810335048
2024,7/17/24,Johnson Hill,94,,388,Control,1.03,0.83,0.2,0.83,1.03,C. linariifolia,2.15175549,13,0.838907592
2024,7/17/24,Johnson Hill,95,,389,Castilleja,1.13,0.88,0.25,0.63,0.88,C. linariifolia,2.127580623,11,0.887270035
2024,7/17/24,Johnson Hill,95,,390,Control,1.34,1.04,0.3,1.04,1.34,C. linariifolia,2.027565817,12,0.81595251
2024,7/17/24,Johnson Hill,96,,391,Castilleja,1.135,0.685,0.45,0.645,1.095,C. linariifolia,2.190733905,13,0.854104155
2024,7/17/24,Johnson Hill,96,,392,Control,1.37,0.82,0.55,0.82,1.37,C. linariifolia,1.943078951,11,0.810326862
2024,7/17/24,Johnson Hill,97,,393,Castilleja,1.195,0.745,0.45,0.645,1.095,C. linariifolia,1.938258939,9,0.882139659
2024,7/17/24,Johnson Hill,97,,394,Control,1.2,0.55,0.65,0.55,1.2,C. linariifolia,1.850869076,9,0.842366818
2024,7/17/24,Johnson Hill,98,,395,Castilleja,1.35,1.05,0.3,0.93,1.23,C. linariifolia,1.931301011,9,0.87897297
2024,7/17/24,Johnson Hill,98,,396,Control,1.18,0.88,0.3,0.88,1.18,C. linariifolia,1.153594355,9,0.525023417
2024,7/17/24,Johnson Hill,99,,397,Castilleja,1.04,0.79,0.25,0.62,0.87,C. linariifolia,2.044373918,9,0.930434667
2024,7/17/24,Johnson Hill,99,,398,Control,1.28,0.93,0.35,0.93,1.28,C. linariifolia,1.880130657,9,0.855684338
2024,7/17/24,Johnson Hill,100,,399,Castilleja,1.25,0.6,0.65,0.59,1.24,C. linariifolia,1.853285267,10,0.804871565
2024,7/17/24,Johnson Hill,100,,400,Control,1.16,0.91,0.25,0.91,1.16,C. linariifolia,1.748467139,9,0.795761688
2024,6/9/24,Almont,1,,401,Castilleja,1,0.55,0.45,0.53,0.98,C. chromosa,1.647971,14,0.624454415
2024,6/9/24,Almont,1,,402,Control,1.005,0.285,0.72,0.285,1.005,C. chromosa,1.316757268,8,0.633226393
2024,6/9/24,Almont,2,,403,Castilleja,1.015,0.545,0.47,0.525,0.995,C. chromosa,1.852397202,11,0.772509635
2024,6/9/24,Almont,2,,404,Control,1,0.35,0.65,0.35,1,C. chromosa,1.22247582,7,0.628228297
2024,6/9/24,Almont,3,,405,Castilleja,1,0.48,0.52,0.47,0.99,C. chromosa,2.006856336,11,0.836924097
