Year,Date,Site,Field Plot,Pair,Plot,Treatment,Achnatherum sp.,Amelanchier alnifolia,Antennaria parvifolia,Artemisia dracunculus,Artemisia tridentada,Berberis repens,Boechera stricta,Bromus frondosus,Calochortus gunnisonii,Campanula petiolata,Carex sp.,Castilleja linariifolia,Chenopodium atrovirens,Collomia linearis,Crepis sp.,Dactylus glomeratus,Delphinum nuttalliianum,Elymus elymoides,Elymus trachycaulus,Eremogone congesta,Erigeron flagellaris,Erigeron speciosus,Eriogonum umbellatum aureum,Eriogonum umbellatum majus,Festuca rubra,Festuca thurberi,Galium bifolium,Galium boreale,Gayophytum sp.,Helianthella quinquenervis,Heliomerus multiflora ,Heterotheca sp.,Hydrophyllum capitatum,Ipomopsis aggregatta,Koeleria macrantha,Lathyrus lanszwertii,Linum lewisii,Lomatium dissectum,Lupinus sp.,Mertensia brevistyla,Paxistima myrsinites,Phacelia sp.,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus tremuloides,Potentilla hippiana,Potentilla pulcherrima,Rosa woodsii,Sedum lanceolatum,Senecio pudicus,Senecio integerrimus,Symphoricarpos rotundifolius,Taraxacum officinale,Thalictrum fendleri,Vicia americana,Viola adunca,Viola praemorsa,Wyethia amplexicaulis
2024,7/16/24,Johnson Hill,D4,84,167,Castilleja,0,0,0,4,0,4,0,4,0,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,4,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2024,7/16/24,Johnson Hill,D4C,84,168,Control,0,0,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2024,7/16/24,Johnson Hill,D5,85,169,Castilleja,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2024,7/16/24,Johnson Hill,D5C,85,170,Control,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/16/24,Johnson Hill,D6,86,171,Castilleja,0,0,0,3,0,6,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/16/24,Johnson Hill,D6C,86,172,Control,0,0,0,0,0,6,0,3,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,9,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0
2024,7/16/24,Johnson Hill,D7,87,173,Castilleja,0,0,0,3,0,1,0,3,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/16/24,Johnson Hill,D7C,87,174,Control,0,0,0,4,0,4,0,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,3,0,2,0,0,4,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/16/24,Johnson Hill,D8,88,175,Castilleja,0,0,0,0,0,3,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/16/24,Johnson Hill,D8C,88,176,Control,0,0,0,0,0,5,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/16/24,Johnson Hill,D9,89,177,Castilleja,0,0,0,5,0,6,0,3,0,0,0,1,0,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/16/24,Johnson Hill,D9C,89,178,Control,0,0,0,2,0,4,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/16/24,Johnson Hill,D10,90,179,Castilleja,0,0,0,0,0,6,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2024,7/16/24,Johnson Hill,D10C,90,180,Control,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/17/24,Johnson Hill,D11,91,181,Castilleja,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,5,0,0,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,7,0
2024,7/17/24,Johnson Hill,D11C,91,182,Control,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2024,7/17/24,Johnson Hill,D12,92,183,Castilleja,0,0,0,0,0,0,0,3,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,4,0
2024,7/17/24,Johnson Hill,D12C,92,184,Control,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2024,7/17/24,Johnson Hill,D13,93,185,Castilleja,0,0,0,0,0,10,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,4,0,0,3,0
2024,7/17/24,Johnson Hill,D13C,93,186,Control,0,0,0,0,0,10,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,5,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,8,0,2,1,0
2024,7/17/24,Johnson Hill,D14,94,187,Castilleja,0,0,0,0,0,0,0,5,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,5,0
2024,7/17/24,Johnson Hill,D14C,94,188,Control,1,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0
2024,7/17/24,Johnson Hill,D15,95,189,Castilleja,0,0,0,3,0,5,0,3,0,0,0,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2024,7/17/24,Johnson Hill,D15C,95,190,Control,0,0,0,2,0,16,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0
2024,7/17/24,Johnson Hill,D16,96,191,Castilleja,0,0,0,2,0,4,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/17/24,Johnson Hill,D16C,96,192,Control,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5,0,0,0,2,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2024,7/17/24,Johnson Hill,D17,97,193,Castilleja,0,0,0,1,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,7/17/24,Johnson Hill,D17C,97,194,Control,0,0,0,5,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7/17/24,Johnson Hill,D18,98,195,Castilleja,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0
2024,7/17/24,Johnson Hill,D18C,98,196,Control,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2024,7/17/24,Johnson Hill,D19,99,197,Castilleja,0,0,0,3,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2024,7/17/24,Johnson Hill,D19C,99,198,Control,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2024,7/17/24,Johnson Hill,D20,100,199,Castilleja,1,0,0,0,0,7,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
2024,7/17/24,Johnson Hill,D20C,100,200,Control,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,10,1,0,0,0
