year,date,site,pair,plot,castilleja,total.cover,plant.cover,species,cover,functional.group,life.history,family
2023,8/1/23,Emerald Lake,31,61,Castilleja,1.14,0.49,Anemone.multifida,0.02,forb,perennial,Ranunculaceae
2023,8/1/23,Emerald Lake,31,61,Castilleja,1.14,0.49,Senecio.crassulus,0.04,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,31,61,Castilleja,1.14,0.49,Valeriana.edulis,0.1,forb,perennial,Caprifoliaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Bare.ground,0.4,,,
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Taraxacum.officinale,0.02,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Poa.pratensis,0.08,grass,perennial,Poaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Potentilla.pulcherrima,0.3,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Elymus.trachycaulus,0.04,grass,perennial,Poaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Thalictrum.fendleri,0.08,forb,perennial,Ranunculaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Fragaria.virginiana,0.04,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,31,62,Control,1.01,0.61,Senecio.crassulus,0.05,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Bare.ground,0.75,,,
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Castilleja.septentrionalis,0.08,hemiparasite,perennial,Orobanchaceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Poa.pratensis,0.03,grass,perennial,Poaceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Potentilla.pulcherrima,0.1,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Achillea.millefolium,0.03,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Fragaria.virginiana,0.01,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Senecio.crassulus,0.08,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,32,63,Castilleja,1.12,0.37,Delphinium.barbeyi,0.04,forb,perennial,Ranunculaceae
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Bare.ground,0.8,,,
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Poa.pratensis,0.02,grass,perennial,Poaceae
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Potentilla.pulcherrima,0.08,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Fragaria.virginiana,0.03,forb,perennial,Rosaceae
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Senecio.crassulus,0.12,forb,perennial,Asteraceae
2023,8/1/23,Emerald Lake,32,64,Control,1.09,0.29,Cirsium.parryi,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Bare.ground,0.35,,,
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Agoseris.sp.,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Castilleja.septentrionalis,0.02,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Taraxacum.officinale,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Poa.pratensis,0.1,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Elymus.trachycaulus,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Achillea.millefolium,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Carex.ebenea,0.03,sedge,perennial,Cyperaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Fragaria.virginiana,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Senecio.crassulus,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,65,Castilleja,1.11,0.76,Erigeron.coulteri,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Bare.ground,0.75,,,
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Taraxacum.officinale,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Poa.pratensis,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Achillea.millefolium,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Carex.ebenea,0.02,sedge,perennial,Cyperaceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Fragaria.virginiana,0.06,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Senecio.crassulus,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Erigeron.coulteri,0.05,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,33,66,Control,1.29,0.54,Valeriana.edulis,0.03,forb,perennial,Caprifoliaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Bare.ground,0.3,,,
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Agoseris.sp.,0.03,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Castilleja.septentrionalis,0.04,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Poa.pratensis,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Elymus.trachycaulus,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Thalictrum.fendleri,0.06,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Achillea.millefolium,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Boechera.stricta,0.03,forb,biennial,Brassicaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Carex.ebenea,0.1,sedge,perennial,Cyperaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Fragaria.virginiana,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Anemone.multifida,0.01,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Senecio.crassulus,0.05,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Cirsium.parryi,0.12,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,34,67,Castilleja,1.15,0.85,Erigeron.coulteri,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Bare.ground,0.31,,,
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Agoseris.sp.,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Taraxacum.officinale,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Poa.pratensis,0.08,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Elymus.trachycaulus,0.03,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Thalictrum.fendleri,0.1,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Achillea.millefolium,0.02,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Fragaria.virginiana,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Anemone.multifida,0.01,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,34,68,Control,1,0.69,Senecio.crassulus,0.1,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Bare.ground,0.5,,,
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Agoseris.sp.,0.05,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Castilleja.septentrionalis,0.04,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Taraxacum.officinale,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Poa.pratensis,0.08,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Potentilla.pulcherrima,0.12,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Elymus.trachycaulus,0.06,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Achillea.millefolium,0.005,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Fragaria.virginiana,0.1,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Anemone.multifida,0.04,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Senecio.crassulus,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Erigeron.leiomerus,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,69,Castilleja,1.245,0.745,Erigeron.coulteri,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Bare.ground,0.5,,,
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Agoseris.sp.,0.03,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Taraxacum.officinale,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Poa.pratensis,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Fragaria.virginiana,0.05,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Anemone.multifida,0.03,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Senecio.crassulus,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,35,70,Control,1.11,0.61,Erigeron.leiomerus,0.2,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Bare.ground,0.5,,,
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Castilleja.septentrionalis,0.04,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Taraxacum.officinale,0.02,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Poa.pratensis,0.05,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Elymus.trachycaulus,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Fragaria.virginiana,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Anemone.multifida,0.05,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Senecio.crassulus,0.05,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,36,71,Castilleja,1.06,0.56,Viola.adunca,0.08,forb,perennial,Violaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Bare.ground,0.36,,,
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Agoseris.sp.,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Poa.pratensis,0.1,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Potentilla.pulcherrima,0.25,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Elymus.trachycaulus,0.01,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Thalictrum.fendleri,0.08,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Achillea.millefolium,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Fragaria.virginiana,0.06,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Anemone.multifida,0.03,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,36,72,Control,1,0.64,Senecio.crassulus,0.03,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Bare.ground,0.25,,,
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Agoseris.sp.,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Castilleja.septentrionalis,0.05,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Poa.pratensis,0.05,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Potentilla.pulcherrima,0.2,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Carex.ebenea,0.1,sedge,perennial,Cyperaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Fragaria.virginiana,0.2,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Anemone.multifida,0.06,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Senecio.crassulus,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,37,73,Castilleja,1.03,0.78,Viola.adunca,0.02,forb,perennial,Violaceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Bare.ground,0.47,,,
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Poa.pratensis,0.15,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Potentilla.pulcherrima,0.15,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Fragaria.virginiana,0.06,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Anemone.multifida,0.03,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Senecio.crassulus,0.12,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Cirsium.parryi,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,37,74,Control,1,0.53,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Bare.ground,0.55,,,
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Castilleja.septentrionalis,0.08,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Poa.pratensis,0.03,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Potentilla.pulcherrima,0.03,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Achillea.millefolium,0.005,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Fragaria.virginiana,0.05,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Anemone.multifida,0.08,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Senecio.crassulus,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Cirsium.parryi,0.18,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,38,75,Castilleja,1.075,0.525,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Bare.ground,0.75,,,
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Poa.pratensis,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Potentilla.pulcherrima,0.04,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Fragaria.virginiana,0.04,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Senecio.crassulus,0.1,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,38,76,Control,1.07,0.32,Cirsium.parryi,0.1,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Bare.ground,0.35,,,
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Agoseris.sp.,0.03,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Castilleja.septentrionalis,0.12,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Taraxacum.officinale,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Poa.pratensis,0.08,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Potentilla.pulcherrima,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Achillea.millefolium,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Carex.ebenea,0.05,sedge,perennial,Cyperaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Fragaria.virginiana,0.12,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Anemone.multifida,0.04,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Senecio.crassulus,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,39,77,Castilleja,1.06,0.71,Erigeron.coulteri,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Bare.ground,0.4,,,
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Agoseris.sp.,0.08,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Taraxacum.officinale,0.02,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Poa.pratensis,0.08,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Potentilla.pulcherrima,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Achillea.millefolium,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Fragaria.virginiana,0.08,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Anemone.multifida,0.04,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Senecio.crassulus,0.15,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,39,78,Control,1,0.6,Erigeron.coulteri,0.02,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Bare.ground,0.5,,,
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Agoseris.sp.,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Castilleja.septentrionalis,0.04,hemiparasite,perennial,Orobanchaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Poa.pratensis,0.1,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Potentilla.pulcherrima,0.1,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Elymus.trachycaulus,0.04,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Achillea.millefolium,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Fragaria.virginiana,0.12,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Anemone.multifida,0.05,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Senecio.crassulus,0.1,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Draba.aurea,0.01,forb,perennial,Brassicaceae
2023,8/3/23,Emerald Lake,40,79,Castilleja,1.15,0.65,Viola.adunca,0.02,forb,perennial,Violaceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Bare.ground,0.55,,,
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Taraxacum.officinale,0.04,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Poa.pratensis,0.12,grass,perennial,Poaceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Potentilla.pulcherrima,0.12,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Achillea.millefolium,0.01,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Fragaria.virginiana,0.05,forb,perennial,Rosaceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Anemone.multifida,0.08,forb,perennial,Ranunculaceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Senecio.crassulus,0.06,forb,perennial,Asteraceae
2023,8/3/23,Emerald Lake,40,80,Control,1.035,0.485,Phleum.alpinum,0.005,grass,perennial,Poaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Bare.ground,0.25,,,
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Achillea.millefolium,0.09,forb,perennial,Asteraceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Bromus.inermis,0.08,grass,perennial,Poaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Castilleja.septentrionalis,0.12,hemiparasite,perennial,Orobanchaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Elymus.lanceolatus,0.03,grass,perennial,Poaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Erigeron.speciosus,0.15,forb,perennial,Asteraceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Ipomopsis.aggregata,0.04,forb,perennial,Polemoniaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Poa.pratensis,0.08,grass,perennial,Poaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Potentilla.pulcherrima,0.07,forb,perennial,Rosaceae
2024,7/10,Avery,1,1,Castilleja,1.11,0.86,Taraxacum.officinale,0.2,forb,perennial,Asteraceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Bare.ground,0.1,,,
2024,7/10,Avery,1,2,Control,1.39,1.29,Achillea.millefolium,0.01,forb,perennial,Asteraceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Achnatherum.nelsonii,0.03,grass,perennial,Poaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Agoseris.sp.,0.01,forb,perennial,Asteraceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Boechera.stricta,0.005,forb,biennial,Brassicaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Erigeron.speciosus,0.05,forb,perennial,Asteraceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Fragaria.virginiana,0.15,forb,perennial,Rosaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Ipomopsis.aggregata,0.25,forb,perennial,Polemoniaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Poa.pratensis,0.25,grass,perennial,Poaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Potentilla.pulcherrima,0.01,forb,perennial,Rosaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Taraxacum.officinale,0.45,forb,perennial,Asteraceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Thalictrum.fendleri,0.07,forb,perennial,Ranunculaceae
2024,7/10,Avery,1,2,Control,1.39,1.29,Viola.adunca,0.005,forb,perennial,Violaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Bare.ground,0.05,,,
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Agoseris.sp.,0.02,forb,perennial,Asteraceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Castilleja.septentrionalis,0.05,hemiparasite,perennial,Orobanchaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Dactylis.glomerata,0.22,grass,perennial,Poaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Ipomopsis.aggregata,0.02,forb,perennial,Polemoniaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Poa.pratensis,0.04,grass,perennial,Poaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Potentilla.pulcherrima,0.3,forb,perennial,Rosaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Taraxacum.officinale,0.45,forb,perennial,Asteraceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Thalictrum.fendleri,0.02,forb,perennial,Ranunculaceae
2024,7/10,Avery,2,3,Castilleja,1.22,1.17,Valeriana.occidentalis,0.05,forb,perennial,Caprifoliaceae
