Year,Date,Site,Field plot,Pair,Plot,Treatment,Achillea millefolium,Achnatherum sp.,Agoseris sp.,Androsace septentrionales,Anemone multifida,Aquilegia coerulea,Astragalus alpinus,Boechera stricta,Botrychium sp.,Bromus inermis,Campanula petiolata,"Carex sp. (obtusata, geyeri)",Carex pityophila,"Carex sp. (chalciolepis, ebenea, egglestonii, hoodii) ",Castilleja septentrionalis,Chenopodium atrovirens,Cirsium griseum,Cymopterus lemmonii,Dactylis glomerata,Danthonia parryi,Delphinium nuttalianum,Deschampsia cespitosa,Draba spectabilis,Elymus lanceolatus,Eremogone congesta,Erigeron coulteri,Erigeron leiomerus,Erigeron speciosus,Erigeron subtrinervis,Eriogonum umbellatum majus,Fragaria virginiana,Frasera speciosa,Galium boreale,Gentiana parryi,Helianthella quinquenerva,Heterotheca sp.,Hymenoxys hoopesii,Ipomopsis aggregata,Lathyrus lanszwertii,Lomatium triternatum,Lupinus argenteus,Maianthemum stellatum,Mertensia brevistyla,Moehringia sp.,Noccaea fendleri,Oreochrysum parryi,Phleum alpinum,Poa alpina,Poa compressa,Poa fendleriana,Poa pratensis,Polygonum sp.,Populus balsamifera,Potentilla glaucophylla,Potentilla pulcherrima,Sedum lanceolatum,Senecio crassulus,Sibbaldia procumbens,Silene drummondii,Solidago multiradiata,Taraxacum officinale,Thalictrum fendleri,Trisetum canescens,Trisetum spicatum ,Valeriana edulis,Valeriana occidentalis,Vicia americana,Viola adunca
2024,7/23,Copper Creek,E20,60,119,Castilleja,0,0,0,0,0,0,0,5,0,0,7,0,0,0,1,0,0,2,0,0,0,0,0,0,7,0,0,1,0,0,0,0,7,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,2,0,0,,0,1,5,5,0,0,0,0,0,0
2024,7/23,Copper Creek,E20C,60,120,Control,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,1,0,0,,0,0,1,2,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F1,81,161,Castilleja,0,0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,7,6,2,0,4,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,6,0,2,,0,0,0,0,0,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F1C,81,162,Control,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,3,3,0,2,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,8,0,3,,0,0,1,1,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2,82,163,Castilleja,7,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,5,5,1,0,2,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,4,0,0,,0,0,3,1,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F2C,82,164,Control,8,0,2,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,2,,0,0,5,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F3,83,165,Castilleja,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,6,7,0,0,3,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,,0,0,2,2,0,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F3C,83,166,Control,2,0,1,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,1,0,3,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,,0,0,0,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F4,84,167,Castilleja,0,0,5,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,5,,0,0,2,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F4C,84,168,Control,2,0,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,4,0,0,0,0,5,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,6,0,5,,0,0,4,0,1,0,0,0,0,1
2024,7/25/2024,Emerald Lake,F5,85,169,Castilleja,3,0,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,6,2,0,2,12,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,,0,0,3,0,1,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F5C,85,170,Control,4,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,11,0,0,0,5,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,2,,0,0,2,0,0,0,0,0,0,0
2024,7/25/2024,Emerald Lake,F6,86,171,Castilleja,5,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,4,2,1,0,4,8,0,0,0,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,,0,0,0,0,1,0,0,0,0,2
2024,7/25/2024,Emerald Lake,F6C,86,172,Control,10,0,3,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,7,0,0,0,7,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,1,,0,0,2,1,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F7,87,173,Castilleja,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,6,2,3,0,3,0,0,0,0,4,0,0,,0,0,2,0,0,0,0,0,0,0,4,2,4,0,0,0,0,0,0,0,5,0,4,,0,0,1,2,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F7C,87,174,Control,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,3,0,2,0,0,0,0,5,0,0,,0,1,1,0,0,0,0,0,0,0,16,4,1,0,0,0,0,0,0,1,3,0,3,,0,0,0,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F8,88,175,Castilleja,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,5,3,3,0,5,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,6,0,3,,0,0,3,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F8C,88,176,Control,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,9,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,5,0,3,,0,0,2,0,0,0,0,0,0,0
2024,7/26/2024,Emerald Lake,F9,89,177,Castilleja,8,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,5,0,1,,0,0,6,0,1,0,1,0,0,0
2024,7/26/2024,Emerald Lake,F9C,89,178,Control,5,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,5,2,0,10,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,7,0,3,,0,0,1,0,0,0,1,0,0,1
2024,7/26/2024,Emerald Lake,F10,90,179,Castilleja,2,0,3,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,1,1,0,6,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,5,0,0,,0,0,4,0,0,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F10C,90,180,Control,7,0,1,1,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,4,,0,0,4,0,0,0,0,0,0,0
2024,7/26/2024,Emerald Lake,F11,91,181,Castilleja,5,0,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,5,,0,0,1,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F11C,91,182,Control,2,0,1,1,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,,0,0,0,0,2,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F12,92,183,Castilleja,1,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,6,7,4,0,1,0,0,0,0,6,0,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,,0,0,3,0,0,0,0,0,0,2
2024,7/26/2024,Emerald Lake,F12C,92,184,Control,5,0,1,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,3,,0,0,0,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F13,93,185,Castilleja,4,0,2,0,2,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,5,11,3,0,6,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,,0,0,2,0,1,0,0,0,0,1
2024,7/26/2024,Emerald Lake,F13C,93,186,Control,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,2,0,11,0,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,0,1,,0,0,3,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F14,94,187,Castilleja,12,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,4
2024,7/27/2024,Emerald Lake,F14C,94,188,Control,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F15,95,189,Castilleja,2,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,5,0,0,0,0,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F15C,95,190,Control,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F16,96,191,Castilleja,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,6,0,6,1,0,0,0,0,0,0,0,0,0,4
2024,7/27/2024,Emerald Lake,F16C,96,192,Control,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2024,7/27/2024,Emerald Lake,F17,97,193,Castilleja,0,0,0,0,2,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,4,0,0,0,0,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F17C,97,194,Control,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,7,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F18,98,195,Castilleja,9,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,8,0,5,0,0,0,0,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F18C,98,196,Control,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F19,99,197,Castilleja,10,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,6,1,0,0,0,0,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,7,0,0,0,1,0,1,0,0,0,0,3
2024,7/27/2024,Emerald Lake,F19C,99,198,Control,9,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,2
2024,7/27/2024,Emerald Lake,F20,100,199,Castilleja,9,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,0,7,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,1,0,0,0,0,1
2024,7/27/2024,Emerald Lake,F20C,100,200,Control,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,2
