"Year","Date","Site","Field.Plot","Pair","Plot","Treatment","Agastache.urticifolia","Amelanchier.alnifolia","Arctostaphylos.uva.ursi","Artemisia.tridentada","Berberis.repens","Boechera.stricta","Bromus.inermis","Calochortus.gunnisonii","Carex.sp.","Castilleja.linariifolia","Collomia.linearis","Crepis.sp.","Delphinum.nuttalliianum","Elymus.elymoides","Elymus.glaucus","Eremogone.congesta","Erigeron.speciosus","Erigeron.sp.","Eriogonum.umbellatum","Festuca.thurberi","Galium.bifolium","Gayophytum.sp.","Heliomerus.multiflora","Achnatherum.sp.","Heterotheca.sp.","Ipomopsis.aggregatta","Juniperus.communis","Koeleria.macrantha","Lathyrus.lanszwertii","Linum.lewisii","Lomatium.dissectum","Lupinus.sp.","Poa.pratensis","Poa.sp.","Populus.tremuloides","Potentilla.hippiana","Rosa.blanda","Senecio.integerrimus","Symphoricarpos.rotundifolius","Vicia.americana","Viola.praemorsa","Wyethia.amplexicaulis","Antennaria.parvifolia","Artemisia.dracunculus","Bromus.frondosus","Campanula.petiolata","Chenopodium.atrovirens","Dactylus.glomeratus","Elymus.trachycaulus","Erigeron.flagellaris","Eriogonum.umbellatum.aureum","Eriogonum.umbellatum.majus","Festuca.rubra","Galium.boreale","Helianthella.quinquenervis","Hydrophyllum.capitatum","Mertensia.brevistyla","Paxistima.myrsinites","Phacelia.sp.","Poa.fendleriana","Polygonum.sp.","Potentilla.pulcherrima","Rosa.woodsii","Sedum.lanceolatum","Senecio.pudicus","Taraxacum.officinale","Thalictrum.fendleri","Viola.adunca"
2023,"7/18/23","Deer Creek 2","D13",33,65,"Castilleja",0,1,0,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D13C",33,66,"Control",0,2,2,1,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D14",34,67,"Castilleja",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D14C",34,68,"Control",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D15",35,69,"Castilleja",0,0,6,4,0,0,0,0,6,1,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D15C",35,70,"Control",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D16",36,71,"Castilleja",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D16C",36,72,"Control",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D17",37,73,"Castilleja",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D17C",37,74,"Control",0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,2,6,0,15,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D18",38,75,"Castilleja",0,2,2,0,0,0,0,3,5,1,0,0,0,0,0,7,0,0,3,1,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D18C",38,76,"Control",0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D19",39,77,"Castilleja",0,3,1,0,1,0,0,1,5,1,0,0,0,0,0,4,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D19C",39,78,"Control",0,0,4,1,0,0,0,0,9,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D20",40,79,"Castilleja",0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,3,0,1,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"7/18/23","Deer Creek 2","D20C",40,80,"Control",0,0,2,1,0,0,0,0,5,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,"7/5/24","Deer Creek 1","A1",41,81,"Castilleja",NA,0,NA,0,0,0,NA,0,0,1,0,0,0,0,NA,1,1,NA,NA,2,0,0,0,0,1,0,NA,0,0,0,2,0,0,NA,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A1C",41,82,"Control",NA,0,NA,1,1,0,NA,0,0,0,0,0,4,0,NA,7,0,NA,NA,0,0,0,0,0,2,0,NA,5,3,0,0,0,0,NA,0,3,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,2,0,0
2024,"7/5/24","Deer Creek 1","A2",42,83,"Castilleja",NA,0,NA,1,5,0,NA,0,3,1,0,0,0,0,NA,7,0,NA,NA,1,0,0,0,0,1,0,NA,0,0,0,1,0,0,NA,0,0,NA,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A2C",42,84,"Control",NA,0,NA,0,4,0,NA,1,2,0,0,0,2,0,NA,3,0,NA,NA,2,0,0,0,0,0,0,NA,0,8,0,0,0,0,NA,0,0,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A3",43,85,"Castilleja",NA,3,NA,2,5,0,NA,1,3,1,0,0,0,1,NA,4,0,NA,NA,1,0,0,0,0,0,0,NA,0,2,0,0,0,0,NA,0,0,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,1,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A3C",43,86,"Control",NA,1,NA,0,1,0,NA,0,1,0,0,0,1,0,NA,2,0,NA,NA,2,0,0,0,0,0,0,NA,0,8,0,0,0,0,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A4",44,87,"Castilleja",NA,0,NA,0,0,0,NA,3,0,1,0,0,0,0,NA,1,1,NA,NA,3,0,0,0,0,0,0,NA,0,2,0,2,0,0,NA,0,0,NA,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A4C",44,88,"Control",NA,3,NA,2,0,0,NA,2,1,0,0,0,0,0,NA,1,0,NA,NA,1,0,0,0,0,0,0,NA,3,0,0,3,0,0,NA,0,0,NA,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A5",45,89,"Castilleja",NA,3,NA,0,0,0,NA,0,1,1,0,0,0,0,NA,6,1,NA,NA,2,0,0,0,0,0,0,NA,2,0,0,1,0,0,NA,0,0,NA,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A5C",45,90,"Control",NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,NA,NA,1,0,0,0,0,0,0,NA,0,3,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A6",46,91,"Castilleja",NA,0,NA,1,0,0,NA,0,0,2,0,0,1,0,NA,2,0,NA,NA,2,0,4,0,0,0,0,NA,0,0,0,1,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A6C",46,92,"Control",NA,0,NA,1,0,0,NA,0,0,0,0,0,1,0,NA,1,0,NA,NA,0,0,3,0,0,0,0,NA,0,0,0,1,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A7",47,93,"Castilleja",NA,0,NA,2,0,0,NA,0,0,1,0,0,1,0,NA,5,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A7C",47,94,"Control",NA,0,NA,1,0,0,NA,0,1,0,0,0,0,0,NA,5,0,NA,NA,2,0,0,0,0,0,0,NA,0,1,0,1,0,0,NA,0,0,NA,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A8",48,95,"Castilleja",NA,0,NA,1,0,0,NA,1,1,1,0,0,0,0,NA,4,0,NA,NA,1,0,0,0,0,0,0,NA,0,1,0,1,0,0,NA,0,0,NA,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A8C",48,96,"Control",NA,0,NA,1,0,2,NA,2,0,0,0,0,0,0,NA,4,0,NA,NA,2,0,0,0,0,0,0,NA,0,0,0,2,0,0,NA,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A9",49,97,"Castilleja",NA,0,NA,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,NA,NA,0,5,4,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A9C",49,98,"Control",NA,0,NA,1,0,0,NA,0,0,0,0,0,0,0,NA,3,0,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A10",50,99,"Castilleja",NA,0,NA,1,1,0,NA,0,1,1,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,3,0,0,0,0,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/5/24","Deer Creek 1","A10C",50,100,"Control",NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A11",51,101,"Castilleja",NA,1,NA,0,0,0,NA,0,2,1,0,1,0,0,NA,3,0,NA,NA,1,8,5,2,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A11C",51,102,"Control",NA,0,NA,2,1,0,NA,0,1,0,0,0,0,1,NA,2,0,NA,NA,0,13,5,0,0,0,0,NA,0,0,0,2,0,0,NA,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A12",52,103,"Castilleja",NA,0,NA,2,1,0,NA,1,1,2,0,0,0,0,NA,3,0,NA,NA,2,0,0,0,0,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A12C",52,104,"Control",NA,0,NA,2,0,0,NA,0,0,0,0,0,0,1,NA,2,0,NA,NA,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A13",53,105,"Castilleja",NA,0,NA,1,0,0,NA,1,0,1,0,0,0,1,NA,5,0,NA,NA,1,0,0,0,0,0,0,NA,0,3,0,5,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A13C",53,106,"Control",NA,0,NA,1,1,1,NA,0,1,0,0,0,0,0,NA,2,0,NA,NA,1,0,0,0,0,0,0,NA,0,10,0,2,0,0,NA,0,0,NA,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A14",54,107,"Castilleja",NA,1,NA,2,1,0,NA,0,2,1,0,0,0,0,NA,1,0,NA,NA,3,0,0,0,0,0,0,NA,0,0,0,2,0,0,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A14C",54,108,"Control",NA,0,NA,2,3,1,NA,0,0,0,0,0,0,0,NA,2,1,NA,NA,2,0,0,0,0,0,0,NA,2,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A15",55,109,"Castilleja",NA,1,NA,1,1,0,NA,0,0,1,0,0,0,1,NA,4,0,NA,NA,0,0,0,0,0,0,0,NA,2,0,0,0,0,0,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A15C",55,110,"Control",NA,6,NA,1,0,0,NA,0,0,0,0,0,0,3,NA,3,0,NA,NA,0,0,0,0,0,0,0,NA,0,4,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A16",56,111,"Castilleja",NA,0,NA,2,0,0,NA,1,0,1,0,0,0,0,NA,10,0,NA,NA,0,0,5,0,0,2,0,NA,1,0,0,0,0,0,NA,0,2,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A16C",56,112,"Control",NA,2,NA,0,1,0,NA,2,2,0,0,0,0,1,NA,3,0,NA,NA,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A17",57,113,"Castilleja",NA,0,NA,1,0,0,NA,0,0,1,0,0,3,0,NA,3,1,NA,NA,2,0,0,0,0,1,0,NA,3,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A17C",57,114,"Control",NA,0,NA,1,1,0,NA,0,0,0,0,0,1,0,NA,4,0,NA,NA,0,0,0,0,0,0,0,NA,3,5,0,0,0,0,NA,0,0,NA,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A18",58,115,"Castilleja",NA,1,NA,0,0,0,NA,0,1,1,0,0,1,0,NA,5,0,NA,NA,1,0,0,0,0,0,0,NA,0,2,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A18C",58,116,"Control",NA,0,NA,2,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,1,0,0,0,0,NA,2,0,0,3,1,0,NA,0,0,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A19",59,117,"Castilleja",NA,0,NA,1,0,0,NA,0,1,1,0,0,0,0,NA,6,0,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,4,0,0,NA,0,0,NA,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A19C",59,118,"Control",NA,0,NA,2,0,0,NA,0,1,0,0,0,0,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,NA,1,3,0,2,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2024,"7/8/24","Deer Creek 1","A20",60,119,"Castilleja",NA,0,NA,0,2,0,NA,0,1,2,0,0,0,0,NA,4,0,NA,NA,0,5,4,0,2,2,0,NA,0,2,0,2,0,0,NA,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
2024,"7/8/24","Deer Creek 1","A20C",60,120,"Control",NA,2,NA,1,0,0,NA,0,1,0,0,0,0,0,NA,3,0,NA,NA,1,0,4,0,0,0,0,NA,0,7,0,0,0,0,NA,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B1",61,121,"Castilleja",NA,0,NA,1,0,0,NA,5,1,1,0,0,0,0,NA,3,0,NA,NA,2,0,0,0,0,0,0,NA,0,8,0,0,0,0,NA,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B1C",61,122,"Control",NA,0,NA,1,0,0,NA,0,1,0,0,0,0,0,NA,0,0,NA,NA,1,0,0,0,2,0,0,NA,0,1,0,0,0,0,NA,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B2",62,123,"Castilleja",NA,0,NA,2,0,0,NA,0,4,1,0,0,5,0,NA,6,0,NA,NA,1,0,0,0,2,0,0,NA,1,3,0,0,0,0,NA,0,1,NA,4,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B2C",62,124,"Control",NA,0,NA,1,0,0,NA,0,3,0,0,0,3,0,NA,1,0,NA,NA,3,0,0,0,1,0,0,NA,0,14,0,0,0,0,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B3",63,125,"Castilleja",NA,3,NA,0,1,0,NA,4,6,1,0,0,1,0,NA,4,0,NA,NA,1,0,0,0,0,0,0,NA,1,1,0,0,0,0,NA,0,0,NA,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B3C",63,126,"Control",NA,1,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,0,0,NA,NA,2,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B4",64,127,"Castilleja",NA,2,NA,1,1,3,NA,0,1,2,0,0,2,0,NA,2,0,NA,NA,1,0,0,0,0,0,0,NA,0,5,0,0,0,0,NA,0,0,NA,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B4C",64,128,"Control",NA,2,NA,2,0,0,NA,0,2,0,0,0,0,0,NA,0,0,NA,NA,3,0,0,0,0,0,0,NA,0,5,0,0,0,0,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B5",65,129,"Castilleja",NA,0,NA,0,0,0,NA,0,0,1,0,0,1,0,NA,2,0,NA,NA,1,0,0,0,0,0,0,NA,2,0,0,0,0,0,NA,0,1,NA,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B5C",65,130,"Control",NA,0,NA,0,0,0,NA,0,1,0,0,0,2,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,2,0,0,0,0,NA,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B6",66,131,"Castilleja",NA,2,NA,1,1,0,NA,0,2,1,0,0,1,0,NA,1,0,NA,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B6C",66,132,"Control",NA,0,NA,0,0,0,NA,0,0,0,0,0,2,0,NA,1,0,NA,NA,1,0,20,0,0,0,0,NA,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B7",67,133,"Castilleja",NA,0,NA,0,0,0,NA,0,1,1,0,0,0,0,NA,2,1,NA,NA,1,0,0,0,0,0,0,NA,1,8,0,0,0,0,NA,0,2,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0
2024,"7/9/24","Deer Creek 2","B7C",67,134,"Control",NA,0,NA,0,0,0,NA,0,1,0,0,0,1,2,NA,0,0,NA,NA,0,0,20,0,0,0,0,NA,0,12,1,0,0,0,NA,0,1,NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B8",68,135,"Castilleja",NA,3,NA,0,1,0,NA,0,1,1,0,0,0,4,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,NA,0,0,NA,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B8C",68,136,"Control",NA,0,NA,1,0,0,NA,0,1,0,0,0,0,0,NA,0,0,NA,NA,2,0,0,0,0,0,0,NA,0,20,1,0,0,0,NA,0,0,NA,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,20,0,0,0,0,0,0,0
2024,"7/9/24","Deer Creek 2","B9",69,137,"Castilleja",NA,0,NA,0,0,0,NA,0,1,1,0,0,2,1,NA,1,0,NA,NA,0,0,0,0,0,0,0,NA,0,8,1,0,0,0,NA,0,0,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
