"year","date","site","species","elevation","pair","plot","castilleja"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",178,355,"Present"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",178,356,"Absent"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",179,357,"Present"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",179,358,"Absent"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",180,359,"Present"
2024,"7/12/24","Deer Creek 2","C. linariifolia","3,016",180,360,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",181,361,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",181,362,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",182,363,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",182,364,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",183,365,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",183,366,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",184,367,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",184,368,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",185,369,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",185,370,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",186,371,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",186,372,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",187,373,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",187,374,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",188,375,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",188,376,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",189,377,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",189,378,"Absent"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",190,379,"Present"
2024,"7/16/24","Johnson Hill","C. linariifolia","2,925",190,380,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",191,381,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",191,382,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",192,383,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",192,384,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",193,385,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",193,386,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",194,387,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",194,388,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",195,389,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",195,390,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",196,391,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",196,392,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",197,393,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",197,394,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",198,395,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",198,396,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",199,397,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",199,398,"Absent"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",200,399,"Present"
2024,"7/17/24","Johnson Hill","C. linariifolia","2,925",200,400,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",201,401,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",201,402,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",202,403,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",202,404,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",203,405,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",203,406,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",204,407,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",204,408,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",205,409,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",205,410,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",206,411,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",206,412,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",207,413,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",207,414,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",208,415,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",208,416,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",209,417,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",209,418,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",210,419,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",210,420,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",211,421,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",211,422,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",212,423,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",212,424,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",213,425,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",213,426,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",214,427,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",214,428,"Absent"
2024,"6/9/24","Almont","C. chromosa","2,673",215,429,"Present"
2024,"6/9/24","Almont","C. chromosa","2,673",215,430,"Absent"
2024,"6/24/24","Almont","C. chromosa","2,673",216,431,"Present"
2024,"6/24/24","Almont","C. chromosa","2,673",216,432,"Absent"
2024,"6/24/24","Almont","C. chromosa","2,673",217,433,"Present"
2024,"6/24/24","Almont","C. chromosa","2,673",217,434,"Absent"
2024,"6/24/24","Almont","C. chromosa","2,673",218,435,"Present"
2024,"6/24/24","Almont","C. chromosa","2,673",218,436,"Absent"
2024,"6/24/24","Almont","C. chromosa","2,673",219,437,"Present"
2024,"6/24/24","Almont","C. chromosa","2,673",219,438,"Absent"
2024,"6/24/24","Almont","C. chromosa","2,673",220,439,"Present"
2024,"6/24/24","Almont","C. chromosa","2,673",220,440,"Absent"
