"year","plot","pair","block","removal","litter","functional_group","code","count","percent_cover"
1,38,19,5,"Removal","Castilleja","forb","HYHO",4,0.08
1,38,19,5,"Removal","Castilleja","forb","LIPO",1,0.06
1,38,19,5,"Removal","Castilleja","forb","MECI",4,0.03
1,38,19,5,"Removal","Castilleja","forb","SECR",4,0.04
1,38,19,5,"Removal","Castilleja","grass","BRPU",1,0.01
1,38,19,5,"Removal","Castilleja","grass","ELGL",7,0.1
1,38,19,5,"Removal","Castilleja","grass","MESP",2,0.08
1,38,19,5,"Removal","Castilleja","legume","LUAR",3,0.09
1,39,20,4,"Control","Mixed","forb","CHAN",5,0.05
1,39,20,4,"Control","Mixed","forb","EPCI",4,0.01
1,39,20,4,"Control","Mixed","forb","GERI",2,0.15
1,39,20,4,"Control","Mixed","forb","HEQU",1,0.04
1,39,20,4,"Control","Mixed","forb","HEMA",1,0.04
1,39,20,4,"Control","Mixed","forb","HYCA",3,0.04
1,39,20,4,"Control","Mixed","forb","MECI",2,0.04
1,39,20,4,"Control","Mixed","forb","POGR",3,0.07
1,39,20,4,"Control","Mixed","grass","BRPU",1,0.001
1,39,20,4,"Control","Mixed","grass","ELGL",7,0.12
1,39,20,4,"Control","Mixed","grass","MESP",4,0.1
1,39,20,4,"Control","Mixed","legume","LUAR",3,0.04
1,40,20,4,"Removal","Mixed","forb","CHAN",1,0.01
1,40,20,4,"Removal","Mixed","forb","ERCO",1,0.01
1,40,20,4,"Removal","Mixed","forb","ERGR",2,0.001
1,40,20,4,"Removal","Mixed","forb","GABI",8,0.005
1,40,20,4,"Removal","Mixed","forb","GERI",2,0.06
1,40,20,4,"Removal","Mixed","forb","HEMA",2,0.2
1,40,20,4,"Removal","Mixed","forb","HYHO",4,0.03
1,40,20,4,"Removal","Mixed","forb","MECI",10,0.09
1,40,20,4,"Removal","Mixed","forb","POGR",1,0.05
1,40,20,4,"Removal","Mixed","forb","SECR",3,0.09
1,40,20,4,"Removal","Mixed","grass","ELGL",7,0.05
1,40,20,4,"Removal","Mixed","legume","LUAR",1,0.02
2,1,1,1,"Removal","Mixed","forb","ANSE",2,0.001
2,1,1,1,"Removal","Mixed","forb","BOST",3,0.005
2,1,1,1,"Removal","Mixed","forb","CHAN",2,0.03
2,1,1,1,"Removal","Mixed","forb","FRVI",2,0.005
2,1,1,1,"Removal","Mixed","forb","GERI",1,0.01
2,1,1,1,"Removal","Mixed","forb","HEQU",7,0.35
2,1,1,1,"Removal","Mixed","forb","LIPO",2,0.04
2,1,1,1,"Removal","Mixed","forb","MECI",1,0.01
2,1,1,1,"Removal","Mixed","forb","POGR",3,0.03
2,1,1,1,"Removal","Mixed","forb","VAOC",2,0.04
2,1,1,1,"Removal","Mixed","forb","VINU",1,0.005
2,1,1,1,"Removal","Mixed","grass","BRPU",1,0.005
2,1,1,1,"Removal","Mixed","grass","ELGL",3,0.03
2,1,1,1,"Removal","Mixed","grass","MESP",3,0.1
2,1,1,1,"Removal","Mixed","legume","LUAR",7,0.09
2,2,1,1,"Control","Mixed","forb","ANSE",1,0.001
2,2,1,1,"Control","Mixed","forb","AQCO",1,0.04
2,2,1,1,"Control","Mixed","forb","BOST",5,0.02
2,2,1,1,"Control","Mixed","forb","CHAN",3,0.02
2,2,1,1,"Control","Mixed","forb","GERI",1,0.02
2,2,1,1,"Control","Mixed","forb","HEQU",7,0.2
2,2,1,1,"Control","Mixed","forb","HYHO",3,0.15
2,2,1,1,"Control","Mixed","forb","LIPO",4,0.2
2,2,1,1,"Control","Mixed","forb","POGR",4,0.06
2,2,1,1,"Control","Mixed","grass","ELGL",6,0.02
2,2,1,1,"Control","Mixed","grass","MESP",10,0.07
2,2,1,1,"Control","Mixed","shrub","RIMO",2,0.1
2,3,2,2,"Control","Castilleja","forb","AGGL",1,0.005
2,3,2,2,"Control","Castilleja","forb","ANSE",3,0.005
2,3,2,2,"Control","Castilleja","forb","AQCO",1,0.06
2,3,2,2,"Control","Castilleja","forb","BOST",2,0.002
2,3,2,2,"Control","Castilleja","forb","CHAN",4,0.03
2,3,2,2,"Control","Castilleja","forb","HEMA",1,0.06
2,3,2,2,"Control","Castilleja","forb","HEQU",4,0.18
2,3,2,2,"Control","Castilleja","forb","LIPO",3,0.1
2,3,2,2,"Control","Castilleja","forb","VAOC",2,0.015
2,3,2,2,"Control","Castilleja","forb","VINU",1,0.001
2,3,2,2,"Control","Castilleja","grass","ELGL",7,0.04
2,3,2,2,"Control","Castilleja","grass","POPR",1,0.01
2,3,2,2,"Control","Castilleja","legume","LUAR",8,0.12
2,4,2,2,"Removal","Castilleja","forb","ANSE",3,0.002
2,4,2,2,"Removal","Castilleja","forb","BOST",12,0.01
2,4,2,2,"Removal","Castilleja","forb","CHAN",5,0.05
2,4,2,2,"Removal","Castilleja","forb","DEBA",1,0.01
2,4,2,2,"Removal","Castilleja","forb","FRVI",3,0.01
2,4,2,2,"Removal","Castilleja","forb","GERI",1,0.01
2,4,2,2,"Removal","Castilleja","forb","HEMA",1,0.08
2,4,2,2,"Removal","Castilleja","forb","HYHO",5,0.15
2,4,2,2,"Removal","Castilleja","forb","LIPO",2,0.04
2,4,2,2,"Removal","Castilleja","forb","MECI",3,0.04
2,4,2,2,"Removal","Castilleja","forb","SECR",6,0.07
2,4,2,2,"Removal","Castilleja","forb","VAOC",3,0.08
2,4,2,2,"Removal","Castilleja","grass","BRPU",5,0.02
2,4,2,2,"Removal","Castilleja","grass","ELGL",3,0.04
2,4,2,2,"Removal","Castilleja","grass","POPR",5,0.1
2,5,3,2,"Removal","Community","forb","CHAN",6,0.1
2,5,3,2,"Removal","Community","forb","DEBA",4,0.12
2,5,3,2,"Removal","Community","forb","EREL",2,0.025
2,5,3,2,"Removal","Community","forb","FRVI",2,0.03
2,5,3,2,"Removal","Community","forb","HEQU",3,0.08
2,5,3,2,"Removal","Community","forb","HYHO",8,0.15
2,5,3,2,"Removal","Community","forb","LIPO",2,0.2
2,5,3,2,"Removal","Community","forb","MECI",2,0.02
2,5,3,2,"Removal","Community","forb","POGR",4,0.015
2,5,3,2,"Removal","Community","forb","SECR",3,0.02
2,5,3,2,"Removal","Community","forb","VAOC",1,0.02
2,5,3,2,"Removal","Community","grass","BRPU",5,0.01
2,5,3,2,"Removal","Community","grass","ELGL",2,0.06
2,5,3,2,"Removal","Community","grass","MESP",6,0.12
2,5,3,2,"Removal","Community","legume","LUAR",1,0.03
2,5,3,2,"Removal","Community","shrub","RIMO",1,0.1
2,6,3,2,"Control","Community","forb","ANSE",1,0.001
2,6,3,2,"Control","Community","forb","AQCO",2,0.04
2,6,3,2,"Control","Community","forb","BOST",3,0.001
2,6,3,2,"Control","Community","forb","DEBA",1,0.015
2,6,3,2,"Control","Community","forb","EREL",1,0.01
2,6,3,2,"Control","Community","forb","ERSP",2,0.01
2,6,3,2,"Control","Community","forb","FRVI",2,0.01
2,6,3,2,"Control","Community","forb","GERI",2,0.01
2,6,3,2,"Control","Community","forb","HEMA",2,0.15
2,6,3,2,"Control","Community","forb","HEQU",4,0.07
2,6,3,2,"Control","Community","forb","HYHO",6,0.15
2,6,3,2,"Control","Community","forb","LIPO",4,0.12
2,6,3,2,"Control","Community","forb","POGR",1,0.01
2,6,3,2,"Control","Community","forb","SECR",5,0.05
2,6,3,2,"Control","Community","forb","VAOC",3,0.04
2,6,3,2,"Control","Community","grass","BRPU",7,0.08
2,6,3,2,"Control","Community","grass","ELGL",2,0.04
2,6,3,2,"Control","Community","grass","MESP",7,0.05
2,6,3,2,"Control","Community","shrub","RIMO",2,0.2
2,7,4,2,"Removal","Mixed","forb","EREL",1,0.03
2,7,4,2,"Removal","Mixed","forb","HEMA",1,0.3
2,7,4,2,"Removal","Mixed","forb","HEQU",5,0.2
2,7,4,2,"Removal","Mixed","forb","HYHO",3,0.06
2,7,4,2,"Removal","Mixed","forb","LIPO",3,0.25
2,7,4,2,"Removal","Mixed","forb","MECI",1,0.003
2,7,4,2,"Removal","Mixed","forb","POGR",1,0.03
2,7,4,2,"Removal","Mixed","forb","SECR",1,0.01
2,7,4,2,"Removal","Mixed","forb","VAOC",2,0.04
2,7,4,2,"Removal","Mixed","grass","ELGL",5,0.04
2,7,4,2,"Removal","Mixed","grass","MESP",9,0.05
2,8,4,2,"Control","Mixed","forb","AGGL",1,0.01
2,8,4,2,"Control","Mixed","forb","AQCO",1,0.02
2,8,4,2,"Control","Mixed","forb","DEBA",1,0.01
2,8,4,2,"Control","Mixed","forb","FRVI",6,0.08
2,8,4,2,"Control","Mixed","forb","GEPA",3,0.02
2,8,4,2,"Control","Mixed","forb","GERI",2,0.02
2,8,4,2,"Control","Mixed","forb","HEMA",1,0.15
2,8,4,2,"Control","Mixed","forb","HEQU",3,0.04
2,8,4,2,"Control","Mixed","forb","HYHO",2,0.05
2,8,4,2,"Control","Mixed","forb","LIPO",3,0.1
2,8,4,2,"Control","Mixed","forb","MECI",1,0.005
2,8,4,2,"Control","Mixed","forb","POGR",3,0.04
2,8,4,2,"Control","Mixed","forb","SECR",7,0.04
2,8,4,2,"Control","Mixed","forb","THFE",9,0.25
2,8,4,2,"Control","Mixed","grass","BRPU",5,0.01
2,8,4,2,"Control","Mixed","grass","ELGL",8,0.02
2,8,4,2,"Control","Mixed","grass","MESP",5,0.03
2,8,4,2,"Control","Mixed","grass","PHAL",4,0.04
2,8,4,2,"Control","Mixed","grass","TRSP",3,0.01
2,8,4,2,"Control","Mixed","shrub","RIMO",2,0.3
2,9,5,3,"Control","Mixed","forb","CHAN",5,0.2
2,9,5,3,"Control","Mixed","forb","DEBA",3,0.03
2,9,5,3,"Control","Mixed","forb","EREL",4,0.08
2,9,5,3,"Control","Mixed","forb","FRVI",1,0.01
2,9,5,3,"Control","Mixed","forb","GERI",2,0.01
2,9,5,3,"Control","Mixed","forb","HEMA",2,0.35
2,9,5,3,"Control","Mixed","forb","HYHO",1,0.01
2,9,5,3,"Control","Mixed","forb","LIPO",1,0.04
2,9,5,3,"Control","Mixed","forb","MECI",4,0.06
2,9,5,3,"Control","Mixed","forb","MOUN",7,0.03
2,9,5,3,"Control","Mixed","forb","POGR",1,0.01
2,9,5,3,"Control","Mixed","forb","RUSA",1,0.07
2,9,5,3,"Control","Mixed","forb","SECR",5,0.02
2,9,5,3,"Control","Mixed","grass","CACA",7,0.15
2,9,5,3,"Control","Mixed","grass","ELGL",6,0.05
2,10,5,3,"Removal","Mixed","forb","ANSE",2,0.02
2,10,5,3,"Removal","Mixed","forb","CHAN",5,0.07
2,10,5,3,"Removal","Mixed","forb","DEBA",1,0.05
2,10,5,3,"Removal","Mixed","forb","DRSP",2,0.002
2,10,5,3,"Removal","Mixed","forb","EREL",4,0.1
2,10,5,3,"Removal","Mixed","forb","GABI",10,0.01
2,10,5,3,"Removal","Mixed","forb","HEMA",1,0.04
2,10,5,3,"Removal","Mixed","forb","MECI",1,0.01
2,10,5,3,"Removal","Mixed","forb","RUSA",2,0.08
2,10,5,3,"Removal","Mixed","forb","SECR",4,0.02
2,10,5,3,"Removal","Mixed","forb","VINU",3,0.01
2,10,5,3,"Removal","Mixed","grass","ELGL",8,0.1
2,10,5,3,"Removal","Mixed","grass","MESP",5,0.15
2,11,6,3,"Removal","Community","forb","AQCO",2,0.07
2,11,6,3,"Removal","Community","forb","CHAN",2,0.04
2,11,6,3,"Removal","Community","forb","DOEN",2,0.025
2,11,6,3,"Removal","Community","forb","EREL",2,0.01
2,11,6,3,"Removal","Community","forb","GERI",1,0.01
2,11,6,3,"Removal","Community","forb","HEMA",1,0.015
2,11,6,3,"Removal","Community","forb","HEQU",4,0.07
2,11,6,3,"Removal","Community","forb","HYHO",2,0.03
2,11,6,3,"Removal","Community","forb","LIPO",3,0.09
2,11,6,3,"Removal","Community","forb","POGR",2,0.02
2,11,6,3,"Removal","Community","forb","SECR",3,0.01
2,11,6,3,"Removal","Community","forb","VAOC",6,0.1
2,11,6,3,"Removal","Community","grass","BRPU",4,0.025
2,11,6,3,"Removal","Community","grass","ELGL",9,0.04
2,11,6,3,"Removal","Community","grass","MESP",1,0.02
2,11,6,3,"Removal","Community","shrub","RIMO",2,0.25
2,12,6,3,"Control","Community","forb","AQCO",1,0.015
2,12,6,3,"Control","Community","forb","CHAN",5,0.04
2,12,6,3,"Control","Community","forb","DEBA",1,0.05
2,12,6,3,"Control","Community","forb","ERCO",1,0.005
2,12,6,3,"Control","Community","forb","FRVI",3,0.02
2,12,6,3,"Control","Community","forb","HEMA",1,0.06
2,12,6,3,"Control","Community","forb","HEQU",5,0.2
2,12,6,3,"Control","Community","forb","HYHO",3,0.03
2,12,6,3,"Control","Community","forb","LIPO",1,0.04
2,12,6,3,"Control","Community","forb","MECI",2,0.015
2,12,6,3,"Control","Community","forb","POGR",1,0.02
2,12,6,3,"Control","Community","forb","SECR",3,0.03
2,12,6,3,"Control","Community","forb","VAOC",1,0.01
2,12,6,3,"Control","Community","grass","BRPU",1,0.001
2,12,6,3,"Control","Community","grass","ELGL",5,0.04
2,12,6,3,"Control","Community","grass","MESP",3,0.04
2,12,6,3,"Control","Community","grass","POPR",2,0.02
2,12,6,3,"Control","Community","legume","LUAR",1,0.01
2,12,6,3,"Control","Community","shrub","RIMO",2,0.08
2,13,7,4,"Control","Castilleja","forb","AGGL",1,0.01
2,13,7,4,"Control","Castilleja","forb","BAVU",1,0.001
2,13,7,4,"Control","Castilleja","forb","CHAN",1,0.01
2,13,7,4,"Control","Castilleja","forb","EREL",2,0.035
2,13,7,4,"Control","Castilleja","forb","HEMA",2,0.03
2,13,7,4,"Control","Castilleja","forb","HEQU",3,0.12
2,13,7,4,"Control","Castilleja","forb","HYHO",5,0.15
2,13,7,4,"Control","Castilleja","forb","LIPO",3,0.07
2,13,7,4,"Control","Castilleja","forb","POGR",3,0.035
2,13,7,4,"Control","Castilleja","forb","SECR",4,0.02
2,13,7,4,"Control","Castilleja","forb","VINU",1,0.005
2,13,7,4,"Control","Castilleja","grass","ELGL",7,0.02
2,13,7,4,"Control","Castilleja","grass","MESP",5,0.05
2,13,7,4,"Control","Castilleja","legume","LUAR",6,0.1
2,14,7,4,"Removal","Castilleja","forb","AQCO",1,0.02
2,14,7,4,"Removal","Castilleja","forb","CHAN",5,0.07
2,14,7,4,"Removal","Castilleja","forb","DEBA",2,0.02
2,14,7,4,"Removal","Castilleja","forb","EREL",1,0.01
2,14,7,4,"Removal","Castilleja","forb","FRVI",8,0.05
2,14,7,4,"Removal","Castilleja","forb","HEQU",6,0.25
2,14,7,4,"Removal","Castilleja","forb","HYHO",2,0.025
2,14,7,4,"Removal","Castilleja","forb","LIPO",1,0.03
2,14,7,4,"Removal","Castilleja","forb","POGR",2,0.025
2,14,7,4,"Removal","Castilleja","forb","SECR",5,0.03
2,14,7,4,"Removal","Castilleja","forb","VAOC",2,0.04
2,14,7,4,"Removal","Castilleja","grass","BRPU",4,0.005
2,14,7,4,"Removal","Castilleja","grass","ELGL",6,0.04
2,14,7,4,"Removal","Castilleja","grass","MESP",9,0.15
2,15,8,4,"Control","Control","forb","AGGL",1,0.005
2,15,8,4,"Control","Control","forb","BOST",2,0.001
2,15,8,4,"Control","Control","forb","CHAN",12,0.08
2,15,8,4,"Control","Control","forb","EREL",2,0.035
2,15,8,4,"Control","Control","forb","FRVI",1,0.01
2,15,8,4,"Control","Control","forb","GERI",1,0.01
2,15,8,4,"Control","Control","forb","HEQU",7,0.15
2,15,8,4,"Control","Control","forb","HYHO",1,0.01
2,15,8,4,"Control","Control","forb","LIPO",1,0.01
2,15,8,4,"Control","Control","forb","POGR",3,0.035
2,15,8,4,"Control","Control","forb","SECR",6,0.1
2,15,8,4,"Control","Control","grass","ELGL",13,0.03
2,15,8,4,"Control","Control","grass","MESP",8,0.1
2,15,8,4,"Control","Control","legume","LUAR",9,0.2
2,16,8,4,"Removal","Control","forb","AGGL",1,0.01
2,16,8,4,"Removal","Control","forb","CHAN",10,0.2
2,16,8,4,"Removal","Control","forb","DEBA",1,0.03
2,16,8,4,"Removal","Control","forb","EREL",2,0.04
2,16,8,4,"Removal","Control","forb","HEQU",3,0.25
2,16,8,4,"Removal","Control","forb","HYHO",1,0.015
2,16,8,4,"Removal","Control","forb","POGR",1,0.02
2,16,8,4,"Removal","Control","forb","SECR",4,0.06
2,16,8,4,"Removal","Control","grass","ELGL",3,0.01
2,16,8,4,"Removal","Control","grass","MESP",7,0.12
2,17,9,5,"Control","Mixed","forb","ANSE",6,0.005
2,17,9,5,"Control","Mixed","forb","BAVU",5,0.005
2,17,9,5,"Control","Mixed","forb","CHAN",6,0.12
2,17,9,5,"Control","Mixed","forb","DEBA",1,0.04
2,17,9,5,"Control","Mixed","forb","EREL",1,0.01
2,17,9,5,"Control","Mixed","forb","FRVI",5,0.02
2,17,9,5,"Control","Mixed","forb","HEMA",1,0.015
2,17,9,5,"Control","Mixed","forb","HYHO",9,0.15
2,17,9,5,"Control","Mixed","forb","LIPO",2,0.2
2,17,9,5,"Control","Mixed","forb","MECI",3,0.02
2,17,9,5,"Control","Mixed","forb","RUSA",1,0.01
2,17,9,5,"Control","Mixed","forb","SECR",1,0.015
2,17,9,5,"Control","Mixed","grass","ELGL",7,0.02
2,17,9,5,"Control","Mixed","grass","MESP",4,0.01
2,17,9,5,"Control","Mixed","legume","LUAR",8,0.15
2,18,9,5,"Removal","Mixed","forb","ANSE",2,0.001
2,18,9,5,"Removal","Mixed","forb","CHAN",7,0.15
2,18,9,5,"Removal","Mixed","forb","EREL",1,0.01
2,18,9,5,"Removal","Mixed","forb","ERGR",3,0.003
2,18,9,5,"Removal","Mixed","forb","FRVI",6,0.04
2,18,9,5,"Removal","Mixed","forb","GERI",1,0.005
2,18,9,5,"Removal","Mixed","forb","HEMA",1,0.08
2,18,9,5,"Removal","Mixed","forb","HYHO",5,0.05
2,18,9,5,"Removal","Mixed","forb","LIPO",3,0.08
2,18,9,5,"Removal","Mixed","forb","MECI",4,0.02
2,18,9,5,"Removal","Mixed","forb","SECR",1,0.015
2,18,9,5,"Removal","Mixed","grass","ELGL",4,0.01
2,18,9,5,"Removal","Mixed","grass","MESP",3,0.07
2,18,9,5,"Removal","Mixed","legume","LUAR",1,0.015
2,19,10,5,"Control","Control","forb","AGGL",2,0.02
2,19,10,5,"Control","Control","forb","CHAN",8,0.07
2,19,10,5,"Control","Control","forb","ERCO",1,0.002
2,19,10,5,"Control","Control","forb","GERI",2,0.03
2,19,10,5,"Control","Control","forb","HEQU",3,0.1
2,19,10,5,"Control","Control","forb","HYHO",3,0.08
2,19,10,5,"Control","Control","forb","POGR",1,0.02
2,19,10,5,"Control","Control","forb","RHIN",10,0.04
2,19,10,5,"Control","Control","forb","SECR",3,0.025
2,19,10,5,"Control","Control","forb","VINU",1,0.005
2,19,10,5,"Control","Control","grass","BRPU",3,0.005
2,19,10,5,"Control","Control","grass","MESP",5,0.03
2,19,10,5,"Control","Control","legume","LUAR",3,0.08
2,20,10,5,"Removal","Control","forb","AQCO",1,0.02
2,20,10,5,"Removal","Control","forb","CHAN",2,0.015
2,20,10,5,"Removal","Control","forb","ERCO",2,0.01
2,20,10,5,"Removal","Control","forb","FRVI",7,0.03
2,20,10,5,"Removal","Control","forb","HYHO",3,0.06
2,20,10,5,"Removal","Control","forb","POGR",3,0.03
2,20,10,5,"Removal","Control","forb","RHIN",5,0.05
2,20,10,5,"Removal","Control","forb","SECR",1,0.04
2,20,10,5,"Removal","Control","grass","BRPU",4,0.03
2,20,10,5,"Removal","Control","grass","ELGL",5,0.02
2,20,10,5,"Removal","Control","grass","MESP",2,0.03
2,20,10,5,"Removal","Control","legume","LUAR",2,0.025
2,21,11,3,"Control","Castilleja","forb","CHAN",10,0.2
2,21,11,3,"Control","Castilleja","forb","DEBA",1,0.02
2,21,11,3,"Control","Castilleja","forb","EREL",9,0.05
2,21,11,3,"Control","Castilleja","forb","HEMA",2,0.04
2,21,11,3,"Control","Castilleja","forb","HEQU",2,0.08
2,21,11,3,"Control","Castilleja","forb","HYCA",1,0.005
2,21,11,3,"Control","Castilleja","forb","HYHO",1,0.015
2,21,11,3,"Control","Castilleja","forb","LIPO",2,0.08
2,21,11,3,"Control","Castilleja","forb","MECI",1,0.01
2,21,11,3,"Control","Castilleja","forb","POGR",1,0.02
2,21,11,3,"Control","Castilleja","forb","SECR",2,0.01
2,21,11,3,"Control","Castilleja","forb","VAOC",3,0.15
2,21,11,3,"Control","Castilleja","grass","BRPU",1,0.001
2,21,11,3,"Control","Castilleja","grass","ELGL",10,0.05
2,21,11,3,"Control","Castilleja","grass","MESP",2,0.002
2,21,11,3,"Control","Castilleja","shrub","RIMO",1,0.25
2,22,11,3,"Removal","Castilleja","forb","CHAN",1,0.015
2,22,11,3,"Removal","Castilleja","forb","EREL",2,0.01
2,22,11,3,"Removal","Castilleja","forb","FRVI",4,0.02
2,22,11,3,"Removal","Castilleja","forb","HEMA",2,0.3
2,22,11,3,"Removal","Castilleja","forb","HEQU",8,0.15
2,22,11,3,"Removal","Castilleja","forb","HYHO",2,0.02
2,22,11,3,"Removal","Castilleja","forb","LIPO",2,0.08
2,22,11,3,"Removal","Castilleja","forb","MECI",2,0.02
2,22,11,3,"Removal","Castilleja","forb","POGR",5,0.1
2,22,11,3,"Removal","Castilleja","forb","SECR",6,0.04
2,22,11,3,"Removal","Castilleja","forb","THFE",1,0.01
2,22,11,3,"Removal","Castilleja","forb","VAOC",6,0.12
2,22,11,3,"Removal","Castilleja","grass","BRPU",1,0.001
2,22,11,3,"Removal","Castilleja","grass","ELGL",3,0.005
2,22,11,3,"Removal","Castilleja","grass","MESP",10,0.03
2,22,11,3,"Removal","Castilleja","sedge","CAHO",5,0.005
2,22,11,3,"Removal","Castilleja","shrub","RIMO",1,0.05
2,23,12,3,"Control","Control","forb","AQCO",2,0.03
2,23,12,3,"Control","Control","forb","CHAN",4,0.05
2,23,12,3,"Control","Control","forb","DEBA",1,0.02
2,23,12,3,"Control","Control","forb","ERCO",1,0.005
2,23,12,3,"Control","Control","forb","EREL",2,0.03
2,23,12,3,"Control","Control","forb","GEPA",1,0.01
2,23,12,3,"Control","Control","forb","HEQU",5,0.15
2,23,12,3,"Control","Control","forb","HYHO",3,0.08
2,23,12,3,"Control","Control","forb","LIPO",4,0.2
2,23,12,3,"Control","Control","forb","POGR",2,0.06
2,23,12,3,"Control","Control","forb","SECR",7,0.1
2,23,12,3,"Control","Control","forb","VAOC",1,0.02
2,23,12,3,"Control","Control","forb","VINU",1,0.005
2,23,12,3,"Control","Control","grass","BRPU",3,0.01
2,23,12,3,"Control","Control","grass","ELGL",8,0.04
2,23,12,3,"Control","Control","grass","MESP",4,0.1
2,24,12,3,"Removal","Control","forb","CAPE",3,0.005
2,24,12,3,"Removal","Control","forb","ERSP",3,0.06
2,24,12,3,"Removal","Control","forb","HEQU",6,0.1
2,24,12,3,"Removal","Control","forb","HYHO",3,0.03
2,24,12,3,"Removal","Control","forb","LIPO",1,0.03
2,24,12,3,"Removal","Control","forb","POGR",8,0.2
2,24,12,3,"Removal","Control","grass","BRPU",3,0.01
2,24,12,3,"Removal","Control","grass","MESP",5,0.05
2,24,12,3,"Removal","Control","legume","LUAR",4,0.1
2,24,12,3,"Removal","Control","sedge","CAHO",6,0.03
2,25,13,1,"Removal","Control","forb","AQCO",1,0.03
2,25,13,1,"Removal","Control","forb","BOST",2,0.001
2,25,13,1,"Removal","Control","forb","CHAN",2,0.01
2,25,13,1,"Removal","Control","forb","EREL",1,0.02
2,25,13,1,"Removal","Control","forb","FRVI",6,0.04
2,25,13,1,"Removal","Control","forb","GERI",1,0.01
2,25,13,1,"Removal","Control","forb","HEQU",10,0.24
2,25,13,1,"Removal","Control","forb","LIPO",2,0.08
2,25,13,1,"Removal","Control","forb","POGR",4,0.05
2,25,13,1,"Removal","Control","forb","SECR",1,0.005
2,25,13,1,"Removal","Control","grass","BRPU",5,0.01
2,25,13,1,"Removal","Control","grass","ELGL",4,0.01
2,25,13,1,"Removal","Control","legume","LUAR",8,0.15
2,25,13,1,"Removal","Control","sedge","CAHO",8,0.03
2,26,13,1,"Control","Control","forb","DEBA",1,0.03
2,26,13,1,"Control","Control","forb","EREL",1,0.01
2,26,13,1,"Control","Control","forb","ERSP",1,0.05
2,26,13,1,"Control","Control","forb","FRVI",1,0.005
2,26,13,1,"Control","Control","forb","HEQU",4,0.15
2,26,13,1,"Control","Control","forb","LIPO",2,0.15
2,26,13,1,"Control","Control","forb","MECI",1,0.015
2,26,13,1,"Control","Control","forb","POGR",4,0.05
2,26,13,1,"Control","Control","forb","VAOC",2,0.04
2,26,13,1,"Control","Control","grass","BRPU",2,0.01
2,26,13,1,"Control","Control","grass","MESP",8,0.04
2,26,13,1,"Control","Control","legume","LUAR",4,0.04
2,26,13,1,"Control","Control","sedge","CAHO",3,0.005
2,27,14,1,"Control","Community","forb","DEBA",1,0.015
2,27,14,1,"Control","Community","forb","EREL",1,0.025
2,27,14,1,"Control","Community","forb","GABI",1,0.002
2,27,14,1,"Control","Community","forb","HEQU",4,0.15
2,27,14,1,"Control","Community","forb","HYHO",4,0.1
2,27,14,1,"Control","Community","forb","POGR",1,0.015
2,27,14,1,"Control","Community","forb","SECR",3,0.02
2,27,14,1,"Control","Community","grass","ELGL",7,0.06
2,27,14,1,"Control","Community","grass","MESP",4,0.015
2,27,14,1,"Control","Community","shrub","RIMO",2,0.3
2,28,14,1,"Removal","Community","forb","ANSE",2,0.002
2,28,14,1,"Removal","Community","forb","DEBA",1,0.01
2,28,14,1,"Removal","Community","forb","FRVI",2,0.005
2,28,14,1,"Removal","Community","forb","GABI",15,0.01
2,28,14,1,"Removal","Community","forb","HEMA",1,0.1
2,28,14,1,"Removal","Community","forb","HEQU",1,0.04
2,28,14,1,"Removal","Community","forb","HYHO",7,0.2
2,28,14,1,"Removal","Community","forb","MECI",1,0.01
2,28,14,1,"Removal","Community","forb","POGR",3,0.015
2,28,14,1,"Removal","Community","forb","SECR",3,0.03
2,28,14,1,"Removal","Community","grass","ELGL",9,0.1
2,28,14,1,"Removal","Community","grass","MESP",6,0.04
2,28,14,1,"Removal","Community","sedge","CAHO",1,0.01
2,28,14,1,"Removal","Community","shrub","RIMO",1,0.25
2,29,15,1,"Control","Castilleja","forb","DEBA",2,0.01
2,29,15,1,"Control","Castilleja","forb","ERCO",4,0.01
2,29,15,1,"Control","Castilleja","forb","EREL",1,0.01
2,29,15,1,"Control","Castilleja","forb","HEQU",4,0.1
2,29,15,1,"Control","Castilleja","forb","LIPO",1,0.12
2,29,15,1,"Control","Castilleja","forb","MOUN",1,0.002
2,29,15,1,"Control","Castilleja","forb","POGR",5,0.06
2,29,15,1,"Control","Castilleja","forb","RHIN",1,0.005
2,29,15,1,"Control","Castilleja","forb","SECR",2,0.02
2,29,15,1,"Control","Castilleja","forb","VINU",1,0.001
2,29,15,1,"Control","Castilleja","grass","ELGL",11,0.05
2,29,15,1,"Control","Castilleja","grass","MESP",7,0.05
2,29,15,1,"Control","Castilleja","grass","TRSP",2,0.05
2,29,15,1,"Control","Castilleja","legume","LUAR",9,0.25
2,30,15,1,"Removal","Castilleja","forb","ANSE",3,0.01
2,30,15,1,"Removal","Castilleja","forb","ERCO",1,0.005
2,30,15,1,"Removal","Castilleja","forb","GABI",1,0.01
2,30,15,1,"Removal","Castilleja","forb","LIPO",1,0.05
2,30,15,1,"Removal","Castilleja","forb","POGR",1,0.005
2,30,15,1,"Removal","Castilleja","forb","SECR",6,0.15
2,30,15,1,"Removal","Castilleja","forb","VINU",1,0.002
2,30,15,1,"Removal","Castilleja","grass","BRPU",3,0.01
2,30,15,1,"Removal","Castilleja","grass","ELGL",6,0.08
2,30,15,1,"Removal","Castilleja","grass","MESP",5,0.2
