year,date,site,fieldplot,pair,plot,block,collection,litter,removal,elevation,disturbance_distance,disturbance_type,family,genus,species,code,functional_group,life_history,cover,count,nearest_neighbor,percent_cover
2024,8/8/24,Emerald Lake,5A,5,9,3,Post,Mixed,C,3214.160476,3.46,Treeline,Poaceae,Calamagrostis,canadensis,CACA,grass,perennial,15,7,0,0.15
2024,8/8/24,Emerald Lake,5A,5,9,3,Post,Mixed,C,3214.160476,3.46,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,20,5,0,0.2
2024,8/8/24,Emerald Lake,5A,5,9,3,Post,Mixed,C,3214.160476,3.46,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,35,2,0,0.35
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Brassicaceae,Draba,spectabilis,DRSP,forb,perennial,0.2,2,0,0.002
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Rubiaceae,Galium,bifolium,GABI,forb,perennial,1,10,0,0.01
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,,,,litter,environmental,,1,0,0,0.01
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1,1,0,0.01
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,,,,rock,environmental,,1,0,0,0.01
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Violaceae,Viola,nuttallii,VINU,forb,perennial,1,3,0,0.01
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,2,2,0,0.02
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,4,0,0.02
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,4,1,0,0.04
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,5,1,0,0.05
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,7,5,0,0.07
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Polygonaceae,Rumex,salicifolius,RUSA,forb,perennial,8,2,0,0.08
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Asteraceae,Erigeron,elatior,EREL,forb,perennial,10,4,0,0.1
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Poaceae,Elymus,glaucus,ELGL,grass,perennial,10,8,0,0.1
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,Poaceae,Melica,spectabilis,MESP,grass,perennial,15,5,0,0.15
2024,8/8/24,Emerald Lake,5B,5,10,3,Post,Mixed,R,3214.758873,5.78,Trail,,,,bare,environmental,,50,0,0,0.5
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,1,2,0,0.01
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,1,0,0.01
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,,,,litter,environmental,,1,0,0,0.01
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1,3,0,0.01
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,1.5,1,0,0.015
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,2,1,0,0.02
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,2,0,0.02
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Poaceae,Bromus,pumpellianus,BRPU,grass,perennial,2.5,4,0,0.025
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Asteraceae,Doellingeria,engelmannii,DOEN,forb,perennial,2.5,2,0,0.025
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,2,0,0.03
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,4,2,0,0.04
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,9,0,0.04
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,7,2,0,0.07
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,7,4,0,0.07
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,9,3,0,0.09
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,10,6,0,0.1
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,Grossulariaceae,Ribes,montigenum,RIMO,Shrub,perennial,25,2,0,0.25
2024,8/5/24,Emerald Lake,6A,6,11,3,Post,Community,R,3218.005592,4.27,Treeline,,,,bare,environmental,,50,0,0,0.5
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Poaceae,Bromus,pumpellianus,BRPU,grass,perennial,0.1,1,0,0.001
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Asteraceae,Erigeron,coulteri,ERCO,forb,perennial,0.5,1,0,0.005
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,1,1,0,0.01
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,,,,rock,environmental,,1,0,0,0.01
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,1,1,0,0.01
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,1.5,1,0,0.015
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,1.5,2,1,0.015
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,3,0,0.02
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,1,0,0.02
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Poaceae,Poa,pratensis,POPR,grass,perennial,2,2,0,0.02
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,3,3,1,0.03
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,3,3,0,0.03
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,4,5,0,0.04
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,5,1,0.04
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,4,1,1,0.04
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,4,3,1,0.04
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,5,2,0,0.05
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,5,1,1,0.05
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,6,1,0,0.06
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Grossulariaceae,Ribes,montigenum,RIMO,Shrub,perennial,8,2,0,0.08
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,20,5,0,0.2
2024,8/5/24,Emerald Lake,6B,6,12,3,Post,Community,C,3214.805304,5.16,Treeline,,,,bare,environmental,,25,0,0,0.25
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.1,1,0,0.001
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Violaceae,Viola,nuttallii,VINU,forb,perennial,0.5,1,1,0.005
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Asteraceae,Agoseris,glauca,AGGL,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,,,,litter,environmental,,1,0,0,0.01
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,7,1,0.02
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,2,4,0,0.02
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,3,2,0,0.03
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,3,2,0,0.03
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,,,,rock,environmental,,3,0,0,0.03
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,3.5,2,1,0.035
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,3.5,3,0,0.035
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,5,5,0,0.05
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,7,3,0,0.07
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,10,6,0,0.1
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,12,3,0,0.12
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,15,5,0,0.15
2024,8/6/24,Emerald Lake,7A,7,13,4,Post,Castilleja,C,3210.215198,3.3,Treeline,,,,bare,environmental,,50,0,0,0.5
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Poaceae,Bromus,pumpellianus,BRPU,grass,perennial,0.5,4,0,0.005
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Ranunculaceae,Aquilegia,Coerulea,AQCO,forb,perennial,2,1,0,0.02
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,2,2,0,0.02
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,,,,litter,environmental,,2,0,0,0.02
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,,,,rock,environmental,,2,0,0,0.02
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,2.5,2,0,0.025
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2.5,2,0,0.025
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,3,1,0,0.03
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,3,5,0,0.03
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,4,6,0,0.04
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Caprifoliaceae,Valeriana,occidentalis,VAOC,forb,perennial,4,2,0,0.04
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,5,8,0,0.05
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,7,5,0,0.07
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,15,9,0,0.15
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,25,6,0,0.25
2024,8/6/24,Emerald Lake,7B,7,14,4,Post,Castilleja,R,3210.283085,4.7,Treeline,,,,bare,environmental,,40,0,0,0.4
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Brassicaceae,Boechera,stricta,BOST,forb,biennial,0.1,2,1,0.001
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Asteraceae,Agoseris,glauca,AGGL,forb,perennial,0.5,1,0,0.005
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,1.5,1,0,0.015
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,3,13,1,0.03
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,,,,rock,environmental,,3,0,0,0.03
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,3.5,2,1,0.035
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,3.5,3,1,0.035
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,8,12,0,0.08
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,10,8,1,0.1
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,10,6,0,0.1
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,15,7,1,0.15
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,20,9,1,0.2
2024,8/6/24,Emerald Lake,8A,8,15,4,Post,Control,C,3207.142886,4.18,Treeline,,,,bare,environmental,,45,0,0,0.45
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Asteraceae,Agoseris,glauca,AGGL,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,1,3,0,0.01
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,1.5,1,0,0.015
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Rosaceae,Potentilla,gracilis,POGR,forb,perennial,2,1,0,0.02
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,,,,rock,environmental,,2,0,0,0.02
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,3,1,0,0.03
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,4,2,0,0.04
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,6,4,0,0.06
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,12,7,0,0.12
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,20,10,0,0.2
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,Asteraceae,Helianthella,quinquenervis,HEQU,forb,perennial,25,3,0,0.25
2024,8/6/24,Emerald Lake,8B,8,16,4,Post,Control,R,3209.155604,4.61,Treeline,,,,bare,environmental,,40,0,0,0.4
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.5,6,0,0.005
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Brassicaceae,Barbarea,vulgaris,BAVU,forb,biennial,0.5,5,0,0.005
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,1,4,1,0.01
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Polygonaceae,Rumex,salicifolius,RUSA,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,1.5,1,0,0.015
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1.5,1,1,0.015
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,2,7,1,0.02
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,5,1,0.02
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,2,3,0,0.02
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Ranunculaceae,Delphinium,barbeyi,DEBA,forb,perennial,4,1,1,0.04
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,,,,litter,environmental,,4,0,0,0.04
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Orobanchaceae,Castilleja,septentrionalis,CASE,hemiparasite,perennial,10,3,0,0.1
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Onagraceae,Chamaenuerion,angustifolium,CHAN,forb,perennial,12,6,0,0.12
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,12,9,0,0.12
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,15,9,0,0.15
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,15,8,1,0.15
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,Apiaceae,Ligusticum,porteri,LIPO,forb,perennial,20,2,1,0.2
2024,8/6/24,Emerald Lake,9A,9,17,5,Post,Mixed,C,3208.278304,3.12,Treeline,,,,bare,environmental,,40,0,0,0.4
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Primulaceae,Androsace,septentrionalis,ANSE,forb,annual,0.1,2,0,0.001
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Liliaceae,Erythronium,grandiflorum,ERGR,forb,perennial,0.3,3,0,0.003
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Geraniaceae,Geranium,richardsonii,GERI,forb,perennial,0.5,1,0,0.005
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Poaceae,Elymus,glaucus,ELGL,grass,perennial,1,4,0,0.01
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Asteraceae,Erigeron,elatior,EREL,forb,perennial,1,1,0,0.01
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,,,,litter,environmental,,1,0,0,0.01
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Fabaceae,Lupinus,argentus,LUAR,legume,perennial,1.5,1,0,0.015
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Asteraceae,Senecio,crassulus,SECR,forb,perennial,1.5,1,0,0.015
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,2,6,0,0.02
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Boraginaceae,Mertensia,ciliata,MECI,forb,perennial,2,4,0,0.02
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,,,,rock,environmental,,2,0,0,0.02
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Rosaceae,Fragaria,virginiana,FRVI,forb,perennial,4,6,0,0.04
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Asteraceae,Hymenoxys,hoopesii,HYHO,forb,perennial,5,5,0,0.05
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Poaceae,Melica,spectabilis,MESP,grass,perennial,7,3,0,0.07
2024,8/6/24,Emerald Lake,9B,9,18,5,Post,Mixed,R,3207.1131,4.35,Treeline,Apiaceae,Heracleum,maximum,HEMA,forb,perennial,8,1,0,0.08
