TagID,Year_t,Goodbuds_t,logvol_t,Year_t1,Survival_t1,logvol_t1
45,2010,9,10.52283323,2011,1,10.77167311
46,2010,0,9.580279088,2011,1,9.806221814
47,2010,0,8.901103582,2011,1,8.79887686
48,2010,0,10.39293789,2011,1,9.622410988
49,2010,4,11.3470079,2011,1,11.37277674
50,2010,0,10.33546261,2011,1,10.00358125
51,2010,1,10.75456759,2011,1,10.54188172
52,2010,0,8.424508386,2011,1,6.628142736
53,2010,0,4.902532765,2011,1,5.394414896
54,2010,0,10.51778417,2011,1,10.21317062
55,2010,0,9.143317266,2011,1,8.484862642
56,2010,0,8.509501173,2011,1,8.397256204
57,2010,16,10.51367529,2011,1,10.29230794
58,2010,0,9.752860072,2011,1,9.662339657
59,2010,0,5.810524694,2011,1,6.070623952
60,2010,0,5.328686607,2011,1,5.337850836
61,2010,0,8.48480856,2011,1,7.239803416
62,2010,0,6.075449779,2011,1,5.770519359
63,2010,0,9.991751267,2011,0,NA
64,2010,0,5.328686607,2011,1,6.402225258
65,2010,0,0.857047813,2011,1,2.762466601
66,2010,NA,NA,2011,NA,6.574075515
67,2010,NA,NA,2011,NA,8.296248003
68,2010,NA,NA,2011,NA,8.662703532
TR1,2010,0,8.449918101,2011,1,8.396547571
TR10,2010,0,8.109318294,2011,1,7.568517828
TR11,2010,0,8.822593387,2011,1,9.106194516
TR12,2010,0,7.305233725,2011,1,6.876721817
TR13,2010,0,9.493504426,2011,1,9.072384879
TR14,2010,0,8.889588379,2011,1,7.385736458
TR15,2010,0,8.188908206,2011,1,8.726619406
TR16,2010,0,5.985466143,2011,1,7.266399989
TR17,2010,0,6.520008294,2011,1,6.73416093
TR18,2010,0,7.500837546,2011,1,6.945714688
TR2,2010,0,7.939573059,2011,1,8.00696465
TR3,2010,0,7.311066436,2011,1,7.120446076
TR4,2010,0,8.679848605,2011,1,8.37502146
TR5,2010,0,6.751450648,2011,1,6.666190804
TR6,2010,0,7.977896308,2011,1,7.736403618
TR7,2010,0,8.338259168,2011,1,7.348866684
TR8,2010,0,6.945714688,2011,1,7.545125749
TR9,2010,0,7.716429508,2011,1,7.196034433
1,2010,10,12.09097157,2011,1,12.14795548
2,2010,9,10.39464347,2011,1,10.29240997
3,2010,25,11.02032367,2011,1,10.37742681
4,2010,19,11.7931681,2011,1,11.51485408
5,2010,55,11.57294597,2011,1,11.30285966
6,2010,121,12.59254066,2011,1,12.6602179
7,2010,2,10.64815645,2011,1,10.86727992
8,2010,0,10.20727089,2011,1,10.49376642
9,2010,6,11.25955912,2011,1,11.51646953
10,2010,1,10.09815984,2011,1,10.15832518
11,2010,1,9.084697943,2011,1,9.718429427
12,2010,0,7.949898576,2011,1,6.952559514
13,2010,28,11.42878488,2011,1,11.13481171
14,2010,18,12.36564392,2011,1,11.9595576
15,2010,0,9.692985603,2011,1,9.419617943
16,2010,66,12.90141819,2011,1,12.79225125
17,2010,7,10.77149729,2011,1,10.79031259
18,2010,10,10.91308476,2011,1,11.01924767
19,2010,0,9.915518236,2011,1,9.666910619
20,2010,45,11.67323466,2011,1,11.64746137
21,2010,3,11.34342503,2011,1,11.29994845
22,2010,71,12.73042165,2011,1,12.72496737
23,2010,3,9.804463764,2011,1,9.913654085
24,2010,11,10.0882741,2011,1,9.871427369
25,2010,0,8.156000229,2011,1,8.425427081
26,2010,32,12.4778586,2011,1,12.50102566
27,2010,0,9.232946221,2011,1,9.419936438
28,2010,0,11.30058964,2011,1,10.73213589
29,2010,0,4.181284154,2011,0,NA
30,2010,56,12.39807471,2011,1,12.55332486
31,2010,0,8.637385725,2011,1,9.407299609
32,2010,0,8.579577761,2011,0,NA
33,2010,18,12.12412602,2011,1,11.70773889
34,2010,3,10.84092801,2011,1,10.82140048
35,2010,14,11.06055662,2011,1,10.67381486
36,2010,0,7.786781999,2011,1,6.209432401
37,2010,3,10.44527653,2011,1,10.12329582
38,2010,4,10.13192671,2011,1,9.915838287
39,2010,0,9.088039318,2011,1,8.611410238
40,2010,0,8.17823637,2011,1,8.168414632
41,2010,43,11.18434598,2011,1,11.03122386
42,2010,0,2.44401287,2011,0,NA
43,2010,14,12.12573235,2011,1,11.81174153
44,2010,29,11.55307529,2011,1,11.44750098
45,2010,0,9.641822406,2011,1,8.812200056
46,2010,0,10.37441322,2011,1,8.219058365
47,2010,NA,NA,2011,1,9.364190669
48,2010,0,10.52100128,2011,1,9.555738148
49,2010,0,8.624570503,2011,1,7.458277932
50,2010,0,9.029400519,2011,1,9.026163914
51,2010,34,12.01923307,2011,1,11.79236365
52,2010,4,10.7207545,2011,1,10.2125702
53,2010,2,10.21196941,2011,1,9.981582142
54,2010,0,7.980116064,2011,1,7.955423452
56,2010,8,10.69198882,2011,1,10.40623261
57,2010,12,10.74043895,2011,1,10.44445382
58,2010,1,10.86589588,2011,1,10.8027697
59,2010,0,7.371760504,2011,0,NA
60,2010,7,11.14693657,2011,1,10.72749551
61,2010,44,12.6660401,2011,1,12.35923556
62,2010,145,13.3588327,2011,1,13.24008708
63,2010,66,11.9264601,2011,1,12.05822921
64,2010,0,9.086158852,2011,1,9.292597016
65,2010,56,13.40552743,2011,1,13.21547882
66,2010,1,10.3417148,2011,1,10.31784855
67,2010,0,9.104908071,2011,1,7.599928449
68,2010,0,11.22275881,2011,1,11.05618561
69,2010,4,12.09059001,2011,1,11.11429871
70,2010,15,11.89301217,2011,1,11.54882099
71,2010,0,9.366964596,2011,1,8.969192477
72,2010,0,8.9770747,2011,1,8.209203973
73,2010,0,9.686680729,2011,1,8.981157264
74,2010,0,4.440566752,2011,0,NA
75,2010,44,12.27439195,2011,1,11.92123874
76,2010,0,9.379847482,2011,1,9.049203146
77,2010,0,5.538921806,2011,1,5.634068256
78,2010,0,7.788519619,2011,1,7.84258684
79,2010,0,7.739485284,2011,1,6.400487638
80,2010,0,9.997582484,2011,1,10.2671198
81,2010,67,12.23161884,2011,1,12.20273999
82,2010,0,4.371904514,2011,NA,NA
84,2010,0,4.712500468,2011,1,3.421997171
85,2010,0,6.288827126,2011,NA,NA
86,2010,0,5.830327321,2011,NA,NA
87,2010,NA,NA,2011,NA,2.44401287
88,2010,NA,NA,2011,NA,5.709078077
89A,2010,NA,NA,2011,NA,0.046117597
89B,2010,NA,NA,2011,NA,-1.627858836
89C,2010,NA,NA,2011,NA,-1.627858836
89D,2010,NA,NA,2011,NA,-1.627858836
1,2010,0,5.884394542,2011,1,3.917318608
2,2010,0,8.386454271,2011,1,7.232498437
3,2010,0,7.763051559,2011,1,7.361710168
4,2010,0,5.547375808,2011,0,NA
5,2010,0,8.702376837,2011,1,7.829341614
6,2010,0,8.670549539,2011,1,7.573911585
7,2010,2,9.614691697,2011,1,8.920180714
8,2010,0,11.240528,2011,1,11.03224048
9,2010,0,10.81762433,2011,1,10.25976091
10,2010,0,8.894339665,2011,1,7.443219468
11,2010,0,7.527391569,2011,1,7.345070013
12,2010,0,11.92463885,2011,1,11.01374676
13,2010,0,9.938190247,2011,1,8.729502963
14,2010,0,3.159632906,2011,0,NA
15,2010,0,8.62393541,2011,1,8.470372793
16,2010,0,9.064502656,2011,1,9.240481015
17,2010,31,10.77479433,2011,1,11.16837173
18,2010,0,8.092747003,2011,0,NA
19,2010,0,8.778674153,2011,1,8.145425114
20,2010,0,9.65376489,2011,1,9.359973033
21,2010,0,9.387096901,2011,1,7.879172902
22,2010,0,10.07395546,2011,1,9.65493203
23,2010,0,10.50941021,2011,1,10.61101976
24,2010,0,7.00711739,2011,1,7.2769975
25,2010,0,10.07395546,2011,1,9.729383108
26,2010,0,9.852615748,2011,1,8.973862936
27,2010,0,9.280314867,2011,1,9.394631694
28,2010,0,8.603108258,2011,0,NA
29,2010,0,6.95624506,2011,0,NA
30,2010,0,9.257245159,2011,1,8.345512302
31,2010,0,7.736146383,2011,1,7.576060968
32,2010,0,8.826059595,2011,1,8.262205696
33,2010,0,1.837877066,2011,0,NA
35,2010,11,11.24164893,2011,1,11.20682247
36,2010,0,6.87914933,2011,1,5.462217999
37,2010,0,9.933856793,2011,1,7.84258684
38,2010,0,9.34584153,2011,1,9.291457043
39,2010,1,10.73943798,2011,1,10.35467018
40,2010,0,10.80509968,2011,1,10.04054214
41,2010,0,9.580279088,2011,1,9.598628227
42,2010,0,7.958769546,2011,1,6.338727861
43,2010,0,9.184156057,2011,1,7.882586128
44,2010,0,6.780560614,2011,1,5.749900072
45,2010,0,9.155615012,2011,1,8.813602472
46,2010,0,8.19718057,2011,1,8.085274988
47,2010,0,9.752860072,2011,1,9.65493203
48,2010,0,9.276677176,2011,1,9.477849987
49,2010,0,6.297901049,2011,1,6.050004664
50,2010,0,9.32042406,2011,1,9.236459323
51,2010,0,10.55566993,2011,1,10.3307178
52,2010,0,9.005332809,2011,1,9.409806541
53,2010,0,10.33405089,2011,1,9.85974882
54,2010,0,9.684874337,2011,1,8.91396766
55,2010,0,5.662888695,2011,1,5.749900072
56,2010,0,9.485603473,2011,1,9.16347882
57,2010,4,8.899113158,2011,1,9.01311171
58,2010,0,9.905287469,2011,1,9.994279714
60,2010,0,7.602872225,2011,1,5.347866569
61,2010,0,9.938190247,2011,1,10.02698277
62,2010,17,11.55808761,2011,1,11.28833364
63,2010,0,9.7494378,2011,1,9.175790066
64,2010,0,9.049395361,2011,1,8.304216173
65,2010,0,4.300843389,2011,1,5.538921806
66,2010,0,7.303957401,2011,1,7.031875042
67,2010,0,8.711493697,2011,1,7.066531694
68,2010,0,9.513886998,2011,1,9.462607944
69,2010,0,7.958769546,2011,0,NA
70,2010,0,4.641237448,2011,1,5.337850836
71,2010,0,2.818706319,2011,0,NA
72,2010,0,5.293799348,2011,1,6.104729564
73,2010,6,10.57978591,2011,1,10.60079036
74,2010,22,10.82125802,2011,1,10.14582961
75,2010,1,10.37497092,2011,1,9.939851487
76,2010,2,11.3449088,2011,1,11.03825127
77,2010,0,9.428308226,2011,1,9.602991033
78,2010,0,7.434445457,2011,1,7.403673798
79,2010,0,7.052642973,2011,1,6.206929271
80,2010,1,10.89292235,2011,1,10.95803285
81,2010,0,9.009597891,2011,1,8.624570503
82,2010,1,10.93175853,2011,1,10.80894451
83,2010,0,5.328686607,2011,1,4.88833424
84,2010,0,5.383655677,2011,1,4.808291532
85,2010,0,4.181284154,2011,1,4.065873302
86,2010,0,5.526756521,2011,1,5.648005764
87,2010,0,0.605733385,2011,1,1.175501545
88,2010,0,0.269261148,2011,1,1.03181778
89,2010,0,9.499820727,2011,NA,NA
34X,2010,0,8.229916311,2011,1,7.606198062
34Y,2010,8,10.56481106,2011,1,10.72119376
59X,2010,0,8.568397828,2011,1,8.129446206
59Y,2010,0,2.125559139,2011,0,NA
59Z,2010,0,6.252567508,2011,1,4.631085076
TR1,2010,0,7.216621682,2011,1,7.15681372
TR10,2010,0,7.973982937,2011,1,7.475267451
TR11,2010,0,7.884362327,2011,1,7.028980348
TR12,2010,0,8.711493697,2011,1,8.389552462
TR13,2010,0,8.338259168,2011,1,8.553677033
TR14,2010,0,7.896562082,2011,1,8.097159729
TR2,2010,0,8.505469789,2011,1,8.611410238
TR3,2010,0,8.235223302,2011,1,8.354070143
TR4,2010,0,7.760237129,2011,1,7.791201566
TR5,2010,0,6.834244389,2011,1,6.356035875
TR6,2010,0,6.882376874,2011,1,7.156915756
TR7,2010,0,8.354070143,2011,1,8.066305884
TR8,2010,0,6.952559514,2011,1,6.809641586
TR9,2010,0,8.243105524,2011,1,7.010253209
1,2010,14,11.50504084,2011,1,11.44750098
2,2010,0,8.568397828,2011,1,8.097159729
3,2010,0,8.437747566,2011,1,8.571278958
4,2010,3,10.87505382,2011,1,10.97226401
5,2010,0,11.6775364,2011,1,10.88579654
6,2010,0,10.39316052,2011,1,10.3393219
7,2010,0,11.52775748,2011,1,11.1114426
8,2010,0,6.952559514,2011,1,7.000696823
9,2010,0,10.35425743,2011,1,9.776441531
10,2010,6,12.60385893,2011,1,12.04801717
11,2010,0,11.1173353,2011,1,10.78142128
12,2010,0,5.287864612,2011,1,5.651919663
13,2010,0,5.934995556,2011,1,5.328686607
14,2010,0,9.665354682,2011,1,9.253553756
15,2010,13,11.86391958,2011,1,12.16903143
16,2010,0,9.26888049,2011,1,8.662703532
17,2010,0,9.197384487,2011,1,9.148663939
18,2010,0,11.6611133,2011,1,11.75658979
19,2010,0,7.995914813,2011,1,7.607239187
20,2010,1,11.15257745,2011,1,10.78615438
21,2010,0,10.55328054,2011,1,9.842399182
22,2010,0,9.505269267,2011,1,8.691835921
23,2010,0,9.493888967,2011,1,9.204341968
24,2010,0,8.263016178,2011,1,8.166408911
25,2010,0,5.8474804,2011,1,5.015930897
26,2010,0,6.453616204,2011,0,NA
27,2010,0,10.35970533,2011,1,10.66091145
28,2010,18,11.01462942,2011,1,10.90937195
29,2010,15,12.08600209,2011,1,11.36856332
30,2010,0,9.348615457,2011,0,NA
31,2010,1,10.77195739,2011,1,10.77464918
32,2010,5,10.69951066,2011,1,10.58713556
33,2010,0,7.764803092,2011,1,7.085942263
34,2010,2,11.93652656,2011,1,11.44363221
35,2010,3,10.70196714,2011,1,10.41960878
36,2010,0,6.909725045,2011,1,6.982460333
37,2010,0,7.716429508,2011,1,7.402038214
38,2010,16,12.30917708,2011,1,12.02635362
39,2010,0,7.880732559,2011,1,7.5724312
40,2010,0,4.898147861,2011,1,4.722881436
41,2010,9,12.84461924,2011,1,12.95531251
42,2010,0,11.13502376,2011,1,10.45501551
43,2010,1,11.26384616,2011,1,11.33089325
44,2010,0,4.634268778,2011,1,4.886853855
45,2010,NA,NA,2011,0,NA
46,2010,NA,NA,2011,NA,NA
47,2010,0,5.591295042,2011,NA,NA
48,2010,0,2.818706319,2011,0,NA
49,2010,0,6.834244389,2011,NA,6.268693865
50,2010,NA,NA,2011,NA,0.364571328
51,2010,NA,NA,2011,NA,2.957108642
1,2010,23,12.6341436,2011,1,12.34899249
2,2010,0,8.648570633,2011,1,7.119175428
3,2010,0,11.34468657,2011,1,11.03638521
4,2010,38,12.13156697,2011,1,11.96341257
5,2010,0,7.598748508,2011,1,7.334020177
6,2010,0,7.882586128,2011,1,8.201766868
7,2010,0,10.0300324,2011,1,9.858147539
8,2010,0,6.574075515,2011,1,6.601652283
9,2010,0,9.278751364,2011,1,9.241369712
10,2010,0,9.044424348,2011,0,NA
11,2010,0,5.811112756,2011,1,7.00711739
12,2010,0,10.22970543,2011,1,10.16369787
13,2010,28,12.05511488,2011,1,11.82304109
14,2010,0,3.830307231,2011,1,3.951556475
15,2010,3,10.98304872,2011,1,10.91521924
17,2010,6,9.6285214,2011,1,10.12722819
18,2010,0,7.849960901,2011,1,8.778674153
20,2010,0,7.562380864,2011,1,7.531609205
21,2010,11,11.68374654,2011,1,11.40115677
22,2010,0,9.730725931,2011,1,9.755595553
23,2010,0,8.726024699,2011,1,8.646076708
24,2010,33,11.95259583,2011,1,11.95227363
25,2010,0,6.451346055,2011,1,4.711912405
28,2010,0,10.74298221,2011,1,10.91445745
29,2010,48,12.87461734,2011,1,12.74104533
30,2010,0,8.926216282,2011,1,8.384841801
31,2010,44,12.99187625,2011,1,12.9157002
32,2010,0,9.568802166,2011,1,10.00284966
33,2010,0,5.176016312,2011,0,NA
34,2010,0,11.09156424,2011,1,10.56608556
35,2010,67,13.57272934,2011,1,13.6070378
36,2010,0,6.327215437,2011,1,6.340460664
38,2010,0,9.568943929,2011,1,8.733728441
40,2010,0,10.01706518,2011,1,10.03713514
41,2010,0,11.11740529,2011,1,11.05476471
42,2010,0,8.936252705,2011,1,8.465656614
43,2010,4,10.07085439,2011,1,10.17944622
44,2010,11,10.73799148,2011,1,10.35623
45,2010,4,11.07008594,2011,1,10.84785919
46,2010,0,6.215989802,2011,1,5.065051694
47,2010,0,9.379328044,2011,1,8.127012692
48,2010,0,6.30701273,2011,0,NA
49,2010,0,8.486159729,2011,1,8.37502146
50,2010,0,10.26135464,2011,1,9.881393223
51,2010,1,11.70397423,2011,1,11.46365763
52,2010,0,8.720699079,2011,1,7.539887138
53,2010,0,8.534911314,2011,1,8.778674153
54,2010,0,4.99221437,2011,1,5.526756521
55,2010,0,9.039521675,2011,1,8.633687702
58,2010,0,6.288827126,2011,1,4.951392376
59,2010,3,10.30196611,2011,1,10.38708559
60,2010,6,11.12451468,2011,1,10.78181838
61,2010,0,11.25967295,2011,1,10.98267842
62,2010,0,7.791985827,2011,0,NA
63,2010,0,4.968376947,2011,0,NA
64,2010,0,2.571846241,2011,0,NA
65,2010,2,11.39031667,2011,1,10.93482942
66,2010,0,6.340460664,2011,1,4.923221499
67,2010,0,9.202212954,2011,1,8.877674348
68,2010,14,10.77196974,2011,1,10.75226515
69,2010,0,4.55422607,2011,1,4.440566752
70,2010,0,8.02408569,2011,1,7.502788767
72,2010,0,4.651287783,2011,1,4.841908143
73,2010,0,5.622303415,2011,1,5.53917904
74,2010,NA,NA,2011,NA,NA
75,2010,NA,NA,2011,NA,4.174007745
76,2010,NA,NA,2011,NA,4.854228627
19X,2010,3,11.57291885,2011,1,11.0681181
19Y,2010,0,10.95868698,2011,1,10.73525602
27X,2010,46,12.26818908,2011,1,12.01329833
27Y,2010,0,8.758013712,2011,1,8.78645434
39X,2010,7,11.38760284,2011,0,11.34054184
39Y,2010,2,10.57191401,2011,0,10.69342465
57X,2010,0,7.739485284,2011,1,5.526756521
57Y,2010,0,7.607239187,2011,1,7.478601405
71A,2010,0,0.531625413,2011,1,1.570814281
71B,2010,0,1.550194994,2011,0,NA
74A,2010,0,1.868648725,2011,NA,NA
74B,2010,0,0.451582705,2011,NA,NA
1,2010,NA,NA,2011,NA,10.8916416
2,2010,NA,NA,2011,NA,6.848512361
3,2010,NA,NA,2011,NA,12.58431016
4,2010,NA,NA,2011,NA,9.223934778
5,2010,NA,NA,2011,NA,12.22791356
6,2010,NA,NA,2011,NA,4.634268778
7,2010,NA,NA,2011,NA,5.614402462
8,2010,NA,NA,2011,NA,10.43187504
9,2010,NA,NA,2011,NA,7.829758193
10,2010,NA,NA,2011,NA,10.80014062
11,2010,NA,NA,2011,NA,9.366477614
12,2010,NA,NA,2011,NA,10.55011607
13,2010,NA,NA,2011,NA,8.438342627
14,2010,NA,NA,2011,NA,9.871427369
15,2010,NA,NA,2011,NA,12.4937266
16,2010,NA,NA,2011,NA,4.110325065
17,2010,NA,NA,2011,NA,5.851934751
18,2010,NA,NA,2011,NA,10.11007511
19,2010,NA,NA,2011,NA,10.79031259
20,2010,NA,NA,2011,NA,9.750132348
21,2010,NA,NA,2011,NA,8.182855316
22,2010,NA,NA,2011,NA,10.65517485
23,2010,NA,NA,2011,NA,11.43049708
24,2010,NA,NA,2011,NA,6.674489607
25,2010,NA,NA,2011,NA,9.665848695
26,2010,NA,NA,2011,NA,8.219058365
27,2010,NA,NA,2011,NA,12.84030029
28,2010,NA,NA,2011,NA,4.065873302
29,2010,NA,NA,2011,NA,10.11637674
30,2010,NA,NA,2011,NA,8.332009049
31,2010,NA,NA,2011,NA,9.261545008
32,2010,NA,NA,2011,NA,8.268671236
33,2010,NA,NA,2011,NA,7.519719214
34,2010,NA,NA,2011,NA,10.89821906
35,2010,NA,NA,2011,NA,5.504904921
36,2010,NA,NA,2011,NA,8.666589138
37,2010,NA,NA,2011,NA,7.744798778
38,2010,NA,NA,2011,NA,8.145833194
39,2010,NA,NA,2011,NA,10.49323673
40,2010,NA,NA,2011,NA,11.47260856
41,2010,NA,NA,2011,NA,9.696324504
42,2010,NA,NA,2011,NA,11.82211621
43,2010,NA,NA,2011,NA,7.929351905
44,2010,NA,NA,2011,NA,8.06638807
45,2010,NA,NA,2011,NA,0.674726256
46,2010,NA,NA,2011,NA,6.889334355
47,2010,NA,NA,2011,NA,10.7940964
48,2010,NA,NA,2011,NA,11.66318684
49,2010,NA,NA,2011,NA,10.58597528
50,2010,NA,NA,2011,NA,9.897245497
51,2010,NA,NA,2011,NA,7.274596756
52,2010,NA,NA,2011,NA,10.67760655
53,2010,NA,NA,2011,NA,9.143324265
1,2010,NA,NA,2011,NA,10.06245381
2,2010,NA,NA,2011,NA,6.560830288
3,2010,NA,NA,2011,NA,7.282186925
4,2010,NA,NA,2011,NA,9.115146389
5,2010,NA,NA,2011,NA,9.616646732
6,2010,NA,NA,2011,NA,9.184156057
7,2010,NA,NA,2011,NA,9.653206027
8,2010,NA,NA,2011,NA,10.81965297
9,2010,NA,NA,2011,NA,10.75196542
10,2010,NA,NA,2011,NA,7.937167837
11,2010,NA,NA,2011,NA,12.23782981
12,2010,NA,NA,2011,NA,11.4590618
13,2010,NA,NA,2011,NA,6.887733074
14,2010,NA,NA,2011,NA,13.06484342
15,2010,NA,NA,2011,NA,3.750885779
16,2010,NA,NA,2011,NA,5.324232256
17,2010,NA,NA,2011,NA,11.46275584
18,2010,NA,NA,2011,NA,9.806221814
19,2010,NA,NA,2011,NA,11.2330047
20,2010,NA,NA,2011,NA,8.895093475
21,2010,NA,NA,2011,NA,10.78137912
22,2010,NA,NA,2011,NA,5.190700864
23,2010,NA,NA,2011,NA,10.57978591
24,2010,NA,NA,2011,NA,10.25767791
25,2010,NA,NA,2011,NA,12.96356482
26,2010,NA,NA,2011,NA,13.27288603
27,2010,NA,NA,2011,NA,9.365732689
28,2010,NA,NA,2011,NA,11.65678551
29,2010,NA,NA,2011,NA,10.09782039
30,2010,NA,NA,2011,NA,7.473707794
31,2010,NA,NA,2011,NA,4.902532765
32,2010,NA,NA,2011,NA,9.897245497
33,2010,NA,NA,2011,NA,10.47896789
34,2010,NA,NA,2011,NA,11.67786722
35,2010,NA,NA,2011,NA,8.238238327
36,2010,NA,NA,2011,NA,8.920180714
37,2010,NA,NA,2011,NA,0.962408329
38,2010,NA,NA,2011,NA,8.579577761
39,2010,NA,NA,2011,NA,10.63979797
40,2010,NA,NA,2011,NA,4.951392376
41,2010,NA,NA,2011,NA,8.543108081
42,2010,NA,NA,2011,NA,7.760348742
43,2010,NA,NA,2011,NA,12.53390454
44,2010,NA,NA,2011,NA,11.03638521
45,2010,NA,NA,2011,NA,11.1288369
46,2010,NA,NA,2011,NA,11.48504393
47,2010,NA,NA,2011,NA,8.624523473
48,2010,NA,NA,2011,NA,3.264993422
49,2010,NA,NA,2011,NA,13.03723768
50,2010,NA,NA,2011,NA,6.806405542
51,2010,NA,NA,2011,NA,3.605920009
52,2010,NA,NA,2011,NA,10.99733415
53,2010,NA,NA,2011,NA,11.66479738
54,2010,NA,NA,2011,NA,11.69276944
55,2010,NA,NA,2011,NA,9.668832485
56,2010,NA,NA,2011,NA,10.62012481
57,2010,NA,NA,2011,NA,12.73218288
58,2010,NA,NA,2011,NA,7.463097218
59,2010,NA,NA,2011,NA,12.10268516
60,2010,NA,NA,2011,NA,7.98981157
61,2010,NA,NA,2011,NA,10.76053537
62,2010,NA,NA,2011,NA,10.53024131
63,2010,NA,NA,2011,NA,8.862414881
64,2010,NA,NA,2011,NA,10.49324398
65,2010,NA,NA,2011,NA,10.71670973
66,2010,NA,NA,2011,NA,12.30075181
67,2010,NA,NA,2011,NA,4.88833424
68,2010,NA,NA,2011,NA,6.483869247
69,2010,NA,NA,2011,NA,8.78645434
70,2010,NA,NA,2011,NA,10.99240628
71,2010,NA,NA,2011,NA,11.8996985
72,2010,NA,NA,2011,NA,6.72986958
73,2010,NA,NA,2011,NA,10.94108452
74,2010,NA,NA,2011,NA,6.572475185
76,2010,NA,NA,2011,NA,12.19851154
77,2010,NA,NA,2011,NA,11.10497577
78,2010,NA,NA,2011,NA,8.311767763
79,2010,NA,NA,2011,NA,11.36074455
80,2010,NA,NA,2011,NA,11.41965239
81,2010,NA,NA,2011,NA,4.174007745
75A,2010,NA,NA,2011,NA,2.936489355
75B,2010,NA,NA,2011,NA,-2.033323944
1,2011,0,10.44830252,2012,1,11.31579884
2,2011,0,4.759020483,2012,0,NA
3,2011,0,8.33238705,2012,1,8.351277168
4,2011,0,9.290424519,2012,1,10.49413631
5,2011,0,8.345512302,2012,1,9.184404616
6,2011,0,8.117023686,2012,1,9.01311171
7,2011,0,7.408128148,2012,0,NA
8,2011,0,6.076802857,2012,1,7.504628096
9,2011,0,10.62024947,2012,1,10.97380365
10,2011,0,4.558349787,2012,0,NA
11,2011,0,7.760348742,2012,1,8.662703532
12,2011,0,4.600652167,2012,1,5.526756521
13,2011,0,10.63657076,2012,1,10.08954099
14,2011,0,8.918140281,2012,1,9.703436832
15,2011,NA,NA,2012,1,8.720699079
16,2011,NA,NA,2012,1,9.140626154
17,2011,0,3.325618044,2012,1,7.196034433
18,2011,0,6.198052101,2012,0,NA
20,2011,0,10.52548791,2012,1,10.93963879
22,2011,0,7.504628096,2012,1,8.063919542
23,2011,0,10.98645284,2012,1,10.9644961
24,2011,0,9.931396626,2012,1,10.46791892
25,2011,0,7.721692602,2012,1,9.737895976
26,2011,0,10.27009317,2012,1,10.54342048
27,2011,0,7.190919333,2012,0,NA
29,2011,0,6.288827126,2012,1,6.632289252
30,2011,0,7.256751396,2012,1,7.434445457
32,2011,0,8.214604014,2012,1,9.802184895
33,2011,0,8.263016178,2012,1,8.134660213
34,2011,0,11.22930125,2012,1,11.88740887
35,2011,0,10.04580698,2012,1,10.50461033
36,2011,0,8.794839089,2012,0,NA
37,2011,0,5.634068256,2012,0,NA
38,2011,0,10.85821773,2012,1,11.70257181
39,2011,0,9.341717813,2012,1,9.979012241
40,2011,0,3.67045853,2012,0,NA
41,2011,0,11.98735844,2012,1,11.93614728
42,2011,0,11.12795433,2012,1,11.22584047
43,2011,0,11.43544786,2012,1,12.09030641
44,2011,0,6.037582144,2012,1,7.955423452
45,2011,0,9.469551185,2012,1,10.91218292
46,2011,0,9.080138365,2012,0,NA
47,2011,0,5.176016312,2012,1,5.68713775
48,2011,0,3.467934266,2012,1,3.830307231
49,2011,0,9.253553756,2012,1,10.25208193
50,2011,0,7.340494896,2012,NA,NA
51,2011,0,6.952559514,2012,1,6.488956286
52,2011,0,10.82784738,2012,1,10.89033358
54,2011,0,10.15450326,2012,1,10.99312747
55,2011,0,10.46589581,2012,1,10.94552004
56,2011,0,9.366460817,2012,1,9.387096901
59,2011,0,10.56555739,2012,1,11.20415402
60,2011,0,10.64799637,2012,1,10.93384771
61,2011,0,5.762322592,2012,0,NA
62,2011,0,6.483869247,2012,1,7.807862582
64,2011,0,8.128133616,2012,1,7.639743648
65,2011,0,7.415718318,2012,1,8.2343726
66,2011,0,9.046600762,2012,1,9.570465467
67,2011,0,7.854186654,2012,1,8.843807735
68,2011,0,5.620823029,2012,1,6.717754895
70,2011,0,3.747419571,2012,1,4.643129595
72,2011,0,4.777369622,2012,0,NA
74,2011,0,4.634268778,2012,1,2.912772828
76,2011,0,6.856811163,2012,0,NA
77,2011,0,1.722045251,2012,1,0.204722627
78,2011,0,6.841333879,2012,NA,NA
79,2011,NA,NA,2012,NA,6.488956286
80,2011,NA,NA,2012,NA,6.966295397
81,2011,NA,NA,2012,NA,5.462217999
19A,2011,0,10.00442176,2012,1,10.64704311
19B,2011,0,8.892002838,2012,1,9.693680109
53X,2011,0,8.708006194,2012,1,10.15079446
53Y,2011,0,8.201766868,2012,1,9.6296366
63A,2011,0,9.982411101,2012,1,10.20892633
63B,2011,0,7.680061864,2012,1,7.584346462
69A,2011,0,5.863228757,2012,1,4.276594334
69B,2011,0,1.550194994,2012,1,1.224772593
69C,2011,0,4.55422607,2012,1,4.882399505
69D,2011,0,5.121291412,2012,0,NA
73C,2011,0,0.269261148,2012,1,2.243342175
73D,2011,NA,NA,2012,1,1.550194994
73E,2011,NA,NA,2012,1,-1.222393729
82A,2011,NA,NA,2012,NA,3.565098014
82B,2011,NA,NA,2012,NA,-1.117033212
82C,2011,NA,NA,2012,NA,-1.222393729
82D,2011,NA,NA,2012,NA,-2.033323944
